dataset,model,model_seed,method,family,variant,scope,representation_id,reference_id,member,is_reference,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,fit_seconds,best_epoch,best_validation_mse_normalized,lambda
california_housing,mlp,1,raw,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,63348.1271997237,43282.86982727051,0.0,0.9999999999999999,1.0,0.7585004440043122,39,0.26261648535728455,0.0
california_housing,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,155115.76084512417,114623.2633972168,1.299422645689427,0.6166101400813573,0.6414801809031712,0.7585004440043122,39,0.26261648535728455,0.0
california_housing,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,217970.67455731615,192237.13340759277,1.867100089770603,0.5949626117312888,0.6919324567125578,0.7585004440043122,39,0.26261648535728455,0.0
california_housing,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,252257.07597229857,228156.01049804688,2.1793409926917264,0.6581829762498104,0.6501166586557718,0.7585004440043122,39,0.26261648535728455,0.0
california_housing,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,278127.23179935274,233471.39460754395,2.3855228522915213,0.6138196762856428,0.6737001607901031,0.7585004440043122,39,0.26261648535728455,0.0
california_housing,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,687281.9197803786,573322.4114074707,6.062894801138573,-0.2862953495922751,-0.2514611836383195,0.7585004440043122,39,0.26261648535728455,0.0
california_housing,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,140371.51221911193,115119.51452636719,1.1111857370278515,0.8515618393010115,0.8675639047676269,0.7585004440043122,39,0.26261648535728455,0.0
california_housing,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,402925.5805474151,294422.34869384766,3.538852660787771,-0.06849421966493367,-0.07098511117977592,0.7585004440043122,39,0.26261648535728455,0.0
california_housing,mlp,1,raw,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,207436.50031502076,173170.40812683105,1.761188219017748,0.5793433560954426,0.5959872390737116,0.7585004440043122,39,0.26261648535728455,0.0
california_housing,mlp,1,generic_noise,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,65428.47453024804,44746.79081726074,0.0,1.0,1.0,0.8388507661875337,43,0.2812095284461975,0.0
california_housing,mlp,1,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,156437.84647258397,116002.34927368164,1.334511260132821,0.5787113294993946,0.5971670579130475,0.8388507661875337,43,0.2812095284461975,0.0
california_housing,mlp,1,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,211886.17710897967,188673.20739746094,1.8345305439243396,0.5256543000133719,0.5571619366624323,0.8388507661875337,43,0.2812095284461975,0.0
california_housing,mlp,1,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,236589.8741429838,218077.09509277344,2.075749522983098,0.7040440978829245,0.7614176708895526,0.8388507661875337,43,0.2812095284461975,0.0
california_housing,mlp,1,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,250826.5651048424,206524.6213684082,2.175121622119271,0.5005178288291102,0.5337535834449136,0.8388507661875337,43,0.2812095284461975,0.0
california_housing,mlp,1,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,554246.6784362356,468186.7206726074,4.909065708351619,-0.3192596897015932,-0.29877705107517655,0.8388507661875337,43,0.2812095284461975,0.0
california_housing,mlp,1,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,118361.68815514065,96589.60173034668,0.9332674713345913,0.8374216911627614,0.8162025354482096,0.8388507661875337,43,0.2812095284461975,0.0
california_housing,mlp,1,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,339373.04934377974,254489.42407226562,2.982088064318668,-0.04940467630945922,-0.06562755704901524,0.8388507661875337,43,0.2812095284461975,0.0
california_housing,mlp,1,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,199238.59707303267,167651.84727478027,1.7169162262986721,0.5526588040794682,0.5709313773875327,0.8388507661875337,43,0.2812095284461975,0.0
california_housing,mlp,1,orbit_augmentation,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,72958.66121497098,54077.330993652344,0.0,1.0,1.0,1.0613547961693257,40,0.3307731979423099,0.0
california_housing,mlp,1,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,67115.58054198224,47293.548110961914,0.3636327384214777,0.9161452835181084,0.921596764456804,1.0613547961693257,40,0.3307731979423099,0.0
california_housing,mlp,1,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,67292.1025065127,47959.311447143555,0.3576629256322929,0.9147252693339675,0.9187544167210262,1.0613547961693257,40,0.3307731979423099,0.0
california_housing,mlp,1,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,64436.664235031625,45953.762145996094,0.32019751780995237,0.9325758896117868,0.9381765451013379,1.0613547961693257,40,0.3307731979423099,0.0
california_housing,mlp,1,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,67196.85154938548,47449.40496826172,0.4001649971074468,0.8914038445382678,0.8952657757407216,1.0613547961693257,40,0.3307731979423099,0.0
california_housing,mlp,1,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,66035.39544973384,45895.91795349121,0.32525061502386116,0.9378655536831111,0.9415598070518763,1.0613547961693257,40,0.3307731979423099,0.0
california_housing,mlp,1,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,67030.45594184514,47814.12342834473,0.3730586654657146,0.9046737319470062,0.9142404205433675,1.0613547961693257,40,0.3307731979423099,0.0
california_housing,mlp,1,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,66459.47117122302,46945.75485229492,0.3370033061707108,0.9278169053857367,0.9293549048134035,1.0613547961693257,40,0.3307731979423099,0.0
california_housing,mlp,1,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,65526.52840297189,46429.64848327637,0.31118136197537416,0.9352105168173069,0.9455686519380644,1.0613547961693257,40,0.3307731979423099,0.0
california_housing,mlp,1,consistency_0.1,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,61953.34010699653,42096.24673461914,0.0,1.0,1.0,3.9530417800415307,148,0.31807707415686715,0.1
california_housing,mlp,1,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,67009.41720743707,47041.686950683594,0.3326317781024635,0.9337542067062099,0.9343501805312368,3.9530417800415307,148,0.31807707415686715,0.1
