dataset,model,model_seed,method,family,variant,scope,representation_id,reference_id,member,is_reference,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,fit_seconds,best_epoch,best_validation_mse_normalized,lambda
california_housing,mlp,0,raw,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,62144.71345292167,42472.31466674805,0.0,0.9999999999999999,1.0,1.4506185629870743,76,0.2592490315437317,0.0
california_housing,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,117286.25388655443,82051.66999816895,0.9454324843457256,0.578549197764825,0.5944788483766493,1.4506185629870743,76,0.2592490315437317,0.0
california_housing,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,185849.81447874338,161436.23475646973,1.5751561107284051,0.5277150080709829,0.49566848413842823,1.4506185629870743,76,0.2592490315437317,0.0
california_housing,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,228624.3003909386,211263.77780151367,1.9680119196812067,0.702812419107678,0.704852349194905,1.4506185629870743,76,0.2592490315437317,0.0
california_housing,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,171119.12552825638,142939.15089416504,1.407998452922317,0.7395955710414075,0.7668237731886796,1.4506185629870743,76,0.2592490315437317,0.0
california_housing,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,354581.98442347033,293174.9448852539,3.1174679551601976,-0.10342099109434606,-0.08901784999027249,1.4506185629870743,76,0.2592490315437317,0.0
california_housing,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,127337.83834642191,106091.77659606934,0.9940917345886594,0.8621711860688264,0.8721555064888248,1.4506185629870743,76,0.2592490315437317,0.0
california_housing,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,295652.22120761673,227840.51692199707,2.590440651684189,-0.011548371978225724,-0.07716235151234249,1.4506185629870743,76,0.2592490315437317,0.0
california_housing,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,158657.87212653994,136454.79539489746,1.3282982747979475,0.6691061951546858,0.6491363969283941,1.4506185629870743,76,0.2592490315437317,0.0
california_housing,mlp,0,generic_noise,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,67395.59796164918,46087.3122253418,0.0,1.0,1.0,0.5938525970559567,21,0.27897268533706665,0.0
california_housing,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,152383.04512161107,111494.8611907959,1.2830944352172184,0.5579084179275553,0.5540824807452421,0.5938525970559567,21,0.27897268533706665,0.0
california_housing,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,233256.50421392225,209595.93124389648,2.045156466803579,0.37929147823146847,0.3570273429006306,0.5938525970559567,21,0.27897268533706665,0.0
california_housing,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,275112.44436148973,257012.0040588379,2.4240856560942077,0.608060369013601,0.5936680134983577,0.5938525970559567,21,0.27897268533706665,0.0
california_housing,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,230485.39142720465,196507.19332885742,1.989281002977739,0.620374058429947,0.6705186911342282,0.5938525970559567,21,0.27897268533706665,0.0
california_housing,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,572416.5180881531,460036.61698913574,5.071889937252683,-0.21086323193640139,-0.13758309515226422,0.5938525970559567,21,0.27897268533706665,0.0
