dataset,problem_type,model,seed,method,transform_family,representation_id,member,is_reference,split,coordinate_error,task_error,disagreement,fit_seconds
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,rbf_reference,-1,True,validation,0.0,56237.98631293107,0.0,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,rbf_reference,-1,True,test,0.0,61213.62526426933,0.0,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,60494.27691584174,0.1878253290895756,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,63932.68075755248,0.1848643027973811,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,59926.8522406805,0.18338493160194683,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,63775.0711595313,0.1936704158448125,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,59223.89162856165,0.15666761445716715,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,62647.673809349406,0.16528918822105865,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,57225.81792337776,0.16873585980843508,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,61407.69489458156,0.17198101448253297,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,56948.787509175636,0.17367139403815152,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,61298.116074330515,0.17936219010472368,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,58614.297115971305,0.15719681069735092,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,63353.060254393255,0.17320108470119028,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,59028.246738270645,0.16541696393532343,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,63351.0517817643,0.18558250594995254,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,58109.80084356488,0.1700101379315264,0.0
california_housing,regression,tabm_d,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,63535.89540364404,0.1686729991350826,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,rbf_reference,-1,True,validation,0.0,61603.290298392516,0.0,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,rbf_reference,-1,True,test,0.0,64315.9230423211,0.0,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,65905.4118853608,0.1984361127206646,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,65445.25870442532,0.19231790678461952,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,63431.3604741695,0.16809908252136865,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,66139.26140889335,0.18913543978470113,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,62520.63396428242,0.2001725189325959,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,64553.04331774409,0.19430248703658304,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,64970.9295346829,0.18993350341778714,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,66356.70604706174,0.20598617651945986,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,63506.07736508418,0.166442899861091,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,67403.74621998802,0.16481197931128974,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,64975.73847233439,0.15343180544076584,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,65468.45051084422,0.15645917050593713,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,62664.7080502073,0.1754985377166131,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,65492.606396527066,0.16450477500261573,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,62121.92156780962,0.20546014468039897,0.0
california_housing,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,66305.71070732056,0.19062271062067793,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,validation,0.9276194820822351,57955.067999367784,0.0,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,test,0.9276194820822351,61855.28905062845,0.0,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.9276194820822351,61482.406514697446,0.12837234727041807,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.9276194820822351,63112.162498798716,0.12287034320616713,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.9276194820822351,59200.10808031942,0.1124923695908918,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.9276194820822351,63349.621496767664,0.11297157958897333,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.9276194820822351,59678.55224570106,0.15780625717911764,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.9276194820822351,63085.36469003578,0.1398378754134047,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.9276194820822351,59957.78585028252,0.11167870398250533,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.9276194820822351,64159.62814994188,0.11633071293346459,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.9276194820822351,60751.09677101884,0.13039314703773777,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.9276194820822351,65933.11467170558,0.14404005725697716,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.9276194820822351,61304.307453006884,0.14337723169434607,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.9276194820822351,64746.36069580763,0.1418997442763612,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.9276194820822351,60001.84681970855,0.11562308209482818,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.9276194820822351,63242.6474322296,0.12114919742257263,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.9276194820822351,58819.7559432983,0.11749711959291673,0.0
california_housing,regression,tabm_d,0,GramAnchor,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.9276194820822351,62436.686584926705,0.11064424748020933,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,rbf_reference,-1,True,validation,0.9276194820822351,56923.8656637627,0.0,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,rbf_reference,-1,True,test,0.9276194820822351,61179.70924127325,0.0,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.9276194820822351,60385.824454826674,0.11959022873411115,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.9276194820822351,62584.94992701897,0.11411157600694231,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.9276194820822351,58740.5474697695,0.10497366296407085,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.9276194820822351,62810.30809565459,0.11240120055732632,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.9276194820822351,58983.97666371771,0.13056280291239253,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.9276194820822351,62365.65047176759,0.11684978595965442,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.9276194820822351,58545.42237616309,0.09478077115965594,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.9276194820822351,62766.81251118507,0.10555385286045724,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.9276194820822351,59080.72130068382,0.11547340511126082,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.9276194820822351,64119.42488378016,0.128705534279097,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.9276194820822351,59799.465704918104,0.12500765332478167,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.9276194820822351,63409.497297984126,0.11868029379772213,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.9276194820822351,59051.79713442366,0.10562782501004958,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.9276194820822351,62597.287106161115,0.11712593344508987,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.9276194820822351,57870.07899123583,0.11315544347623098,0.0
california_housing,regression,tabm_d,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.9276194820822351,62068.29274242536,0.10664216476169582,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,rbf_reference,-1,True,validation,0.9541830589999052,63584.67192738463,0.0,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,rbf_reference,-1,True,test,0.9541830589999052,68322.54792994112,0.0,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.9541830589999052,63454.25682965346,0.0879011339596204,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.9541830589999052,68227.14412410106,0.07990110911343812,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.9541830589999052,62705.34053776938,0.08501197285731792,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.9541830589999052,68367.2725731446,0.0827424017170639,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.9541830589999052,63334.79508676299,0.08579087933617914,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.9541830589999052,68510.99919936368,0.08885963209084836,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.9541830589999052,63978.23016504183,0.09260135790742216,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.9541830589999052,68624.2979743912,0.08055121790663254,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.9541830589999052,63899.80581679701,0.07877173957950784,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.9541830589999052,68110.99739466025,0.07434407124351791,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.9541830589999052,63958.92932441987,0.08591782639720758,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.9541830589999052,67866.76942449887,0.07312920983042298,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.9541830589999052,64233.76701296745,0.1052719852468766,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.9541830589999052,69414.96409668977,0.09675932280710398,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.9541830589999052,63644.698788141235,0.09683914970147207,0.0
california_housing,regression,tabm_d,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.9541830589999052,67429.25301869842,0.0846778568198354,0.0
