dataset,problem_type,model,seed,method,transform_family,representation_id,member,is_reference,split,coordinate_error,task_error,disagreement,fit_seconds
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.2913366492337668,0.0,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,rbf_reference,-1,True,test,0.0,0.3585542106189193,0.0,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.2965661578456757,0.09311064049666437,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.3569255824806754,0.08628009226010641,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.29124071996203876,0.059434708198657135,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.3685411072229533,0.058620874948937474,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.2760921379966026,0.06731657830788051,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.3333958832855517,0.06478206793446888,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.30371416546763974,0.06958647127476814,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.3494425356822622,0.06930717281067521,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.29874690590200237,0.0681344632976078,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.35295658003895136,0.061897895320355015,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.31189335743592805,0.08080829847648874,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.3465262329657185,0.08219125621256293,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.2791634481784024,0.063792266677269,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.3487833664708125,0.06646070894809968,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.29438084709314627,0.05599618077955657,0.0
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,0.36044317069670984,0.05483901673089469,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.2761409176862468,0.0,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,rbf_reference,-1,True,test,0.0,0.35786000610356616,0.0,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.291573059859221,0.09292602684891949,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.37146793272156853,0.09615097047900317,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.2860265806078676,0.050741143378759956,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.35157053403930255,0.051406508493530935,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.27282098962976975,0.07887713436884644,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.3568406977733443,0.09696359360411069,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.2968199357602798,0.10638184321515329,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.3672158935794718,0.09185084798722791,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.2988319307815359,0.08961005587112725,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.3460801428938508,0.089251077738491,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.3165395115782456,0.09135990020404126,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.35594218980295134,0.08496561319654726,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.2812234619463403,0.07829291033100358,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.3458578172022019,0.09054179359621221,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.2903250377167155,0.07280705664924808,0.0
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,0.3781109784505995,0.07768975038491603,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,validation,1.000148450253796,0.2907324601074951,0.0,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,test,1.000148450253796,0.3650134968558647,0.0,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,validation,1.000148450253796,0.2958061739978606,0.07130521178627719,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,test,1.000148450253796,0.3787338158639995,0.08274273928641167,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,validation,1.000148450253796,0.2976024595558367,0.08628895110637473,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,test,1.000148450253796,0.37777457115416235,0.09512764094334605,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,validation,1.000148450253796,0.2799907659423069,0.11000666422420362,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,test,1.000148450253796,0.38103959287300854,0.10555606623228606,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,validation,1.000148450253796,0.30009775795067883,0.08382866087793903,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,test,1.000148450253796,0.35770188790511637,0.06408763095235122,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,validation,1.000148450253796,0.31549712118392637,0.1059854762313428,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,test,1.000148450253796,0.3495944930366046,0.1065434384933172,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,validation,1.000148450253796,0.31731468533324814,0.07795859666542045,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,test,1.000148450253796,0.3669928466092792,0.07481693964953728,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,validation,1.000148450253796,0.28642824251034604,0.06259628307912983,0.0
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,test,1.000148450253796,0.3619238203609257,0.08134126379877182,0.0
