dataset,problem_type,model,seed,method,transform_family,representation_id,member,is_reference,split,coordinate_error,task_error,disagreement,fit_seconds
phoneme,classification,catboost,0,Raw,condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.26336398579293674,0.0,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,rbf_reference,-1,True,test,0.0,0.29941843953678904,0.0,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.2705461420940752,0.07601146814110837,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.3105118596321943,0.08713364409458822,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.27824987163368786,0.08091171615542013,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.2997844606101511,0.07914276076048986,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.2868979508805758,0.07922982174329891,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.302204277324452,0.09038700411399449,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.2798782432123132,0.07190993478116554,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.30523850724368917,0.08641452202486864,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.2679848706997739,0.07122034106613945,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.3041284324803255,0.07339412779479382,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.28228935053633897,0.07710909787382872,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.3081808241294248,0.07756669894135314,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.2809019427804337,0.08900407916093472,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.31858880592339345,0.08915491996376401,0.0
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.2712184699450096,0.0786473172170596,0.0
