dataset,problem_type,model,seed,method,transform_family,representation_id,member,is_reference,split,coordinate_error,task_error,disagreement,fit_seconds
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.6524152444340998,0.0,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,rbf_reference,-1,True,test,0.0,0.691096529890026,0.0,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.6544535905287864,0.2950057863963768,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.7348194628373691,0.28890095328273996,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.6589587303230631,0.1694486671538845,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.7088642631268712,0.16998419155278902,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.6642560769949729,0.18930458236283204,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.7166522518520617,0.1996447423725716,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.655154455700898,0.14916104781018852,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.6930787922855733,0.14536232322177492,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.6568606623778074,0.13404388979142542,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.700653104412979,0.13141462123903738,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.666931294401467,0.14539476868943005,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.7006978705694795,0.14203382275402004,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.6691998177092794,0.14602222709752652,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.6972178712876904,0.14283377741004996,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.6482347954579675,0.13161978204857608,0.0
wine-quality-red,regression,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,0.7127188981704221,0.13333866700145938,0.0
wine-quality-red,regression,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.6769635796617545,0.0,0.0
wine-quality-red,regression,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,rbf_reference,-1,True,test,0.0,0.7208526689998404,0.0,0.0
wine-quality-red,regression,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.6796961301969923,0.1585684768731182,0.0
wine-quality-red,regression,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.7115693999705615,0.16196398821160646,0.0
