dataset,problem_type,model,seed,method,transform_family,representation_id,member,is_reference,split,coordinate_error,task_error,disagreement,fit_seconds
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.2678213435389434,0.0,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,rbf_reference,-1,True,test,0.0,0.27519762861127134,0.0,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.2650676970407983,0.06859353676293249,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.2932278204122559,0.0706451114694753,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.2768103657008071,0.08212292720699277,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.2890163420468741,0.07418061120107504,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.27411883315896685,0.0653562362430637,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.29397853035382815,0.06638158874256452,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.27484843923659474,0.07096661977225636,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.2915838258966765,0.06601197059281912,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.2552692222322559,0.07849922216937924,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.28182087723463023,0.07702147766135069,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.2655916342366138,0.07390537086194533,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.2842800811839856,0.07279363971579406,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.2664792962968266,0.07040844812133665,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.2967215632134044,0.08101222798080776,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.2662909304789911,0.07059494140754131,0.0
phoneme,classification,tabicl_v2,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,0.29585881088753496,0.06778815745673278,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,validation,1.000148450253796,0.2727534862619329,0.0,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,test,1.000148450253796,0.29012808508566035,0.0,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,validation,1.000148450253796,0.26349719692185214,0.054315451331591526,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,test,1.000148450253796,0.2928466518534478,0.06390949055859471,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,validation,1.000148450253796,0.26742952756493765,0.06693554430666027,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,test,1.000148450253796,0.2908280787103582,0.06321398983414572,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,validation,1.000148450253796,0.2620522824002012,0.05406151103375494,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,test,1.000148450253796,0.28965735957561656,0.0644496965923068,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,validation,1.000148450253796,0.2751126016058681,0.06912192337651114,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,test,1.000148450253796,0.29988005599266776,0.06802142549307563,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,validation,1.000148450253796,0.2716884043529618,0.06382160339409827,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,test,1.000148450253796,0.2939407032772624,0.06202491458008431,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,validation,1.000148450253796,0.2546193966037435,0.061791161986598335,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,test,1.000148450253796,0.296892016414368,0.06770301164857384,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,validation,1.000148450253796,0.2651624215468369,0.05818137777849447,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,test,1.000148450253796,0.2929417916055344,0.06422199213653323,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m7,7,False,validation,1.000148450253796,0.2697182190809415,0.0755630571374662,0.0
phoneme,classification,tabicl_v2,0,GramAnchor,condition_le_3_all,condition_le_3_all__m7,7,False,test,1.000148450253796,0.29530203245595027,0.07137384616235948,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,rbf_reference,-1,True,validation,1.000148450253796,0.2700491939195296,0.0,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,rbf_reference,-1,True,test,1.000148450253796,0.28442671704122924,0.0,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m0,0,False,validation,1.000148450253796,0.26157406454635,0.04709486507314912,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m0,0,False,test,1.000148450253796,0.29085971791106385,0.05560616073182357,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m1,1,False,validation,1.000148450253796,0.2677608203711216,0.061075776911101574,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m1,1,False,test,1.000148450253796,0.2882310609342382,0.05732424197384213,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,validation,1.000148450253796,0.26344372890490225,0.04857349711858108,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,test,1.000148450253796,0.28875280766311207,0.05560422557716959,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,validation,1.000148450253796,0.27164687708419133,0.05916786500314262,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,test,1.000148450253796,0.29528645421915956,0.05824637933158004,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,validation,1.000148450253796,0.265139744759075,0.059461699881141805,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,test,1.000148450253796,0.28845823954057537,0.05626571096412663,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,validation,1.000148450253796,0.2556062605939847,0.055894407490545826,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,test,1.000148450253796,0.2908796183471825,0.05996697088597349,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m6,6,False,validation,1.000148450253796,0.26384002443424753,0.05139721625034751,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m6,6,False,test,1.000148450253796,0.2907306414865526,0.0590410776532305,0.0
phoneme,classification,tabicl_v2,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m7,7,False,validation,1.000148450253796,0.2651305466858266,0.06171657491199225,0.0
