dataset,problem_type,model,seed,method,transform_family,representation_id,member,is_reference,split,coordinate_error,task_error,disagreement,fit_seconds
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.6345329943556799,0.0,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,rbf_reference,-1,True,test,0.0,0.6487749137296394,0.0,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.6259103402783776,0.2602639420635386,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.6242439954562625,0.261184090932092,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.6229908938137427,0.2499386227374189,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.618756811550121,0.24730292629495618,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.6404775044997825,0.20979427657719446,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.6307774284403634,0.18939455958150042,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.6378330903953766,0.2538635631139524,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.627651979746711,0.2391393035149153,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.6411162739775919,0.28077833684615533,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.6345747937085026,0.2531895685004225,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.6303182723703353,0.2748250076957789,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.6424276365348088,0.27356690322260274,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.6411765022721008,0.24934157722630612,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.635193843989207,0.25429731744412865,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.6339083373036613,0.2641739601066044,0.0
wine-quality-red,regression,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,0.6153303254490207,0.25510243876717753,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,validation,1.0966175285197597,0.6296524334248609,0.0,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,test,1.0966175285197597,0.6446235324774067,0.0,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,validation,1.0966175285197597,0.6252328274485749,0.194985354418562,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,test,1.0966175285197597,0.6395057680020954,0.2019561413802988,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,validation,1.0966175285197597,0.6378868533691373,0.25490981344195296,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,test,1.0966175285197597,0.6391812054340389,0.24552279447925254,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,validation,1.0966175285197597,0.6318120124964781,0.14295562089844477,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,test,1.0966175285197597,0.646255576315722,0.16221453204352262,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,validation,1.0966175285197597,0.6203063072539075,0.19023625353985193,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,test,1.0966175285197597,0.6321882591174632,0.2027781869846089,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,validation,1.0966175285197597,0.6506590085835655,0.13856646882158813,0.0
wine-quality-red,regression,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,test,1.0966175285197597,0.6476491838282739,0.14559187988040695,0.0
