dataset,problem_type,model,seed,method,transform_family,representation_id,member,is_reference,split,coordinate_error,task_error,disagreement,fit_seconds
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.26849631209848346,0.0,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,rbf_reference,-1,True,test,0.0,0.2733860621868599,0.0,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.26829415451430416,0.08166928564392846,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.2769672171087707,0.08883012159633749,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.27768803347226184,0.08886164813043121,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.28205569455305524,0.09239759423535841,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.26755136678065494,0.08639984201996936,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.2808528195908622,0.08628221066514227,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.2742485578908399,0.0865085185350918,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.2684668547504603,0.09071237339735135,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.2595791207498841,0.0911846901455181,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.278251843412249,0.09353103538739614,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.26177627578202184,0.08562913448167772,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.2737728994744222,0.09234200518998029,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.27231302599833773,0.0818475117098131,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.3041929892249031,0.10015082854828179,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.2754061722844386,0.09498096081307722,0.0
phoneme,classification,tabpfn_2_6,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,0.30022315506138875,0.10710077214229104,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,validation,1.000148450253796,0.2740685646813653,0.0,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,test,1.000148450253796,0.2721693794363794,0.0,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,validation,1.000148450253796,0.25792827768319937,0.06396946668758123,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,test,1.000148450253796,0.2854840329877112,0.0709691532277131,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,validation,1.000148450253796,0.26926546131361767,0.08733318649009823,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,test,1.000148450253796,0.2914197348203371,0.08588888425971362,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,validation,1.000148450253796,0.282879332776628,0.07641509254554289,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,test,1.000148450253796,0.2846959384687292,0.07373428031774781,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,validation,1.000148450253796,0.28492761163803537,0.07892295164761413,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,test,1.000148450253796,0.28932514987854285,0.07386018985373825,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,validation,1.000148450253796,0.2728036790341116,0.0877657657466126,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,test,1.000148450253796,0.28465800883025555,0.0787973030401266,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,validation,1.000148450253796,0.26321260050074585,0.0678053453062231,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,test,1.000148450253796,0.277442237713699,0.07042372500059149,0.0
phoneme,classification,tabpfn_2_6,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,validation,1.000148450253796,0.25946964753377433,0.08068238363464891,0.0
