dataset,task,split_seed,model,model_seed,k,loss,method,metric,metric_name,score,test_max_simplex_error,test_minimum_weight,test_objective_nonincrease_fraction,test_optimized_objective,test_uniform_objective,validation_loss,validation_max_simplex_error,validation_minimum_weight,validation_objective_nonincrease_fraction,validation_optimized_objective,validation_uniform_objective,model_score,model_metric,proxy_score,proxy_metric,score_gain_vs_model,score_gain_vs_proxy
abalone,regression,20260901,ModernNCA,20260911,,0.6728625562900318,distance_model,0.6728625562900318,standardized_rmse,-0.6728625562900318,,,,,,,,,,,,-0.6728625562900318,0.6728625562900318,-0.676020506358321,0.676020506358321,0.0,0.003157950068289228
abalone,regression,20260901,ModernNCA,20260911,64.0,0.6627487256776512,aggregate_full,0.6627487256776512,standardized_rmse,-0.6627487256776512,1.7881393432617188e-07,0.0,1.0,0.01565171917900443,0.03265586495399475,0.6901667650110767,1.7881393432617188e-07,0.0,1.0,0.011583087500184774,0.02422366477549076,-0.6728625562900318,0.6728625562900318,-0.676020506358321,0.676020506358321,0.010113830612380581,0.013271780680669809
abalone,regression,20260901,ModernNCA,20260911,64.0,0.6611545423000723,aggregate_mismatch,0.6611545423000723,standardized_rmse,-0.6611545423000723,1.7881393432617188e-07,0.0,1.0,0.01620509847998619,0.03265586495399475,0.6892948596907585,1.6391277313232422e-07,0.0,1.0,0.011790534248575568,0.02422366477549076,-0.6728625562900318,0.6728625562900318,-0.676020506358321,0.676020506358321,0.011708013989959465,0.014865964058248693
abalone,regression,20260901,ModernNCA,20260911,64.0,0.6569220764277066,aggregate_reliability,0.6569220764277066,standardized_rmse,-0.6569220764277066,1.1920928955078125e-07,0.004946412052959204,,0.0070007870672270656,0.007384363329038024,0.688933644126581,1.1920928955078125e-07,0.00496534863486886,,0.00670686096418649,0.007084635901264846,-0.6728625562900318,0.6728625562900318,-0.676020506358321,0.676020506358321,0.015940479862325163,0.01909842993061439
abalone,regression,20260901,ModernNCA,20260911,,0.676020506358321,direct_proxy,0.676020506358321,standardized_rmse,-0.676020506358321,,,,,,,,,,,,-0.6728625562900318,0.6728625562900318,-0.676020506358321,0.676020506358321,-0.003157950068289228,0.0
abalone,regression,20260901,ModernNCA,20260912,,0.6558460106747683,distance_model,0.6558460106747683,standardized_rmse,-0.6558460106747683,,,,,,,,,,,,-0.6558460106747683,0.6558460106747683,-0.676020506358321,0.676020506358321,0.0,0.020174495683552673
abalone,regression,20260901,ModernNCA,20260912,64.0,0.6572828925527212,aggregate_full,0.6572828925527212,standardized_rmse,-0.6572828925527212,2.086162567138672e-07,0.0,1.0,0.014158245176076889,0.03167615178972483,0.6939542568905196,1.4901161193847656e-07,0.0,1.0,0.011575914919376373,0.02393869822844863,-0.6558460106747683,0.6558460106747683,-0.676020506358321,0.676020506358321,-0.001436881877952878,0.018737613805599795
abalone,regression,20260901,ModernNCA,20260912,64.0,0.657857016808978,aggregate_mismatch,0.657857016808978,standardized_rmse,-0.657857016808978,1.4901161193847656e-07,0.0,1.0,0.014849139610305429,0.03167615178972483,0.6933968486928597,1.7881393432617188e-07,0.0,1.0,0.011644485872238874,0.02393869822844863,-0.6558460106747683,0.6558460106747683,-0.676020506358321,0.676020506358321,-0.0020110061342096808,0.018163489549342993
abalone,regression,20260901,ModernNCA,20260912,64.0,0.6567320189940292,aggregate_reliability,0.6567320189940292,standardized_rmse,-0.6567320189940292,1.1920928955078125e-07,0.004689875757321715,,0.007003215723671019,0.007424724288284779,0.6908855503132394,1.341104507446289e-07,0.004361915169283748,,0.0067274271277710795,0.0071293385699391365,-0.6558460106747683,0.6558460106747683,-0.676020506358321,0.676020506358321,-0.0008860083192608892,0.019288487364291784
abalone,regression,20260901,ModernNCA,20260912,,0.676020506358321,direct_proxy,0.676020506358321,standardized_rmse,-0.676020506358321,,,,,,,,,,,,-0.6558460106747683,0.6558460106747683,-0.676020506358321,0.676020506358321,-0.020174495683552673,0.0
abalone,regression,20260901,ModernNCA,20260913,,0.6525423568725635,distance_model,0.6525423568725635,standardized_rmse,-0.6525423568725635,,,,,,,,,,,,-0.6525423568725635,0.6525423568725635,-0.676020506358321,0.676020506358321,0.0,0.02347814948575755
abalone,regression,20260901,ModernNCA,20260913,64.0,0.6575651885323692,aggregate_full,0.6575651885323692,standardized_rmse,-0.6575651885323692,1.341104507446289e-07,0.0,1.0,0.011740119894966483,0.021972653921693563,0.6926889743334911,1.7881393432617188e-07,0.0,1.0,0.01117974566295743,0.020302249118685722,-0.6525423568725635,0.6525423568725635,-0.676020506358321,0.676020506358321,-0.005022831659805771,0.018455317825951778
abalone,regression,20260901,ModernNCA,20260913,64.0,0.6567086777659984,aggregate_mismatch,0.6567086777659984,standardized_rmse,-0.6567086777659984,1.341104507446289e-07,0.0,1.0,0.01207092753611505,0.021972653921693563,0.6908730224043104,1.4901161193847656e-07,0.0,1.0,0.011310698464512825,0.020302249118685722,-0.6525423568725635,0.6525423568725635,-0.676020506358321,0.676020506358321,-0.004166320893434938,0.01931182859232261
abalone,regression,20260901,ModernNCA,20260913,64.0,0.6523923213955198,aggregate_reliability,0.6523923213955198,standardized_rmse,-0.6523923213955198,1.4901161193847656e-07,0.004895843332633376,,0.007020054152235389,0.007377622765488923,0.6874600218735745,1.341104507446289e-07,0.004930812167003751,,0.006704196101054549,0.007055319496430457,-0.6525423568725635,0.6525423568725635,-0.676020506358321,0.676020506358321,0.00015003547704361964,0.02362818496280117
abalone,regression,20260901,ModernNCA,20260913,,0.676020506358321,direct_proxy,0.676020506358321,standardized_rmse,-0.676020506358321,,,,,,,,,,,,-0.6525423568725635,0.6525423568725635,-0.676020506358321,0.676020506358321,-0.02347814948575755,0.0
abalone,regression,20260901,TabR,20260911,,0.6494028787412262,distance_model,0.6494028787412262,standardized_rmse,-0.6494028787412262,,,,,,,,,,,,-0.6494028787412262,0.6494028787412262,-0.676020506358321,0.676020506358321,0.0,0.026617627617094852
abalone,regression,20260901,TabR,20260911,64.0,0.6559089388731376,aggregate_full,0.6559089388731376,standardized_rmse,-0.6559089388731376,1.7881393432617188e-07,0.0,1.0,0.012565461453050375,0.04376660007983446,0.6995894886657826,1.7881393432617188e-07,0.0,1.0,0.012059124885126948,0.03889589058235288,-0.6494028787412262,0.6494028787412262,-0.676020506358321,0.676020506358321,-0.006506060131911462,0.02011156748518339
abalone,regression,20260901,TabR,20260911,64.0,0.6545340434782315,aggregate_mismatch,0.6545340434782315,standardized_rmse,-0.6545340434782315,1.7881393432617188e-07,0.0,1.0,0.01208168943412602,0.04376660007983446,0.6989176447416775,1.6391277313232422e-07,0.0,1.0,0.011471269419416785,0.03889589058235288,-0.6494028787412262,0.6494028787412262,-0.676020506358321,0.676020506358321,-0.005131164737005367,0.021486462880089485
