scope,task,seed,model,representation,key_capacity,alignment_type,rmse,frobenius_cosine,top_eigenvector_angle_deg,feature_diagonal_correlation,risk_spearman,score,score_delta_vs_raw
synthetic,S4_warp,20260831,TabR,localwarp,standard,exact_Jm_metric,0.1857577399703754,0.9042876351159066,14.703632068881705,0.875,0.2823073916625934,,
synthetic,S4_warp,20260831,ModernNCA,raw,linear,exact_Jm_metric,0.210129123989487,0.9208792285062372,8.414246090647499,0.9375,0.1400313079557093,,
synthetic,S4_warp,20260831,ModernNCA,localwarp,linear,exact_Jm_metric,0.1763781008257245,0.9373491448350252,8.733831791307727,0.9375,0.1624797091510972,,
synthetic,S4_warp,20260831,ModernNCA,raw,deep,exact_Jm_metric,0.1785357076033365,0.9534818646498024,6.922294600914103,0.9375,0.3405945206125281,,
synthetic,S4_warp,20260831,TabR,oraclewarp,linear,exact_Jm_metric,0.1898174190294458,0.5891383822883576,38.88260374397731,0.3125,0.0955440838893551,,
synthetic,S4_warp,20260831,ModernNCA,oraclewarp,linear,exact_Jm_metric,0.1799984778139355,0.9453213571105152,8.40368426172096,0.9375,0.1923831366893607,,
real,adult,20260831,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.383448938191019,0.837890625,-0.0087890625
real,adult,20260832,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.3328595795800784,0.8310546875,-0.0185546875
real,adult,20260833,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.3484940902707567,0.8310546875,-0.0107421875
real,adult,20260831,ModernNCA,ple,standard,cross_fitted_retrieval_risk,,,,,0.40866647741267137,0.8359375,-0.0107421875
real,adult,20260831,ModernNCA,plr,standard,cross_fitted_retrieval_risk,,,,,0.4354243527138042,0.83984375,-0.0068359375
real,adult,20260831,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.4202395420736929,0.8466796875,0.0
real,adult,20260832,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.3772472467362826,0.849609375,0.0
real,adult,20260833,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.41745864226320367,0.841796875,0.0
real,black-friday,20260831,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.38564459149030983,-0.7375601809796041,-0.0014102348977271806
real,black-friday,20260832,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.4583123073933104,-0.7346795378733185,-0.010037370085173247
real,black-friday,20260833,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.42525472019540284,-0.7373191029232252,0.0013512713811391075
real,black-friday,20260831,ModernNCA,ple,standard,cross_fitted_retrieval_risk,,,,,0.53273147024028,-0.7811170078983128,-0.04496706181643595
real,black-friday,20260831,ModernNCA,plr,standard,cross_fitted_retrieval_risk,,,,,0.6340019048070911,-0.7284519438353374,0.007698002246539493
real,black-friday,20260831,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.41639332647512184,-0.7361499460818769,0.0
real,black-friday,20260832,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.4168669229362404,-0.7246421677881453,0.0
real,black-friday,20260833,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.41262814748323123,-0.7386703743043643,0.0
real,california,20260831,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.8024595321900945,-0.4560706145930118,-0.024207570028732583
real,california,20260832,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.7454687777092316,-0.45411341423040846,-0.018122957597152656
real,california,20260833,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.7009872808318416,-0.46080826543363107,-0.026670773392627745
real,california,20260831,ModernNCA,ple,standard,cross_fitted_retrieval_risk,,,,,0.8382472820470128,-0.41980005405917475,0.012062990505104454
real,california,20260831,ModernNCA,plr,standard,cross_fitted_retrieval_risk,,,,,0.7876632973795513,-0.41413230982619603,0.017730734738083176
real,california,20260831,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.8367638510511191,-0.4318630445642792,0.0
real,california,20260832,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.8244045865826184,-0.4359904566332558,0.0
real,california,20260833,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.8267875151571777,-0.4341374920410033,0.0
real,churn,20260831,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.23261749854411612,0.8564453125,-0.009765625
real,churn,20260832,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.20238365463161762,0.8642578125,-0.00390625
real,churn,20260833,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.29420623261075235,0.8544921875,-0.01171875
real,churn,20260831,ModernNCA,ple,standard,cross_fitted_retrieval_risk,,,,,0.2523369104053565,0.865234375,-0.0009765625
real,churn,20260831,ModernNCA,plr,standard,cross_fitted_retrieval_risk,,,,,0.2274046428698786,0.8603515625,-0.005859375
real,churn,20260831,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.2638986096797993,0.8662109375,0.0
real,churn,20260832,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.20920831025167488,0.8681640625,0.0
real,churn,20260833,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.2455895221900072,0.8662109375,0.0
real,diamond,20260831,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.9197200860158803,-0.19533892658950683,0.003636082747227154
real,diamond,20260832,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.9234984549132321,-0.2080729042624482,-0.007874439866474375
real,diamond,20260833,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.916648167893173,-0.19436383585723402,0.0035476734329480952
real,diamond,20260831,ModernNCA,ple,standard,cross_fitted_retrieval_risk,,,,,0.9074370159369446,-0.19944116131491557,-0.00046615197818158927
real,diamond,20260831,ModernNCA,plr,standard,cross_fitted_retrieval_risk,,,,,0.9333639515525232,-0.21526186188811075,-0.016286852551376768
real,diamond,20260831,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.9258919308196534,-0.19897500933673398,0.0
real,diamond,20260832,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.9258138965662686,-0.20019846439597383,0.0
real,diamond,20260833,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.9297474500371943,-0.1979115092901821,0.0
real,higgs-small,20260831,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.2351646928438748,0.6474609375,0.0302734375
real,higgs-small,20260832,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.29179965514818906,0.6669921875,0.03125
real,higgs-small,20260833,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.28076762454010906,0.6689453125,-0.0029296875
real,higgs-small,20260831,ModernNCA,ple,standard,cross_fitted_retrieval_risk,,,,,0.39052023675145564,0.6953125,0.078125
real,higgs-small,20260831,ModernNCA,plr,standard,cross_fitted_retrieval_risk,,,,,0.3564247299597542,0.6787109375,0.0615234375
real,higgs-small,20260831,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.1104109338421235,0.6171875,0.0
real,higgs-small,20260832,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.24845221727559508,0.6357421875,0.0
real,higgs-small,20260833,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.22324423998954251,0.671875,0.0
real,house,20260831,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.5071858728149301,-0.6636144815065853,-0.007945776729345377
real,house,20260832,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.407153657944211,-0.6474558279237906,0.03936732390298281
real,house,20260833,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.4781251444710731,-0.6340015842536435,0.04425526662470847
real,house,20260831,ModernNCA,ple,standard,cross_fitted_retrieval_risk,,,,,0.5427041151191703,-0.6563143662336248,-0.0006456614563848939
real,house,20260831,ModernNCA,plr,standard,cross_fitted_retrieval_risk,,,,,0.47815116609176256,-0.69997514710012,-0.04430644232288006
real,house,20260831,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.5360071117331694,-0.6556687047772399,0.0
real,house,20260832,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.5311380948793485,-0.6868231518267734,0.0
real,house,20260833,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.5353758423611467,-0.678256850878352,0.0
real,otto,20260831,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.6604180944604678,0.71875,-0.0185546875
real,otto,20260832,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.627940350837453,0.716796875,-0.0166015625
real,otto,20260833,ModernNCA,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.6740813210173404,0.7119140625,-0.041015625
real,otto,20260831,ModernNCA,ple,standard,cross_fitted_retrieval_risk,,,,,0.6829299357205947,0.7353515625,-0.001953125
real,otto,20260831,ModernNCA,plr,standard,cross_fitted_retrieval_risk,,,,,0.6534237347856823,0.734375,-0.0029296875
real,otto,20260831,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.6665997266250426,0.7373046875,0.0
real,otto,20260832,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.6837159052660117,0.7333984375,0.0
real,otto,20260833,ModernNCA,raw,standard,cross_fitted_retrieval_risk,,,,,0.6418574098441114,0.7529296875,0.0
real,adult,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.10787008832152309,0.81640625,-0.0166015625
real,adult,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.02510118715201109,0.82421875,-0.0087890625
real,adult,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.01408570662466977,0.8173828125,-0.0107421875
real,adult,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.023378259589556936,0.8330078125,0.0048828125
real,adult,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.2550548700870542,0.8232421875,-0.0078125
real,adult,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.15515003520085768,0.830078125,-0.0009765625
real,adult,20260831,TabR,ple,standard,cross_fitted_retrieval_risk,,,,,0.21111193527690025,0.8388671875,0.005859375
real,adult,20260831,TabR,plr,standard,cross_fitted_retrieval_risk,,,,,0.2959858409857764,0.8486328125,0.015625
real,adult,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.1990545378644918,0.82421875,-0.0087890625
real,adult,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.09769734499294253,0.8330078125,0.0
real,adult,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.028619701736311787,0.837890625,0.009765625
real,adult,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,-0.022864620341386345,0.828125,0.0
real,adult,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.1878151337602302,0.8330078125,0.001953125
real,adult,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3542141893955775,0.8310546875,0.0
real,adult,20260831,TabR,wrongwarp,standard,cross_fitted_retrieval_risk,,,,,0.039546178202871866,0.8310546875,-0.001953125
real,black-friday,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.3490911094334779,-0.7947249785669881,-0.017882104160021006
real,black-friday,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.3334578768654487,-0.797639120771816,-0.02079624636484889
real,black-friday,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.36280916417653675,-0.7842053374136537,-0.011879080538921616
real,black-friday,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.3306775054907701,-0.7876902703385819,-0.015364013463849746
real,black-friday,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.3572248412641844,-0.8037521786604597,-0.03979600297811492
real,black-friday,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.36395770951972395,-0.7944724773992896,-0.03051630171694486
real,black-friday,20260831,TabR,ple,standard,cross_fitted_retrieval_risk,,,,,0.458868759590306,-0.7979392650157094,-0.021096390608742355
real,black-friday,20260831,TabR,plr,standard,cross_fitted_retrieval_risk,,,,,0.3618789148287981,-0.7329978040310463,0.04384507037592078
real,black-friday,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.34612139692234767,-0.7699113969624295,0.006931477444537593
real,black-friday,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3650677095202911,-0.7768428744069671,0.0
real,black-friday,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.34125598433429505,-0.7505374090527729,0.021788847821959223
real,black-friday,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3757983313486537,-0.7723262568747321,0.0
real,black-friday,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3590979000685909,-0.7684529718745602,-0.004496796192215435
real,black-friday,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3829057641719915,-0.7639561756823448,0.0
real,black-friday,20260831,TabR,wrongwarp,standard,cross_fitted_retrieval_risk,,,,,0.39288572394809695,-0.80373656480239,-0.026893690395422887
real,california,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.41921034679654684,-0.45542790104326886,-0.033478512024057494
real,california,20260831,TabR,localwarp,deep,cross_fitted_retrieval_risk,,,,,0.35953861339288595,-0.43268060334461333,-0.010731214325401972
real,california,20260831,TabR,localwarp,linear,cross_fitted_retrieval_risk,,,,,0.13617818014307492,-0.416784337580762,0.005165051438449364
real,california,20260831,TabR,localwarp,shallow,cross_fitted_retrieval_risk,,,,,0.19866553008213175,-0.41294916383475366,0.0090002251844577
real,california,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.2646755790815173,-0.4369270470321884,-0.014977658012977013
real,california,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.39516780452850453,-0.4664117298213276,-0.04347284364985876
real,california,20260832,TabR,localwarp,deep,cross_fitted_retrieval_risk,,,,,0.2056572098489213,-0.4321903413515391,-0.009251455180070256
real,california,20260832,TabR,localwarp,linear,cross_fitted_retrieval_risk,,,,,0.11475547802489064,-0.4216498893887563,0.0012889967827125481
real,california,20260832,TabR,localwarp,shallow,cross_fitted_retrieval_risk,,,,,0.197677765623324,-0.42612571079867106,-0.0031868246272022116
real,california,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.285148487715035,-0.44454746528616906,-0.02160857911470021
real,california,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.33782109394036336,-0.4451862223570653,-0.028083131625061042
real,california,20260833,TabR,localwarp,deep,cross_fitted_retrieval_risk,,,,,0.5581557311036017,-0.4334320285676606,-0.016328937835656365
real,california,20260833,TabR,localwarp,linear,cross_fitted_retrieval_risk,,,,,0.19618087631753328,-0.4383459365368958,-0.021242845804891552
real,california,20260833,TabR,localwarp,shallow,cross_fitted_retrieval_risk,,,,,0.2982846698946489,-0.425843480906625,-0.008740390174620749
real,california,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.3605226077325685,-0.4416047705351863,-0.024501679803182075
real,california,20260831,TabR,ple,standard,cross_fitted_retrieval_risk,,,,,0.37313275711616734,-0.414693291989788,0.0072560970294233695
real,california,20260831,TabR,plr,standard,cross_fitted_retrieval_risk,,,,,0.5038731495533602,-0.4341205524224243,-0.012171163403212948
real,california,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.4553950990534627,-0.4155932910470173,0.0063560979721940525
real,california,20260831,TabR,raw,deep,cross_fitted_retrieval_risk,,,,,0.5032706207486579,-0.4296447864618319,-0.007695397442620544
real,california,20260831,TabR,raw,linear,cross_fitted_retrieval_risk,,,,,0.2854252584812555,-0.41618212374997593,0.005767265269235433
real,california,20260831,TabR,raw,shallow,cross_fitted_retrieval_risk,,,,,0.2824362659927233,-0.4106485907112953,0.011300798307916082
real,california,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.5830745575878898,-0.42194938901921136,0.0
real,california,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3576085163637701,-0.4186240579804023,0.004314828191066544
real,california,20260832,TabR,raw,deep,cross_fitted_retrieval_risk,,,,,0.4431105002278023,-0.43777776778698524,-0.014838881615516386
real,california,20260832,TabR,raw,linear,cross_fitted_retrieval_risk,,,,,0.29091277169635327,-0.42141665252005717,0.0015222336514116863
real,california,20260832,TabR,raw,shallow,cross_fitted_retrieval_risk,,,,,0.30217966062751594,-0.4147657162703219,0.00817316990114697
real,california,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3473169704743286,-0.42293888617146885,0.0
real,california,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.4675178935188896,-0.42357014506924745,-0.0064670543372432054
real,california,20260833,TabR,raw,deep,cross_fitted_retrieval_risk,,,,,0.45166442544896773,-0.41805139215266124,-0.000948301420656994
real,california,20260833,TabR,raw,linear,cross_fitted_retrieval_risk,,,,,0.3205680386598095,-0.43405887405397814,-0.016955783321973894
real,california,20260833,TabR,raw,shallow,cross_fitted_retrieval_risk,,,,,0.4590032762637544,-0.4253249365779548,-0.008221845845950537
real,california,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.4627810830075235,-0.41710309073200424,0.0
real,california,20260831,TabR,wrongwarp,standard,cross_fitted_retrieval_risk,,,,,0.41931657628271896,-0.40338144717170754,0.01856794184750382
real,churn,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.032726001389621166,0.8486328125,-0.01171875
real,churn,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.029505482442055468,0.84765625,-0.0126953125
real,churn,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.06484872767779687,0.83984375,-0.01953125
real,churn,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.06199540893963176,0.86328125,0.00390625
real,churn,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,-0.09553568490383922,0.8388671875,-0.0205078125
real,churn,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,-0.1256118448131104,0.841796875,-0.017578125
real,churn,20260831,TabR,ple,standard,cross_fitted_retrieval_risk,,,,,0.19937315227496394,0.84375,-0.0166015625
real,churn,20260831,TabR,plr,standard,cross_fitted_retrieval_risk,,,,,0.131096562832845,0.857421875,-0.0029296875
real,churn,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,-0.05436181372702589,0.8515625,-0.0087890625
real,churn,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.07164603416040904,0.8603515625,0.0
real,churn,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.06978354764713132,0.8583984375,-0.0009765625
real,churn,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.07440344386817684,0.859375,0.0
real,churn,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.07218672074847451,0.8671875,0.0078125
real,churn,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.07036294090604883,0.859375,0.0
real,churn,20260831,TabR,wrongwarp,standard,cross_fitted_retrieval_risk,,,,,0.06468320022085612,0.8564453125,-0.00390625
real,diamond,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.6378269408481216,-0.2018495009268956,-0.0024036576032158974
real,diamond,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.6980274506779258,-0.19242414978621833,0.0070216935374613765
real,diamond,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.7069592661330764,-0.19779373598072933,0.000874578188724856
real,diamond,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.6831225217423111,-0.1959363922661955,0.0027319219032586883
real,diamond,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.6231150888257757,-0.1977617577549332,0.004230148587459626
real,diamond,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.6686721901981232,-0.20017556531732844,0.001816341025064394
real,diamond,20260831,TabR,ple,standard,cross_fitted_retrieval_risk,,,,,0.8057111830235917,-0.1947474518630472,0.004698391460632501
real,diamond,20260831,TabR,plr,standard,cross_fitted_retrieval_risk,,,,,0.768120212061846,-0.20443298339466123,-0.004987140070981527
real,diamond,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.8732928074386457,-0.18945581262512642,0.009990030698553282
real,diamond,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.9156549472482509,-0.1994458433236797,0.0
real,diamond,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.8624074800513304,-0.1913077739895424,0.007360540179911779
real,diamond,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.8800349500751121,-0.19866831416945419,0.0
real,diamond,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.8658373833240651,-0.19299693376012822,0.008994972582264615
real,diamond,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.8812763787756643,-0.20199190634239284,0.0
real,diamond,20260831,TabR,wrongwarp,standard,cross_fitted_retrieval_risk,,,,,0.8620539331143346,-0.20211724410940135,-0.002671400785721645
real,higgs-small,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.11440236527902437,0.646484375,0.0029296875
real,higgs-small,20260831,TabR,localwarp,deep,cross_fitted_retrieval_risk,,,,,0.15274640531264821,0.6376953125,-0.005859375
real,higgs-small,20260831,TabR,localwarp,linear,cross_fitted_retrieval_risk,,,,,0.09174078250007181,0.669921875,0.0263671875
real,higgs-small,20260831,TabR,localwarp,shallow,cross_fitted_retrieval_risk,,,,,0.10880909647787883,0.6552734375,0.01171875
real,higgs-small,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.12491097127584586,0.6357421875,-0.0078125
real,higgs-small,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.08816390657679285,0.630859375,0.0205078125
real,higgs-small,20260832,TabR,localwarp,deep,cross_fitted_retrieval_risk,,,,,0.0926342792987327,0.6318359375,0.021484375
real,higgs-small,20260832,TabR,localwarp,linear,cross_fitted_retrieval_risk,,,,,0.07172222481447549,0.6689453125,0.05859375
real,higgs-small,20260832,TabR,localwarp,shallow,cross_fitted_retrieval_risk,,,,,0.13577756595058316,0.6689453125,0.05859375
real,higgs-small,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.09677431255803776,0.6220703125,0.01171875
real,higgs-small,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.09871557863566094,0.6279296875,0.00390625
real,higgs-small,20260833,TabR,localwarp,deep,cross_fitted_retrieval_risk,,,,,0.0907695958957836,0.611328125,-0.0126953125
real,higgs-small,20260833,TabR,localwarp,linear,cross_fitted_retrieval_risk,,,,,0.10288813406682794,0.6923828125,0.068359375
real,higgs-small,20260833,TabR,localwarp,shallow,cross_fitted_retrieval_risk,,,,,0.09877512937447898,0.658203125,0.0341796875
real,higgs-small,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.08572756779169682,0.63671875,0.0126953125
real,higgs-small,20260831,TabR,ple,standard,cross_fitted_retrieval_risk,,,,,0.3298076834466636,0.6826171875,0.0390625
real,higgs-small,20260831,TabR,plr,standard,cross_fitted_retrieval_risk,,,,,0.1660506266105496,0.6220703125,-0.021484375
real,higgs-small,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.15021274122124667,0.66015625,0.0166015625
real,higgs-small,20260831,TabR,raw,deep,cross_fitted_retrieval_risk,,,,,0.14002806938468107,0.61328125,-0.0302734375
real,higgs-small,20260831,TabR,raw,linear,cross_fitted_retrieval_risk,,,,,0.08978422790901147,0.6630859375,0.01953125
real,higgs-small,20260831,TabR,raw,shallow,cross_fitted_retrieval_risk,,,,,0.10101641208120822,0.6474609375,0.00390625
real,higgs-small,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.12113733866413841,0.6435546875,0.0
real,higgs-small,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.1508688966282123,0.6376953125,0.02734375
real,higgs-small,20260832,TabR,raw,deep,cross_fitted_retrieval_risk,,,,,0.09437519261872747,0.59375,-0.0166015625
real,higgs-small,20260832,TabR,raw,linear,cross_fitted_retrieval_risk,,,,,0.0862181915446638,0.6669921875,0.056640625
real,higgs-small,20260832,TabR,raw,shallow,cross_fitted_retrieval_risk,,,,,0.0919887355001865,0.646484375,0.0361328125
real,higgs-small,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.1522827201389591,0.6103515625,0.0
