dataset,task,model,prediction_representation,retrieval_representation,key_capacity,seed,score,score_delta_vs_raw,risk_spearman,topk_proxy_risk,topk_target_mismatch,topk_candidate_noise,oracle_topk_overlap,mean_selected_retrieval_distance,candidate_frequency_entropy,neighbor_target_consistency,neighbor_residual_consistency,neighbor_label_entropy,within_neighborhood_target_variance
california,regression,ModernNCA,raw,raw,standard,20260831,-0.4318630445642792,0.0,0.8367638510511191,0.31953358227990414,0.059924823570613586,0.25960875870929045,0.03564453125,0.05481932684779167,0.876073458736609,0.4827120006084442,0.4702684049806198,,0.18543246388435364
california,regression,ModernNCA,raw,raw,standard,20260832,-0.4359904566332558,0.0,0.8244045865826184,0.3062509451999252,0.04299876609976933,0.26325217910015586,0.03271484375,0.04747115075588226,0.8732874659159637,0.4954432547092438,0.45674258419985186,,0.20031122863292694
california,regression,ModernNCA,raw,raw,standard,20260833,-0.4341374920410033,0.0,0.8267875151571777,0.31371398380024973,0.04550485840396233,0.2682091253962874,0.0283203125,0.07085567712783813,0.8732675186098248,0.4879366159439087,0.45416469706465346,,0.19763605296611786
churn,classification,ModernNCA,raw,localwarp,standard,20260831,0.8564453125,-0.009765625,0.23261749854411612,0.2724796232976092,0.027157326574308378,0.24532229672330086,0.01171875,0.11760684102773666,0.8763017155918514,0.77294921875,0.441224364165089,0.32352093642772106,
churn,classification,ModernNCA,raw,localwarp,standard,20260832,0.8642578125,-0.00390625,0.20238365463161762,0.2775137529987644,0.029271863457757206,0.24824188954100718,0.0087890625,0.12089093029499054,0.8747614878271447,0.78125,0.419045685516232,0.3087412942664123,
churn,classification,ModernNCA,raw,localwarp,standard,20260833,0.8544921875,-0.01171875,0.29420623261075235,0.26946333033971814,0.02504891490472234,0.2444144154349958,0.0078125,0.15912529826164246,0.8833542592333087,0.7666015625,0.4391139515410267,0.3418614357258991,
churn,classification,ModernNCA,raw,ple,standard,20260831,0.865234375,-0.0009765625,0.2523369104053565,0.26470891154241527,0.02328953931248886,0.24141937222992638,0.0048828125,0.021488305181264877,0.8718072495892651,0.775390625,0.4247149047157671,0.32674006633106295,
churn,classification,ModernNCA,raw,plr,standard,20260831,0.8603515625,-0.005859375,0.2274046428698786,0.28711188464761633,0.04112387620690604,0.24598800844071025,0.0068359375,0.049678266048431396,0.8679500723627243,0.77587890625,0.4500380774741993,0.3460217756656566,
churn,classification,ModernNCA,raw,raw,standard,20260831,0.8662109375,0.0,0.2638986096797993,0.2668949755701021,0.019862849380505747,0.24703212618959633,0.0078125,0.06385871767997742,0.8721165162770729,0.79296875,0.4110580872682773,0.3025988098928425,
churn,classification,ModernNCA,raw,raw,standard,20260832,0.8681640625,0.0,0.20920831025167488,0.2606801514793251,0.020796139484379413,0.23988401199494572,0.00732421875,0.0844087153673172,0.8741761121186447,0.794921875,0.421461899601927,0.3292082065697489,
churn,classification,ModernNCA,raw,raw,standard,20260833,0.8662109375,0.0,0.2455895221900072,0.25739222906144965,0.017869591307082565,0.23952263775436705,0.0107421875,0.06500320136547089,0.8718932332293391,0.78662109375,0.4188032322676388,0.3134889798642148,
diamond,regression,ModernNCA,raw,localwarp,standard,20260831,-0.19533892658950683,0.003636082747227154,0.9197200860158803,0.1002485556523848,0.04067658570452254,0.05957196994786226,0.06689453125,0.19997023046016693,0.8689354426481369,0.081244096159935,0.09301941689351813,,0.0345718190073967
diamond,regression,ModernNCA,raw,localwarp,standard,20260832,-0.2080729042624482,-0.007874439866474375,0.9234984549132321,0.1066830967991362,0.046001871660533745,0.06068122513860246,0.06005859375,0.16332906484603882,0.8703517535200371,0.0905890166759491,0.10344899707580124,,0.038904815912246704
diamond,regression,ModernNCA,raw,localwarp,standard,20260833,-0.19436383585723402,0.0035476734329480952,0.916648167893173,0.10316719858545415,0.044865081433545666,0.05830211715190848,0.07470703125,0.19031888246536255,0.869217174852402,0.072223961353302,0.10629266808628457,,0.034561824053525925
diamond,regression,ModernNCA,raw,ple,standard,20260831,-0.19944116131491557,-0.00046615197818158927,0.9074370159369446,0.115941891793051,0.054999427703093615,0.06094246408995739,0.04443359375,0.04786105081439018,0.8771322830137694,0.08126265555620193,0.11453532498429445,,0.03051755577325821
diamond,regression,ModernNCA,raw,plr,standard,20260831,-0.21526186188811075,-0.016286852551376768,0.9333639515525232,0.09924016730130548,0.04077659873886432,0.05846356856244117,0.06201171875,0.059604428708553314,0.8721424884791386,0.108709417283535,0.11788640942064035,,0.022183623164892197
diamond,regression,ModernNCA,raw,raw,standard,20260831,-0.19897500933673398,0.0,0.9258919308196534,0.09440482709347767,0.0362748534565374,0.058129973636940266,0.06103515625,0.034082066267728806,0.8693116559410066,0.08169826120138168,0.09870627426448364,,0.027327004820108414
diamond,regression,ModernNCA,raw,raw,standard,20260832,-0.20019846439597383,0.0,0.9258138965662686,0.10156919994247311,0.044698956404975454,0.056870243537497665,0.06201171875,0.036579057574272156,0.8667892111561414,0.09209443628787994,0.10040980439195483,,0.03269922360777855
diamond,regression,ModernNCA,raw,raw,standard,20260833,-0.1979115092901821,0.0,0.9297474500371943,0.09654222122950767,0.03860925489975831,0.05793296632974937,0.0751953125,0.038696423172950745,0.8634932558068673,0.08251355588436127,0.0969953571369813,,0.027015753090381622
higgs-small,classification,ModernNCA,raw,localwarp,standard,20260831,0.6474609375,0.0302734375,0.2351646928438748,0.4995126252262913,0.05641613498500815,0.44309649024128317,0.00927734375,0.31470710039138794,0.8696407004153622,0.61572265625,0.7182214892170556,0.5209388263337059,
higgs-small,classification,ModernNCA,raw,localwarp,standard,20260832,0.6669921875,0.03125,0.29179965514818906,0.4909747232724406,0.050620642763336825,0.44035408050910374,0.00927734375,0.26499173045158386,0.8658929777760566,0.626953125,0.6900378548754902,0.4944779595408144,
higgs-small,classification,ModernNCA,raw,localwarp,standard,20260833,0.6689453125,-0.0029296875,0.28076762454010906,0.4948466006241799,0.050579703759616165,0.4442668968645637,0.0107421875,0.3248387277126312,0.868701020079677,0.63427734375,0.7039258160954613,0.46597346363337705,
higgs-small,classification,ModernNCA,raw,ple,standard,20260831,0.6953125,0.078125,0.39052023675145564,0.48269026957915706,0.03457798810632726,0.4481122814728298,0.009765625,0.04413043335080147,0.8773704274451429,0.619140625,0.7470133495530611,0.513066220901516,
higgs-small,classification,ModernNCA,raw,plr,standard,20260831,0.6787109375,0.0615234375,0.3564247299597542,0.49022702851452743,0.04081946602062465,0.44940756249390273,0.0068359375,0.06305081397294998,0.8593775873018813,0.59228515625,0.7669165506630233,0.5362387340802507,
higgs-small,classification,ModernNCA,raw,raw,standard,20260831,0.6171875,0.0,0.1104109338421235,0.5174297836024946,0.06912785792704798,0.44830192567544647,0.01123046875,0.052590012550354004,0.8642861711477701,0.5458984375,0.7871814758817748,0.6194248109952083,
higgs-small,classification,ModernNCA,raw,raw,standard,20260832,0.6357421875,0.0,0.24845221727559508,0.49872651517806554,0.05204114168929574,0.4466853734887698,0.00634765625,0.05269947275519371,0.868358733907759,0.58642578125,0.7625285226404577,0.5467998387209843,
higgs-small,classification,ModernNCA,raw,raw,standard,20260833,0.671875,0.0,0.22324423998954251,0.4995133092798728,0.04978861924937048,0.4497246900305023,0.0068359375,0.06478650867938995,0.8665548464551459,0.58642578125,0.7671025214906827,0.5583539755258278,
house,regression,ModernNCA,raw,localwarp,standard,20260831,-0.6636144815065853,-0.007945776729345377,0.5071858728149301,0.5557044078833377,0.08664654812270003,0.4690578597606377,0.0166015625,0.37461841106414795,0.8731561026630442,0.718641996383667,0.6497600015598584,,0.21447433531284332
house,regression,ModernNCA,raw,localwarp,standard,20260832,-0.6474558279237906,0.03936732390298281,0.407153657944211,0.557605127209134,0.08924116445504279,0.4683639627540912,0.01904296875,0.5172000527381897,0.8722879436618615,0.6414334177970886,0.6278535284154919,,0.2030601054430008
house,regression,ModernNCA,raw,localwarp,standard,20260833,-0.6340015842536435,0.04425526662470847,0.4781251444710731,0.5575721997679401,0.09398646315942219,0.463585736608518,0.01953125,0.5119140148162842,0.8700107192927142,0.7794710993766785,0.7458410186480363,,0.23102225363254547
house,regression,ModernNCA,raw,ple,standard,20260831,-0.6563143662336248,-0.0006456614563848939,0.5427041151191703,0.559523732909785,0.07035250755103375,0.4891712253587512,0.0126953125,0.05511286109685898,0.8724404748289291,0.678907036781311,0.6632670713142557,,0.2388593554496765
house,regression,ModernNCA,raw,plr,standard,20260831,-0.69997514710012,-0.04430644232288006,0.47815116609176256,0.6154125493492789,0.09345964582663326,0.5219529035226457,0.01806640625,0.09925229102373123,0.87281100489934,0.757183313369751,0.7533890011146127,,0.17051100730895996
house,regression,ModernNCA,raw,raw,standard,20260831,-0.6556687047772399,0.0,0.5360071117331694,0.5318259064619933,0.06757401295328071,0.46425189350871265,0.017578125,0.09038903564214706,0.8771728870409977,0.9777692556381226,0.936272691623423,,0.3441369831562042
house,regression,ModernNCA,raw,raw,standard,20260832,-0.6868231518267734,0.0,0.5311380948793485,0.5376307361109112,0.07316476349852294,0.4644659726123881,0.01318359375,0.13072556257247925,0.8772020125083176,1.1383588314056396,1.0597202329623614,,0.33860594034194946
house,regression,ModernNCA,raw,raw,standard,20260833,-0.678256850878352,0.0,0.5353758423611467,0.5896534779675218,0.07191571667731725,0.5177377612902045,0.01513671875,0.15464156866073608,0.8762371007221028,1.0087958574295044,0.9220242396372045,,0.32412317395210266
otto,classification,ModernNCA,raw,localwarp,standard,20260831,0.71875,-0.0185546875,0.6604180944604678,0.580568949279568,0.08226902738904927,0.4982999218905187,0.03173828125,1.2937695980072021,0.867626142513168,0.65625,0.6212242309599656,0.5671647924211134,
otto,classification,ModernNCA,raw,localwarp,standard,20260832,0.716796875,-0.0166015625,0.627940350837453,0.5801904439509024,0.08354582659513043,0.4966446173557719,0.03466796875,1.2775375843048096,0.8674060127306885,0.64208984375,0.6296895280941783,0.5659816164507505,
otto,classification,ModernNCA,raw,localwarp,standard,20260833,0.7119140625,-0.041015625,0.6740813210173404,0.571046307721538,0.08673456157238044,0.4843117461491576,0.04443359375,1.1929500102996826,0.8678942939806884,0.64501953125,0.6229847772834374,0.5235837309569097,
otto,classification,ModernNCA,raw,ple,standard,20260831,0.7353515625,-0.001953125,0.6829299357205947,0.5712368746131727,0.08085433180523417,0.4903825428079386,0.03271484375,0.5444905757904053,0.8681523570159008,0.68603515625,0.5910426496182539,0.43758176180165176,
otto,classification,ModernNCA,raw,plr,standard,20260831,0.734375,-0.0029296875,0.6534237347856823,0.560037572805159,0.06621168871413563,0.4938258840910234,0.03369140625,0.4277743697166443,0.8771462341262819,0.685546875,0.5968714347733481,0.46436925555454767,
otto,classification,ModernNCA,raw,raw,standard,20260831,0.7373046875,0.0,0.6665997266250426,0.5445682046562705,0.054133459378703744,0.4904347452775668,0.0302734375,0.3516921401023865,0.8722198051510904,0.70556640625,0.5635047202224128,0.41076865844207544,
otto,classification,ModernNCA,raw,raw,standard,20260832,0.7333984375,0.0,0.6837159052660117,0.5610549706258264,0.06372716367850086,0.4973278069473256,0.0361328125,0.5008131265640259,0.8795369766190458,0.70947265625,0.5569554382114843,0.41513910481676386,
otto,classification,ModernNCA,raw,raw,standard,20260833,0.7529296875,0.0,0.6418574098441114,0.5494153590952793,0.05546123300974646,0.4939541260855327,0.0341796875,0.6346172094345093,0.8799327381399862,0.7177734375,0.5502273124907564,0.4176607641520521,
adult,classification,TabR,localwarp,localwarp,standard,20260831,0.81640625,-0.0166015625,0.10787008832152309,0.28246074150319883,0.047464453802527826,0.23499628770067102,0.00634765625,3.040144920349121,0.8713634663832838,0.763671875,0.48713697961295666,0.32447367727532905,
adult,classification,TabR,raw,localwarp,standard,20260831,0.82421875,-0.0087890625,0.02510118715201109,0.30239875361587826,0.06414640634979801,0.23825234726608024,0.01025390625,4.0962233543396,0.8719223586966589,0.759765625,0.47489779529752374,0.3063446264426255,
adult,classification,TabR,localwarp,localwarp,standard,20260832,0.8173828125,-0.0107421875,0.01408570662466977,0.2808751423721354,0.04820587647797283,0.2326692658941626,0.005859375,4.515531539916992,0.8732936316291814,0.740234375,0.48657198470222573,0.3356023141197918,
adult,classification,TabR,raw,localwarp,standard,20260832,0.8330078125,0.0048828125,0.023378259589556936,0.2870141377928944,0.055712541313223035,0.2313015964796713,0.0068359375,3.3468618392944336,0.8737220709607643,0.75537109375,0.4681726673700714,0.3157616075393512,
adult,classification,TabR,localwarp,localwarp,standard,20260833,0.8232421875,-0.0078125,0.2550548700870542,0.2735482238222912,0.04237546375308798,0.2311727600692033,0.0068359375,3.5421042442321777,0.8751669674046253,0.755859375,0.47417546593372273,0.31197888582193245,
adult,classification,TabR,raw,localwarp,standard,20260833,0.830078125,-0.0009765625,0.15515003520085768,0.29956865406934613,0.06624666729641929,0.23332198677292687,0.0078125,3.1581859588623047,0.866395721331628,0.74658203125,0.48096017721878415,0.31573620201181785,
adult,classification,TabR,raw,ple,standard,20260831,0.8388671875,0.005859375,0.21111193527690025,0.28795189803611093,0.052220040415960164,0.23573185762015075,0.00830078125,2.465245008468628,0.8777665593418514,0.76513671875,0.4626551252202602,0.32091536807661075,
adult,classification,TabR,raw,plr,standard,20260831,0.8486328125,0.015625,0.2959858409857764,0.28067280009582857,0.05043769845390874,0.23023510164191982,0.00439453125,5.576196670532227,0.8727045627600681,0.77587890625,0.45246454837074834,0.3036408668855303,
adult,classification,TabR,localwarp,raw,standard,20260831,0.82421875,-0.0087890625,0.1990545378644918,0.2851544752337146,0.041178105179950256,0.2439763700537644,0.0068359375,5.261161804199219,0.8716261328502365,0.76318359375,0.4878624100585319,0.32103218738735506,
adult,classification,TabR,raw,raw,standard,20260831,0.8330078125,0.0,0.09769734499294253,0.28911387050308157,0.04780644219026249,0.24130742831281904,0.00830078125,5.476161003112793,0.8693289611749504,0.76318359375,0.4796976985041602,0.31171170646239765,
adult,classification,TabR,localwarp,raw,standard,20260832,0.837890625,0.009765625,0.028619701736311787,0.27845954080613516,0.04457030258088153,0.23388923822525365,0.0048828125,5.057845115661621,0.871484370828127,0.77001953125,0.48596716206431734,0.3190615873696335,
adult,classification,TabR,raw,raw,standard,20260832,0.828125,0.0,-0.022864620341386345,0.279257727421617,0.04279705837970803,0.236460669041909,0.0048828125,4.467719554901123,0.8677392902610166,0.76806640625,0.4736736557698241,0.3065828374396447,
adult,classification,TabR,localwarp,raw,standard,20260833,0.8330078125,0.001953125,0.1878151337602302,0.25965438841970123,0.04405876922902162,0.21559561919067957,0.01025390625,4.857938766479492,0.8675266360038144,0.763671875,0.47203398772662014,0.30347985792675963,
adult,classification,TabR,raw,raw,standard,20260833,0.8310546875,0.0,0.3542141893955775,0.2561906811385837,0.044927078062406756,0.21126360307617686,0.00927734375,5.607501983642578,0.8661324611846543,0.77880859375,0.4685057743447395,0.28069599766639786,
adult,classification,TabR,raw,wrongwarp,standard,20260831,0.8310546875,-0.001953125,0.039546178202871866,0.2885319607760769,0.04453936437880979,0.24399259639726714,0.00537109375,3.752715826034546,0.867070403465047,0.7685546875,0.48886866713234234,0.3253593397796254,
black-friday,regression,TabR,localwarp,localwarp,standard,20260831,-0.7947249785669881,-0.017882104160021006,0.3490911094334779,0.6780279408976333,0.14466031119831474,0.5333676296993184,0.0146484375,2.7007086277008057,0.8770899158488872,1.2448965311050415,1.1014665961913077,,0.5480959415435791
black-friday,regression,TabR,raw,localwarp,standard,20260831,-0.797639120771816,-0.02079624636484889,0.3334578768654487,0.7160734065376194,0.17610920662970891,0.5399641999079106,0.0166015625,2.1707329750061035,0.8762130898795824,1.2935078144073486,1.1130037565807187,,0.5933371186256409
black-friday,regression,TabR,localwarp,localwarp,standard,20260832,-0.7842053374136537,-0.011879080538921616,0.36280916417653675,0.7161433891377236,0.17412442292947772,0.5420189662082459,0.01025390625,2.2330005168914795,0.87052565345743,1.2608680725097656,1.08755232265318,,0.5603367686271667
black-friday,regression,TabR,raw,localwarp,standard,20260832,-0.7876902703385819,-0.015364013463849746,0.3306775054907701,0.6878283951109432,0.1491990227355201,0.538629372375423,0.01318359375,2.4100966453552246,0.8741934173525885,1.222794771194458,1.0676734088098958,,0.5413144826889038
black-friday,regression,TabR,localwarp,localwarp,standard,20260833,-0.8037521786604597,-0.03979600297811492,0.3572248412641844,0.682872553733963,0.14575182660909758,0.5371207271248655,0.01123046875,2.317720890045166,0.8721583722488961,1.2148284912109375,1.0843186738281914,,0.5469275712966919
black-friday,regression,TabR,raw,localwarp,standard,20260833,-0.7944724773992896,-0.03051630171694486,0.36395770951972395,0.6818893958799523,0.1434049265289318,0.5384844693510205,0.01318359375,2.188469171524048,0.866526062661294,1.220543384552002,1.100162813397774,,0.5238035917282104
black-friday,regression,TabR,raw,ple,standard,20260831,-0.7979392650157094,-0.021096390608742355,0.458868759590306,0.6713863148479579,0.1378363287879582,0.5335499860599997,0.013671875,3.7629942893981934,0.872109299475437,1.1689521074295044,1.0538417189011768,,0.5414660573005676
black-friday,regression,TabR,raw,plr,standard,20260831,-0.7329978040310463,0.04384507037592078,0.3618789148287981,0.6081922218774666,0.07492801943189598,0.5332642024455707,0.0166015625,5.133011341094971,0.873446162796249,0.9786960482597351,1.0218832337352675,,0.46691277623176575
black-friday,regression,TabR,localwarp,raw,standard,20260831,-0.7699113969624295,0.006931477444537593,0.34612139692234767,0.6211998325249457,0.08613781073165952,0.5350620217932862,0.015625,1.6308468580245972,0.8737250834087276,1.03549325466156,1.04762678072397,,0.46783262491226196
black-friday,regression,TabR,raw,raw,standard,20260831,-0.7768428744069671,0.0,0.3650677095202911,0.6394699377274846,0.10199908201505303,0.5374708557124317,0.0166015625,1.9723016023635864,0.8774318603473371,1.130427360534668,1.061384531267195,,0.5031765699386597
black-friday,regression,TabR,localwarp,raw,standard,20260832,-0.7505374090527729,0.021788847821959223,0.34125598433429505,0.6420328711409136,0.0975444791752327,0.5444883919656809,0.01708984375,1.633094072341919,0.8749284812997837,1.084799885749817,1.059677288767205,,0.5122016072273254
black-friday,regression,TabR,raw,raw,standard,20260832,-0.7723262568747321,0.0,0.3757983313486537,0.6336986043781649,0.09316959785642052,0.5405290065217443,0.013671875,1.8944969177246094,0.8713793501530414,1.1374186277389526,1.0982955501847234,,0.5131253004074097
black-friday,regression,TabR,localwarp,raw,standard,20260833,-0.7684529718745602,-0.004496796192215435,0.3590979000685909,0.650651570234999,0.11095985195141059,0.5396917182835883,0.0146484375,1.4898701906204224,0.8731863079210825,1.0656675100326538,1.053006191961532,,0.5177057981491089
black-friday,regression,TabR,raw,raw,standard,20260833,-0.7639561756823448,0.0,0.3829057641719915,0.650409974299549,0.11017978057564441,0.5402301937239045,0.0166015625,2.230154514312744,0.8784882120718933,1.1238573789596558,1.0868089171037263,,0.5369598269462585
black-friday,regression,TabR,raw,wrongwarp,standard,20260831,-0.80373656480239,-0.026893690395422887,0.39288572394809695,0.7227555878222203,0.17655705574607997,0.5461985320761403,0.01416015625,2.6568620204925537,0.8767536258705957,1.21712064743042,1.0617664422763013,,0.5639885663986206
california,regression,TabR,localwarp,localwarp,standard,20260831,-0.45542790104326886,-0.033478512024057494,0.41921034679654684,0.4074204056150524,0.146693356399163,0.2607270492158894,0.02783203125,4.973396301269531,0.8759147618563238,0.5962808132171631,0.4488426668775442,,0.2633854150772095
california,regression,TabR,raw,localwarp,deep,20260831,-0.43268060334461333,-0.010731214325401972,0.35953861339288595,0.42499951264164976,0.16031101833368147,0.26468849430796826,0.01904296875,2.292464256286621,0.8726132949756038,0.6317599415779114,0.4732149227517945,,0.2764025330543518
california,regression,TabR,raw,localwarp,linear,20260831,-0.416784337580762,0.005165051438449364,0.13617818014307492,0.48817348544544786,0.21265407368510442,0.27551941176034345,0.0234375,3.5524535179138184,0.8711892247724228,0.6610363721847534,0.47530746341700253,,0.3472985029220581
california,regression,TabR,raw,localwarp,shallow,20260831,-0.41294916383475366,0.0090002251844577,0.19866553008213175,0.4645251469554666,0.20035633834166816,0.26416880861379843,0.02734375,4.375483512878418,0.8707498467762909,0.6484737396240234,0.4480662615041547,,0.3188227415084839
california,regression,TabR,raw,localwarp,standard,20260831,-0.4369270470321884,-0.014977658012977013,0.2646755790815173,0.4705867391119421,0.20777970548904182,0.26280703362290025,0.02587890625,3.7932424545288086,0.8718533386170608,0.6527223587036133,0.4364166893313593,,0.2947220504283905
california,regression,TabR,localwarp,localwarp,standard,20260832,-0.4664117298213276,-0.04347284364985876,0.39516780452850453,0.421391246623895,0.15499909990983302,0.266392146714062,0.0244140625,4.6938323974609375,0.8763160083778319,0.6799790859222412,0.4840570872524915,,0.28250735998153687
california,regression,TabR,raw,localwarp,deep,20260832,-0.4321903413515391,-0.009251455180070256,0.2056572098489213,0.44142008020520435,0.18057899954719725,0.26084108065800704,0.02587890625,2.7575056552886963,0.87079891954975,0.6930369138717651,0.4674727343375405,,0.27858081459999084
california,regression,TabR,raw,localwarp,linear,20260832,-0.4216498893887563,0.0012889967827125481,0.11475547802489064,0.5007440385735556,0.22632280748773353,0.27442123108582206,0.01953125,3.691138982772827,0.8727875339521786,0.6698331832885742,0.4592662763888604,,0.35006147623062134
california,regression,TabR,raw,localwarp,shallow,20260832,-0.42612571079867106,-0.0031868246272022116,0.197677765623324,0.47945367327245475,0.21432309411470818,0.2651305791577465,0.029296875,3.5332512855529785,0.8725186730697081,0.6776096820831299,0.4584154377920769,,0.3329542279243469
california,regression,TabR,raw,localwarp,standard,20260832,-0.44454746528616906,-0.02160857911470021,0.285148487715035,0.45418018386766834,0.1861833740652577,0.2679968098024106,0.0234375,3.974133014678955,0.8728150684357213,0.6681772470474243,0.45965060946542113,,0.2974725365638733
california,regression,TabR,localwarp,localwarp,standard,20260833,-0.4451862223570653,-0.028083131625061042,0.33782109394036336,0.4071739357817461,0.1493895613492666,0.2577843744324796,0.02734375,4.320671558380127,0.8726456024104781,0.5746175050735474,0.43555225906419015,,0.25885626673698425
