dataset,task,split_seed,model,model_seed,best_validation_loss,epochs,fit_wall_seconds,loss,metric,metric_name,parameters,score
abalone,regression,20260903,TabR,20260911,0.677142684603632,11.0,1.4390241720248014,0.6994630598784538,0.6994630598784538,standardized_rmse,43265.0,-0.6994630598784538
abalone,regression,20260903,TabR,20260912,0.678804808563627,9.0,1.1523863058537245,0.7002759884965926,0.7002759884965926,standardized_rmse,43265.0,-0.7002759884965926
abalone,regression,20260903,TabR,20260913,0.6735403713816044,10.0,1.2957583209499717,0.7005970819526692,0.7005970819526692,standardized_rmse,43265.0,-0.7005970819526692
bank-marketing,classification,20260901,ModernNCA,20260911,0.2251533716917038,16.0,1.4174810808617622,0.2270098477602005,0.890625,accuracy,15809.0,0.890625
bank-marketing,classification,20260901,ModernNCA,20260912,0.23003122210502625,17.0,1.1319164668675512,0.22571048140525818,0.89599609375,accuracy,15809.0,0.89599609375
bank-marketing,classification,20260901,ModernNCA,20260913,0.22674614191055298,17.0,1.4312537291552871,0.2248237431049347,0.89453125,accuracy,15809.0,0.89453125
bank-marketing,classification,20260901,TabR,20260911,0.23688119649887085,11.0,2.270479212049395,0.2374749779701233,0.89111328125,accuracy,48578.0,0.89111328125
bank-marketing,classification,20260901,TabR,20260912,0.2356790006160736,14.0,1.6435494080651551,0.23688869178295135,0.8916015625,accuracy,48578.0,0.8916015625
bank-marketing,classification,20260901,TabR,20260913,0.24024057388305664,11.0,1.316248610150069,0.23290333151817322,0.8974609375,accuracy,48578.0,0.8974609375
bank-marketing,classification,20260902,ModernNCA,20260911,0.2192767709493637,17.0,1.4544681671541184,0.22392410039901733,0.88916015625,accuracy,15809.0,0.88916015625
bank-marketing,classification,20260902,ModernNCA,20260912,0.21768270432949066,17.0,1.4682930738199502,0.22378551959991455,0.8916015625,accuracy,15809.0,0.8916015625
bank-marketing,classification,20260902,ModernNCA,20260913,0.22138863801956177,11.0,0.9411296958569437,0.22936958074569702,0.8857421875,accuracy,15809.0,0.8857421875
bank-marketing,classification,20260902,TabR,20260911,0.23536397516727448,16.0,2.0485173841007054,0.22893022000789642,0.8955078125,accuracy,48578.0,0.8955078125
bank-marketing,classification,20260902,TabR,20260912,0.2279062420129776,12.0,1.568321683909744,0.23738063871860504,0.890625,accuracy,48578.0,0.890625
bank-marketing,classification,20260902,TabR,20260913,0.23304376006126404,11.0,1.4117404569406062,0.23987296223640442,0.88916015625,accuracy,48578.0,0.88916015625
bank-marketing,classification,20260903,ModernNCA,20260911,0.21235743165016174,25.0,2.127641553990543,0.2370663434267044,0.8916015625,accuracy,15809.0,0.8916015625
bank-marketing,classification,20260903,ModernNCA,20260912,0.21585465967655182,14.0,1.2018087280448526,0.23349879682064056,0.89404296875,accuracy,15809.0,0.89404296875
bank-marketing,classification,20260903,ModernNCA,20260913,0.21357309818267822,15.0,1.2883425410836935,0.23564763367176056,0.8857421875,accuracy,15809.0,0.8857421875
bank-marketing,classification,20260903,TabR,20260911,0.22380679845809937,14.0,1.78306450904347,0.24140863120555878,0.89306640625,accuracy,48578.0,0.89306640625
bank-marketing,classification,20260903,TabR,20260912,0.2227333039045334,18.0,2.3033899820875376,0.24332843720912933,0.8857421875,accuracy,48578.0,0.8857421875
bank-marketing,classification,20260903,TabR,20260913,0.21422162652015686,15.0,1.913682451006025,0.2371332347393036,0.88623046875,accuracy,48578.0,0.88623046875
Bike_Sharing_Demand,regression,20260901,ModernNCA,20260911,0.2767907190610793,45.0,3.5046594061423093,0.2616199544183761,0.2616199544183761,standardized_rmse,13697.0,-0.2616199544183761
Bike_Sharing_Demand,regression,20260901,ModernNCA,20260912,0.28590171412642634,25.0,1.9409289711620659,0.27538680132766336,0.27538680132766336,standardized_rmse,13697.0,-0.27538680132766336
Bike_Sharing_Demand,regression,20260901,ModernNCA,20260913,0.2805271898465488,38.0,2.9248066670261323,0.26270500471910185,0.26270500471910185,standardized_rmse,13697.0,-0.26270500471910185
Bike_Sharing_Demand,regression,20260901,TabR,20260911,0.298425823366798,19.0,2.296807019971311,0.2945183964312774,0.2945183964312774,standardized_rmse,44289.0,-0.2945183964312774
Bike_Sharing_Demand,regression,20260901,TabR,20260912,0.3101900538237395,18.0,2.169660344021395,0.29798631632769595,0.29798631632769595,standardized_rmse,44289.0,-0.29798631632769595
Bike_Sharing_Demand,regression,20260901,TabR,20260913,0.3240956733108135,17.0,2.040749348932877,0.31545823422634234,0.31545823422634234,standardized_rmse,44289.0,-0.31545823422634234
Bike_Sharing_Demand,regression,20260902,ModernNCA,20260911,0.2754407893590316,41.0,2.84832538315095,0.27338971079606833,0.27338971079606833,standardized_rmse,13697.0,-0.27338971079606833
Bike_Sharing_Demand,regression,20260902,ModernNCA,20260912,0.2779063237574735,42.0,2.5289550749585032,0.27333860751256545,0.27333860751256545,standardized_rmse,13697.0,-0.27333860751256545
Bike_Sharing_Demand,regression,20260902,ModernNCA,20260913,0.2760342765337553,40.0,2.41354199196212,0.27524729237917545,0.27524729237917545,standardized_rmse,13697.0,-0.27524729237917545
Bike_Sharing_Demand,regression,20260902,TabR,20260911,0.26670184613227516,44.0,5.240012238966301,0.2645799767377329,0.2645799767377329,standardized_rmse,44289.0,-0.2645799767377329
Bike_Sharing_Demand,regression,20260902,TabR,20260912,0.3143712695216576,16.0,1.8941032430157065,0.31537357375519165,0.31537357375519165,standardized_rmse,44289.0,-0.31537357375519165
Bike_Sharing_Demand,regression,20260902,TabR,20260913,0.3186819007896613,20.0,2.3902135740499943,0.29826353933298466,0.29826353933298466,standardized_rmse,44289.0,-0.29826353933298466
Bike_Sharing_Demand,regression,20260903,ModernNCA,20260911,0.2538672296319712,48.0,3.6923264521174133,0.2487174569895202,0.2487174569895202,standardized_rmse,13697.0,-0.2487174569895202
Bike_Sharing_Demand,regression,20260903,ModernNCA,20260912,0.2609988062178992,35.0,2.702685873955488,0.2686253470106017,0.2686253470106017,standardized_rmse,13697.0,-0.2686253470106017
Bike_Sharing_Demand,regression,20260903,ModernNCA,20260913,0.25889504806254676,45.0,3.529963365988806,0.25813096972573957,0.25813096972573957,standardized_rmse,13697.0,-0.25813096972573957
Bike_Sharing_Demand,regression,20260903,TabR,20260911,0.29537998977033353,18.0,1.96950274403207,0.3057245938282268,0.3057245938282268,standardized_rmse,44289.0,-0.3057245938282268
Bike_Sharing_Demand,regression,20260903,TabR,20260912,0.28501898724874547,20.0,2.382583911065012,0.2954442897594635,0.2954442897594635,standardized_rmse,44289.0,-0.2954442897594635
Bike_Sharing_Demand,regression,20260903,TabR,20260913,0.29279040978535625,18.0,2.159354689065367,0.30220176184346964,0.30220176184346964,standardized_rmse,44289.0,-0.30220176184346964
covertype,classification,20260901,ModernNCA,20260911,0.5972144603729248,48.0,4.093150657135993,0.6119488477706909,0.7421875,accuracy,18753.0,0.7421875
covertype,classification,20260901,ModernNCA,20260912,0.6044636964797974,41.0,3.48821981693618,0.6222467422485352,0.73388671875,accuracy,18753.0,0.73388671875
covertype,classification,20260901,ModernNCA,20260913,0.6111853122711182,46.0,3.930506590055302,0.6273421049118042,0.73779296875,accuracy,18753.0,0.73779296875
covertype,classification,20260901,TabR,20260911,0.524600625038147,27.0,3.464922461891547,0.5397681593894958,0.77734375,accuracy,55111.0,0.77734375
covertype,classification,20260901,TabR,20260912,0.4910891056060791,31.0,3.9560742599423975,0.5134315490722656,0.79248046875,accuracy,55111.0,0.79248046875
covertype,classification,20260901,TabR,20260913,0.4905211627483368,41.0,5.2425724058412015,0.5189986824989319,0.7958984375,accuracy,55111.0,0.7958984375
covertype,classification,20260902,ModernNCA,20260911,0.5737391114234924,48.0,4.123278570128605,0.6168035268783569,0.740234375,accuracy,18689.0,0.740234375
covertype,classification,20260902,ModernNCA,20260912,0.59172523021698,37.0,3.1581965850200504,0.6323488354682922,0.72216796875,accuracy,18689.0,0.72216796875
covertype,classification,20260902,ModernNCA,20260913,0.586966335773468,48.0,4.1107665749732405,0.6279866099357605,0.72802734375,accuracy,18689.0,0.72802734375
covertype,classification,20260902,TabR,20260911,0.4909234941005707,31.0,3.961379742017016,0.527554452419281,0.78955078125,accuracy,54983.0,0.78955078125
covertype,classification,20260902,TabR,20260912,0.48377877473831177,29.0,3.754733839072287,0.5236611366271973,0.79248046875,accuracy,54983.0,0.79248046875
covertype,classification,20260902,TabR,20260913,0.4911956191062927,25.0,3.2114820948336273,0.5369983911514282,0.794921875,accuracy,54983.0,0.794921875
covertype,classification,20260903,ModernNCA,20260911,0.6655919551849365,8.0,0.6845033050049096,0.6635555028915405,0.72412109375,accuracy,18689.0,0.72412109375
covertype,classification,20260903,ModernNCA,20260912,0.6320266723632812,18.0,1.5380381580907851,0.6385011672973633,0.7255859375,accuracy,18689.0,0.7255859375
covertype,classification,20260903,ModernNCA,20260913,0.6252353191375732,29.0,2.4642578640487045,0.6314494609832764,0.73193359375,accuracy,18689.0,0.73193359375
covertype,classification,20260903,TabR,20260911,0.5117779970169067,27.0,3.4805175699293613,0.5175304412841797,0.80322265625,accuracy,54983.0,0.80322265625
covertype,classification,20260903,TabR,20260912,0.5009027123451233,38.0,4.891345765907317,0.49426376819610596,0.806640625,accuracy,54983.0,0.806640625
covertype,classification,20260903,TabR,20260913,0.501846969127655,24.0,3.083389329025522,0.5056439638137817,0.80712890625,accuracy,54983.0,0.80712890625
cpu_act,regression,20260901,ModernNCA,20260911,0.17403576758411535,12.0,1.0116733859758824,0.17811374040373074,0.17811374040373074,standardized_rmse,13889.0,-0.17811374040373074
cpu_act,regression,20260901,ModernNCA,20260912,0.13833893863425734,25.0,2.09353643306531,0.15928764964266248,0.15928764964266248,standardized_rmse,13889.0,-0.15928764964266248
cpu_act,regression,20260901,ModernNCA,20260913,0.16767975118967557,16.0,1.33534748503007,0.18494496808335073,0.18494496808335073,standardized_rmse,13889.0,-0.18494496808335073
cpu_act,regression,20260901,TabR,20260911,0.15862055846669268,11.0,1.5053648659959435,0.16450009327997747,0.16450009327997747,standardized_rmse,44673.0,-0.16450009327997747
cpu_act,regression,20260901,TabR,20260912,0.1337551505149753,26.0,3.4294313001446426,0.1626204628674203,0.1626204628674203,standardized_rmse,44673.0,-0.1626204628674203
cpu_act,regression,20260901,TabR,20260913,0.15601013774424316,24.0,3.181265711085871,0.17013582614325098,0.17013582614325098,standardized_rmse,44673.0,-0.17013582614325098
cpu_act,regression,20260902,ModernNCA,20260911,0.1485341102979224,20.0,1.6677656210958958,0.1737748832367809,0.1737748832367809,standardized_rmse,13889.0,-0.1737748832367809
cpu_act,regression,20260902,ModernNCA,20260912,0.1698123844133688,22.0,1.8364272499457002,0.15862119435138217,0.15862119435138217,standardized_rmse,13889.0,-0.15862119435138217
cpu_act,regression,20260902,ModernNCA,20260913,0.14037479795444244,25.0,2.084436567965895,0.1469591775886321,0.1469591775886321,standardized_rmse,13889.0,-0.1469591775886321
cpu_act,regression,20260902,TabR,20260911,0.17188283149251923,19.0,2.555741610005498,0.16965605429042588,0.16965605429042588,standardized_rmse,44673.0,-0.16965605429042588
cpu_act,regression,20260902,TabR,20260912,0.1590925195033223,19.0,2.5166114079765975,0.14047854786449818,0.14047854786449818,standardized_rmse,44673.0,-0.14047854786449818
cpu_act,regression,20260902,TabR,20260913,0.14395046374630327,16.0,2.1314153119456023,0.14568075596745597,0.14568075596745597,standardized_rmse,44673.0,-0.14568075596745597
cpu_act,regression,20260903,ModernNCA,20260911,0.13837895717210566,21.0,1.7489603429567069,0.13754094231427746,0.13754094231427746,standardized_rmse,13889.0,-0.13754094231427746
cpu_act,regression,20260903,ModernNCA,20260912,0.13613135447496896,27.0,2.205478669144213,0.13708459896640834,0.13708459896640834,standardized_rmse,13889.0,-0.13708459896640834
cpu_act,regression,20260903,ModernNCA,20260913,0.13658097324060273,23.0,1.7508847960270941,0.1394546417068941,0.1394546417068941,standardized_rmse,13889.0,-0.1394546417068941
cpu_act,regression,20260903,TabR,20260911,0.14430836932877286,12.0,1.6377327130176127,0.14735489736828467,0.14735489736828467,standardized_rmse,44673.0,-0.14735489736828467
cpu_act,regression,20260903,TabR,20260912,0.1426309329578945,18.0,2.4078089059330523,0.15055380522000789,0.15055380522000789,standardized_rmse,44673.0,-0.15055380522000789
cpu_act,regression,20260903,TabR,20260913,0.13412600192192975,22.0,2.9634551969356835,0.1375217592014369,0.1375217592014369,standardized_rmse,44673.0,-0.1375217592014369
credit-g,classification,20260901,ModernNCA,20260911,0.4584260582923889,10.0,0.3402971450705081,0.48844727873802185,0.77,accuracy,16449.0,0.77
credit-g,classification,20260901,ModernNCA,20260912,0.47141847014427185,10.0,0.3189587099477649,0.4805828332901001,0.77,accuracy,16449.0,0.77
credit-g,classification,20260901,ModernNCA,20260913,0.4640714228153229,10.0,0.3189092162065208,0.4724654257297516,0.78,accuracy,16449.0,0.78
credit-g,classification,20260901,TabR,20260911,0.5525621771812439,8.0,1.3195852229837328,0.5217495560646057,0.75,accuracy,49858.0,0.75
credit-g,classification,20260901,TabR,20260912,0.5374506711959839,9.0,0.4348785390611738,0.5188876390457153,0.77,accuracy,49858.0,0.77
credit-g,classification,20260901,TabR,20260913,0.5359368324279785,8.0,0.384657118935138,0.5273404717445374,0.75,accuracy,49858.0,0.75
credit-g,classification,20260902,ModernNCA,20260911,0.4396194815635681,10.0,0.33134378702379763,0.4930824339389801,0.74,accuracy,16449.0,0.74
credit-g,classification,20260902,ModernNCA,20260912,0.46679648756980896,9.0,0.3011191519908607,0.5047644972801208,0.735,accuracy,16449.0,0.735
credit-g,classification,20260902,ModernNCA,20260913,0.4581165313720703,11.0,0.36727311997674406,0.4925782084465027,0.765,accuracy,16449.0,0.765
credit-g,classification,20260902,TabR,20260911,0.5285038352012634,9.0,0.4580343021079898,0.6015647649765015,0.685,accuracy,49858.0,0.685
credit-g,classification,20260902,TabR,20260912,0.540241539478302,9.0,0.47934358404017985,0.5417983531951904,0.725,accuracy,49858.0,0.725
credit-g,classification,20260902,TabR,20260913,0.5091869831085205,9.0,0.4563693560194224,0.5248260498046875,0.765,accuracy,49858.0,0.765
credit-g,classification,20260903,ModernNCA,20260911,0.5464197397232056,8.0,0.2627925828564912,0.5222001671791077,0.705,accuracy,16449.0,0.705
credit-g,classification,20260903,ModernNCA,20260912,0.5377889275550842,10.0,0.33083831798285246,0.5160738229751587,0.71,accuracy,16449.0,0.71
credit-g,classification,20260903,ModernNCA,20260913,0.5253159999847412,9.0,0.29999721609055996,0.4972330331802368,0.755,accuracy,16449.0,0.755
credit-g,classification,20260903,TabR,20260911,0.5605275630950928,8.0,0.39205319806933403,0.5494534373283386,0.7,accuracy,49858.0,0.7
credit-g,classification,20260903,TabR,20260912,0.5561609864234924,8.0,0.4267478610854596,0.5373861193656921,0.75,accuracy,49858.0,0.75
credit-g,classification,20260903,TabR,20260913,0.5715690851211548,7.0,0.3650861489586532,0.5562650561332703,0.7,accuracy,49858.0,0.7
electricity,classification,20260901,ModernNCA,20260911,0.4219352602958679,24.0,2.033383088884875,0.42841005325317383,0.7958984375,accuracy,13441.0,0.7958984375
electricity,classification,20260901,ModernNCA,20260912,0.4142838418483734,35.0,2.9740895801223814,0.42388445138931274,0.80029296875,accuracy,13441.0,0.80029296875
electricity,classification,20260901,ModernNCA,20260913,0.42074355483055115,34.0,2.62190653802827,0.42965370416641235,0.79150390625,accuracy,13441.0,0.79150390625
electricity,classification,20260901,TabR,20260911,0.4072991609573364,16.0,2.0534248501062393,0.4136718809604645,0.81396484375,accuracy,43842.0,0.81396484375
electricity,classification,20260901,TabR,20260912,0.40837448835372925,17.0,2.1446847119368613,0.40904101729393005,0.80810546875,accuracy,43842.0,0.80810546875
electricity,classification,20260901,TabR,20260913,0.409542977809906,20.0,2.5476349180098623,0.40519386529922485,0.82275390625,accuracy,43842.0,0.82275390625
electricity,classification,20260902,ModernNCA,20260911,0.42972496151924133,33.0,2.805464879842475,0.44322144985198975,0.79443359375,accuracy,13441.0,0.79443359375
electricity,classification,20260902,ModernNCA,20260912,0.42725181579589844,36.0,3.0611555939540267,0.44658786058425903,0.7890625,accuracy,13441.0,0.7890625
electricity,classification,20260902,ModernNCA,20260913,0.42448484897613525,48.0,4.062695516971871,0.4437602758407593,0.80517578125,accuracy,13441.0,0.80517578125
electricity,classification,20260902,TabR,20260911,0.40499407052993774,13.0,1.6639221229124814,0.42788904905319214,0.80615234375,accuracy,43842.0,0.80615234375
electricity,classification,20260902,TabR,20260912,0.41034841537475586,18.0,2.281787626212463,0.427437424659729,0.80712890625,accuracy,43842.0,0.80712890625
electricity,classification,20260902,TabR,20260913,0.4125637412071228,17.0,2.1931072059087455,0.4273063838481903,0.81494140625,accuracy,43842.0,0.81494140625
electricity,classification,20260903,ModernNCA,20260911,0.4695756733417511,17.0,1.4424432220403105,0.4549384117126465,0.7978515625,accuracy,13441.0,0.7978515625
electricity,classification,20260903,ModernNCA,20260912,0.4754788279533386,19.0,1.6261426829732955,0.4548400640487671,0.79150390625,accuracy,13441.0,0.79150390625
electricity,classification,20260903,ModernNCA,20260913,0.4758712649345398,14.0,1.1923547200858593,0.454193115234375,0.7861328125,accuracy,13441.0,0.7861328125
electricity,classification,20260903,TabR,20260911,0.45901399850845337,11.0,1.4292943659238517,0.43569666147232056,0.79541015625,accuracy,43842.0,0.79541015625
electricity,classification,20260903,TabR,20260912,0.45292341709136963,21.0,2.68136486900039,0.4340035617351532,0.80126953125,accuracy,43842.0,0.80126953125
electricity,classification,20260903,TabR,20260913,0.4490255117416382,18.0,2.30278587481007,0.43472352623939514,0.80322265625,accuracy,43842.0,0.80322265625
elevators,regression,20260901,ModernNCA,20260911,0.2966013365641875,31.0,2.588794156210497,0.3024040093449242,0.3024040093449242,standardized_rmse,13697.0,-0.3024040093449242
elevators,regression,20260901,ModernNCA,20260912,0.29037732225426194,37.0,3.0886769180651754,0.2987075156108721,0.2987075156108721,standardized_rmse,13697.0,-0.2987075156108721
elevators,regression,20260901,ModernNCA,20260913,0.2914225244535997,36.0,2.995217230869457,0.29675711618535744,0.29675711618535744,standardized_rmse,13697.0,-0.29675711618535744
elevators,regression,20260901,TabR,20260911,0.31583606080533705,21.0,2.7873082729056478,0.3259760526667621,0.3259760526667621,standardized_rmse,44289.0,-0.3259760526667621
elevators,regression,20260901,TabR,20260912,0.2966950231218475,23.0,3.065264717908576,0.3078392638192252,0.3078392638192252,standardized_rmse,44289.0,-0.3078392638192252
elevators,regression,20260901,TabR,20260913,0.307103565890265,21.0,2.777505083940923,0.3162016871543998,0.3162016871543998,standardized_rmse,44289.0,-0.3162016871543998
elevators,regression,20260902,ModernNCA,20260911,0.32962605454234467,21.0,1.751334663014859,0.3265736033533462,0.3265736033533462,standardized_rmse,13697.0,-0.3265736033533462
elevators,regression,20260902,ModernNCA,20260912,0.312074494923382,34.0,2.8263028648216277,0.31094224717181207,0.31094224717181207,standardized_rmse,13697.0,-0.31094224717181207
elevators,regression,20260902,ModernNCA,20260913,0.31062954334176085,44.0,3.652223255019635,0.30123468482087085,0.30123468482087085,standardized_rmse,13697.0,-0.30123468482087085
elevators,regression,20260902,TabR,20260911,0.3336917813526121,21.0,2.791016804985702,0.33419214510415446,0.33419214510415446,standardized_rmse,44289.0,-0.33419214510415446
elevators,regression,20260902,TabR,20260912,0.33414901865100277,26.0,3.451291495002806,0.331200262268051,0.331200262268051,standardized_rmse,44289.0,-0.331200262268051
elevators,regression,20260902,TabR,20260913,0.3525185954374356,16.0,2.1303752281237394,0.344146324250252,0.344146324250252,standardized_rmse,44289.0,-0.344146324250252
elevators,regression,20260903,ModernNCA,20260911,0.2995753893128019,32.0,2.646143555874005,0.3137865788347212,0.3137865788347212,standardized_rmse,13697.0,-0.3137865788347212
elevators,regression,20260903,ModernNCA,20260912,0.29861594444613987,35.0,2.9294848449062556,0.310705582650323,0.310705582650323,standardized_rmse,13697.0,-0.310705582650323
elevators,regression,20260903,ModernNCA,20260913,0.30584841834723203,23.0,1.9320574610028416,0.32322674999351847,0.32322674999351847,standardized_rmse,13697.0,-0.32322674999351847
elevators,regression,20260903,TabR,20260911,0.32667296700103227,20.0,2.6670670660678297,0.3325153130174607,0.3325153130174607,standardized_rmse,44289.0,-0.3325153130174607
elevators,regression,20260903,TabR,20260912,0.323625293159804,17.0,2.2557223381008953,0.3371137654763812,0.3371137654763812,standardized_rmse,44289.0,-0.3371137654763812
elevators,regression,20260903,TabR,20260913,0.31327391268417365,26.0,3.478268704144284,0.3238566377277653,0.3238566377277653,standardized_rmse,44289.0,-0.3238566377277653
jannis,classification,20260901,ModernNCA,20260911,0.7926040291786194,23.0,1.9822289671283215,0.8073729872703552,0.66064453125,accuracy,16001.0,0.66064453125
jannis,classification,20260901,ModernNCA,20260912,0.7940033674240112,29.0,2.4951443020254374,0.8120801448822021,0.66552734375,accuracy,16001.0,0.66552734375
jannis,classification,20260901,ModernNCA,20260913,0.8153235912322998,21.0,1.8084504639264196,0.8223222494125366,0.65625,accuracy,16001.0,0.65625
jannis,classification,20260901,TabR,20260911,0.8247135281562805,18.0,2.3638433390296996,0.8170430064201355,0.66455078125,accuracy,49220.0,0.66455078125
jannis,classification,20260901,TabR,20260912,0.8225560784339905,13.0,1.697553195990622,0.8205710649490356,0.65625,accuracy,49220.0,0.65625
jannis,classification,20260901,TabR,20260913,0.8255366683006287,20.0,2.60279797622934,0.8365764617919922,0.6484375,accuracy,49220.0,0.6484375
jannis,classification,20260902,ModernNCA,20260911,0.8053542375564575,20.0,1.7243402448948473,0.8031715750694275,0.6513671875,accuracy,16001.0,0.6513671875
jannis,classification,20260902,ModernNCA,20260912,0.8148142099380493,19.0,1.6388978501781821,0.7986086010932922,0.64697265625,accuracy,16001.0,0.64697265625
jannis,classification,20260902,ModernNCA,20260913,0.8134564161300659,21.0,1.809508718084544,0.7922970056533813,0.65380859375,accuracy,16001.0,0.65380859375
jannis,classification,20260902,TabR,20260911,0.8207502365112305,18.0,2.3963585069868714,0.8100316524505615,0.65673828125,accuracy,49220.0,0.65673828125
jannis,classification,20260902,TabR,20260912,0.8263583183288574,13.0,1.6997472930233926,0.8264492750167847,0.638671875,accuracy,49220.0,0.638671875
jannis,classification,20260902,TabR,20260913,0.8236905336380005,15.0,1.9768333458341658,0.8234354257583618,0.6416015625,accuracy,49220.0,0.6416015625
jannis,classification,20260903,ModernNCA,20260911,0.8059983253479004,21.0,1.8182214309927076,0.827193021774292,0.64306640625,accuracy,16001.0,0.64306640625
jannis,classification,20260903,ModernNCA,20260912,0.8182969689369202,16.0,1.4025358138605952,0.836538553237915,0.642578125,accuracy,16001.0,0.642578125
jannis,classification,20260903,ModernNCA,20260913,0.8005546927452087,26.0,2.25756115000695,0.8187464475631714,0.6572265625,accuracy,16001.0,0.6572265625
jannis,classification,20260903,TabR,20260911,0.830941915512085,13.0,1.7384455499704927,0.850666880607605,0.63330078125,accuracy,49220.0,0.63330078125
jannis,classification,20260903,TabR,20260912,0.8351706266403198,16.0,2.130605581915006,0.8468796014785767,0.64208984375,accuracy,49220.0,0.64208984375
jannis,classification,20260903,TabR,20260913,0.817199170589447,15.0,1.998534040991217,0.837970495223999,0.64892578125,accuracy,49220.0,0.64892578125
MagicTelescope,classification,20260901,ModernNCA,20260911,0.3355610966682434,31.0,2.640670781955123,0.31517890095710754,0.87109375,accuracy,13185.0,0.87109375
MagicTelescope,classification,20260901,ModernNCA,20260912,0.3354298770427704,31.0,2.634620017837733,0.3236847519874573,0.861328125,accuracy,13185.0,0.861328125
MagicTelescope,classification,20260901,ModernNCA,20260913,0.3332740068435669,33.0,2.806640097172931,0.3126825988292694,0.8701171875,accuracy,13185.0,0.8701171875
MagicTelescope,classification,20260901,TabR,20260911,0.34506669640541077,13.0,1.7068944908678532,0.3332063555717468,0.86669921875,accuracy,43330.0,0.86669921875
MagicTelescope,classification,20260901,TabR,20260912,0.3342752158641815,22.0,2.80259775579907,0.33373597264289856,0.8662109375,accuracy,43330.0,0.8662109375
MagicTelescope,classification,20260901,TabR,20260913,0.3386106491088867,14.0,1.819492916110903,0.3278552293777466,0.86376953125,accuracy,43330.0,0.86376953125
MagicTelescope,classification,20260902,ModernNCA,20260911,0.33007097244262695,38.0,3.2291095820255578,0.32146039605140686,0.86767578125,accuracy,13185.0,0.86767578125
MagicTelescope,classification,20260902,ModernNCA,20260912,0.3345511853694916,25.0,2.1327574979513884,0.32948100566864014,0.86474609375,accuracy,13185.0,0.86474609375
MagicTelescope,classification,20260902,ModernNCA,20260913,0.3347257077693939,26.0,2.207097439095378,0.32399266958236694,0.86962890625,accuracy,13185.0,0.86962890625
MagicTelescope,classification,20260902,TabR,20260911,0.34060317277908325,18.0,2.344867642968893,0.3447532057762146,0.86328125,accuracy,43330.0,0.86328125
MagicTelescope,classification,20260902,TabR,20260912,0.337569922208786,11.0,1.39879115880467,0.34118300676345825,0.86328125,accuracy,43330.0,0.86328125
MagicTelescope,classification,20260902,TabR,20260913,0.33434224128723145,21.0,2.687630297848955,0.3327637314796448,0.86474609375,accuracy,43330.0,0.86474609375
MagicTelescope,classification,20260903,ModernNCA,20260911,0.3170853555202484,35.0,2.98094341205433,0.31642240285873413,0.86767578125,accuracy,13185.0,0.86767578125
