git_commit,git_dirty,task_id,task_seed,seed,condition,test_multiplier,search_seconds,operation_count,truth_expression,recovered_expression,mae,rmse,r2,nrmse,relative_error,feature_precision,feature_recall,feature_f1,operator_accuracy,exact_program,depth_error,coefficient_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,1,measurement_noise,8,0.10223269509151578,3,abs(x0),"(0.97062022 * abs(subtract(add(x0, x3), x3)) + 0.025933487)",0.24314792407676578,0.2857367150305199,0.9949530133781815,0.07104214679905478,0.02737296337696145,0.5,1.0,0.6666666666666666,0.3333333333333333,0,2.0,0.05531326364890676
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,2,measurement_noise,8,0.10206363094039261,3,abs(x0),"(0.97563207 * add(x1, subtract(abs(x0), x1)) + 0.019015255)",0.2052925592288375,0.24196030817579714,0.9963810022226701,0.060158106497211934,0.022352438233641064,0.5,1.0,0.6666666666666666,0.3333333333333333,0,2.0,0.04338318258289997
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,3,measurement_noise,8,0.10233399900607765,3,abs(x0),"(0.32060655 * abs(add(x0, add(x0, x0))) + 0.037629503)",0.3073613955639303,0.35640705177478854,0.9921477768174933,0.08861277098988973,0.03393527118069799,1.0,1.0,1.0,0.3333333333333333,0,2.0,0.7170229541990687
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,4,measurement_noise,8,0.10178108583204448,3,abs(x0),"(0.96282529 * abs(subtract(subtract(x2, x0), x2)) + 0.036225934)",0.29996525356546044,0.34591645581510216,0.9926032233753355,0.08600451514115148,0.03227998538815441,0.5,1.0,0.6666666666666666,0.3333333333333333,0,2.0,0.07340063960375565
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,0,irrelevant_features,8,1.055556929903105,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,1,irrelevant_features,8,1.0646648390684277,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,2,irrelevant_features,8,1.0628310779575258,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,3,irrelevant_features,8,1.0799438131507486,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,4,irrelevant_features,8,1.0639251589309424,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,0,correlated_features,8,1.4148651440627873,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,1,correlated_features,8,1.403157623950392,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,2,correlated_features,8,1.3962689999025315,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,3,correlated_features,8,1.4005806271452457,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609001,202609001,4,correlated_features,8,1.395548198837787,1,abs(x0),abs(x0),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,0,clean,8,0.10528619703836739,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,0,target_noise,8,0.0990145499818027,2,"add(x1, add(x0, x3))","(1.0086013 * add(x0, add(x1, x3)) + 0.0027500202)",0.12361751610296778,0.15258202294367137,0.9999258849576669,0.008609009370023828,0.008682483295648987,1.0,1.0,1.0,1.0,0,0.0,0.011351360197379012
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,1,target_noise,8,0.09989240299910307,2,"add(x1, add(x0, x3))","(0.99342415 * add(x1, add(x0, x3)) + -0.0055779856)",0.09472777341125038,0.11684978784229029,0.9999565334190339,0.006592919001938673,0.006740408505147146,1.0,1.0,1.0,1.0,1,0.0,0.012153831777251371
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,2,target_noise,8,0.10006698500365019,2,"add(x1, add(x0, x3))","(0.99527077 * add(x1, add(x0, x3)) + 0.0017085762)",0.06780532637458236,0.08381898354935784,0.9999776342017054,0.00472924923159976,0.004679911291458468,1.0,1.0,1.0,1.0,1,0.0,0.006437807514272465
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,3,target_noise,8,0.09865457797423005,2,"add(x1, add(x0, x3))","(0.99835924 * add(x1, add(x0, x3)) + -0.01724449)",0.028154475914561772,0.03417402592443417,0.9999962821495779,0.00192817281956933,0.002414955450581042,1.0,1.0,1.0,1.0,1,0.0,0.01888525287486304
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,4,target_noise,8,0.10038220998831093,2,"add(x1, add(x0, x3))","(1.0043245 * add(x1, add(x0, x3)) + 0.0073318434)",0.06264847071724944,0.07719585153704547,0.9999810291168767,0.004355557728152127,0.004552336040533506,1.0,1.0,1.0,1.0,1,0.0,0.01165638590849861
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,0,measurement_noise,8,0.09861787292174995,2,"add(x1, add(x0, x3))","(0.99530618 * add(x3, add(x0, x1)) + 0.0064157103)",0.17405398775008507,0.21809989184311088,0.9998485704874316,0.012305669935780618,0.012232665598022104,1.0,1.0,1.0,1.0,0,0.0,0.011109533549401569
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,1,measurement_noise,8,0.1009445171803236,2,"add(x1, add(x0, x3))","(0.98095898 * add(x3, add(x0, x1)) + 0.0030173707)",0.31443040317390114,0.3896500593748109,0.9995166640290645,0.02198490325053868,0.022234164386424334,1.0,1.0,1.0,1.0,0,0.0,0.022058394052340134
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,2,measurement_noise,8,0.0978380290325731,2,"add(x1, add(x0, x3))","(0.98454152 * add(x3, add(x0, x1)) + 0.0057829642)",0.2799385010221158,0.34143580013302594,0.9996288771151896,0.01926454995089395,0.019896008726815056,1.0,1.0,1.0,1.0,0,0.0,0.021241439735041397
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,3,measurement_noise,8,0.10022390214726329,2,"add(x1, add(x0, x3))","(0.99193575 * add(x3, add(x0, x1)) + 0.012101487)",0.19314449098601472,0.24056933112471107,0.9998157616033968,0.0135734445371561,0.013575546133745717,1.0,1.0,1.0,1.0,0,0.0,0.02016573828193858
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,4,measurement_noise,8,0.10079010482877493,2,"add(x1, add(x0, x3))","(0.98878226 * add(x3, add(x0, x1)) + -0.0019399951)",0.22456358509953134,0.2802981470483264,0.999749884804535,0.01581503068176123,0.01565843006545315,1.0,1.0,1.0,1.0,0,0.0,0.013157740063889135
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,0,irrelevant_features,8,1.0552763321902603,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,1,irrelevant_features,8,1.0611664149910212,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,2,irrelevant_features,8,1.0613326970487833,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,3,irrelevant_features,8,1.0743970249313861,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,4,irrelevant_features,8,1.0589266950264573,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,0,correlated_features,8,1.3938333878759295,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",3.925524652004242e-07,6.220230896694005e-07,0.9999999999999988,3.509589468027924e-08,1.7533574230883658e-08,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,1,correlated_features,8,1.3966436220798641,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",3.925524652004242e-07,6.220230896694005e-07,0.9999999999999988,3.509589468027924e-08,1.7533574230883658e-08,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,2,correlated_features,8,1.3969160348642617,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",3.925524652004242e-07,6.220230896694005e-07,0.9999999999999988,3.509589468027924e-08,1.7533574230883658e-08,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,3,correlated_features,8,1.399369782069698,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",3.925524652004242e-07,6.220230896694005e-07,0.9999999999999988,3.509589468027924e-08,1.7533574230883658e-08,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609002,202609002,4,correlated_features,8,1.3980076520238072,2,"add(x1, add(x0, x3))","add(x1, add(x0, x3))",3.925524652004242e-07,6.220230896694005e-07,0.9999999999999988,3.509589468027924e-08,1.7533574230883658e-08,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,0,clean,8,0.10587986093014479,1,square(x3),square(x3),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,0,target_noise,8,0.10112669318914413,3,square(x3),"(1.0139235 * square(subtract(add(x1, x3), x1)) + -0.017082177)",1.3787985816597939,1.7112766339434924,0.9994474117198399,0.023507196348355207,0.013729196432620596,0.5,1.0,0.6666666666666666,0.3333333333333333,0,2.0,0.031005636794052993
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,1,target_noise,8,0.10072539909742773,3,square(x3),"(0.99982935 * square(subtract(subtract(x2, x3), x2)) + -0.0032197789)",0.020327894017100334,0.023823425460824093,0.9999998929048897,0.0003272538927312257,0.00020710515226867815,0.5,1.0,0.6666666666666666,0.3333333333333333,0,2.0,0.0033904241624600484
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,2,target_noise,8,0.10100920614786446,3,square(x3),"(0.99927553 * square(subtract(add(x1, x3), x1)) + 0.0020017904)",0.07063390221446753,0.08815336059456666,0.9999985336455037,0.0012109312516518963,0.0007017760609341597,0.5,1.0,0.6666666666666666,0.3333333333333333,0,2.0,0.0027262612293389443
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,3,target_noise,8,0.10132791614159942,3,square(x3),"(1.0018129 * square(multiply(x3, safe_divide(x3, x3))) + -0.011963302)",0.1698597865179181,0.2150516301531276,0.9999912733671056,0.0029540874892880495,0.0016769237573853076,1.0,1.0,1.0,0.3333333333333333,0,2.0,0.013776205647473727
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,4,target_noise,8,0.10176126891747117,3,square(x3),"(1.0025757 * multiply(x3, add(x2, subtract(x3, x2))) + 0.0010339008)",0.25925407093018293,0.3199529570200247,0.9999806832755197,0.004395079576102557,0.0025874956290629428,0.5,1.0,0.6666666666666666,0.0,0,2.0,0.003609570457541844
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,0,measurement_noise,8,0.10126769496127963,3,square(x3),"(0.95847119 * square(safe_divide(multiply(x3, x3), x3)) + 0.049449495)",4.381486569531262,5.703463286650609,0.9938618354107218,0.07834643954436087,0.044132060669084275,1.0,1.0,1.0,0.3333333333333333,0,2.0,0.09097830508518157
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,1,measurement_noise,8,0.10139205306768417,3,square(x3),"(0.94128615 * square(safe_divide(multiply(x3, x3), x3)) + 0.061681781)",5.825452184304595,7.481610160897195,0.9894378731565203,0.10277220851708724,0.057920174032621285,1.0,1.0,1.0,0.3333333333333333,0,2.0,0.12039563244256712
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,2,measurement_noise,8,0.10287890117615461,3,square(x3),"(0.95364006 * square(safe_divide(square(x3), x3)) + 0.050034271)",4.6506573325023055,6.180067670365095,0.9927931133770586,0.08489338385846946,0.04585504398784247,1.0,1.0,1.0,0.3333333333333333,0,2.0,0.0963942117139347
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,3,measurement_noise,8,0.1022621940355748,3,square(x3),"(0.95809729 * square(multiply(x3, safe_divide(x3, x3))) + 0.045213071)",4.204613867215812,5.645082828938911,0.9939868523756444,0.0775444880333575,0.041270960721339456,1.0,1.0,1.0,0.3333333333333333,0,2.0,0.08711578041206458
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,4,measurement_noise,8,0.10154797718860209,3,square(x3),"(0.95337882 * multiply(x3, safe_divide(square(x3), x3)) + 0.034666316)",4.658911449834704,6.019918895948483,0.993161788811531,0.0826934773030434,0.045931405023241764,1.0,1.0,1.0,0.3333333333333333,0,2.0,0.08128749862988383
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,0,irrelevant_features,8,1.061721625039354,1,square(x3),"multiply(x3, x3)",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,1,irrelevant_features,8,1.0674528279341757,1,square(x3),"multiply(x3, x3)",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,2,irrelevant_features,8,1.0658836960792542,1,square(x3),"multiply(x3, x3)",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,3,irrelevant_features,8,1.0644794630352408,1,square(x3),square(x3),0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,4,irrelevant_features,8,1.08063939306885,1,square(x3),"multiply(x3, x3)",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,0,correlated_features,8,1.3998349769972265,3,square(x3),"(1 * square(subtract(subtract(x4, x4), x3)) + -4.2014907e-09)",2.069235337324657e-06,2.9160534186681524e-06,0.9999999999999984,4.00567850429659e-08,1.9439497754051053e-08,0.5,1.0,0.6666666666666666,0.3333333333333333,0,2.0,7.035867222171532e-09
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,1,correlated_features,8,1.4018685510382056,3,square(x3),"(1 * square(add(x3, subtract(x4, x4))) + -2.9012386e-09)",2.0684950543959496e-06,2.9149493876312915e-06,0.9999999999999984,4.00416193626525e-08,1.9323937050023e-08,0.5,1.0,0.6666666666666666,0.3333333333333333,0,2.0,5.588941531797786e-09
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,2,correlated_features,8,1.3989609039854258,3,square(x3),"(1 * multiply(x3, subtract(add(x3, x6), x6)) + -1.9179835e-09)",2.065520457887604e-06,2.9107575298270054e-06,0.9999999999999984,3.998403730811193e-08,1.9149604720505398e-08,0.5,1.0,0.6666666666666666,0.0,0,2.0,3.877058674106593e-09
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202609003,202609003,3,correlated_features,8,1.4023704710416496,3,square(x3),"(1 * square(subtract(subtract(x5, x5), x3)) + -3.3986465e-09)",2.0684921821067376e-06,2.914974430121202e-06,0.9999999999999984,4.004196336239849e-08,1.932353460852611e-08,0.5,1.0,0.6666666666666666,0.3333333333333333,0,2.0,6.0934388645961235e-09
