dataset,model,seed,method,n_train,n_val,n_test,n_num,n_bin,n_cat,n_cyclic,n_bins,d_token,alignment_weight,parameters,best_epoch,val_loss,val_rmse,val_primary_loss,val_secondary_loss,test_loss,test_rmse,test_primary_loss,test_secondary_loss,alignment_invariance_last,alignment_variance_last,alignment_covariance_last,train_seconds
cooking-time,resnet,20260827,ple,50000,15000,15000,186,3,3,3,16,16,0.01,577009,13,0.5020326972007751,0.46776634782958687,0.5020326972007751,0.5020326972007751,0.5334355235099792,0.4821741677436588,0.5334355235099792,0.5334355235099792,0.0,0.0,0.0,30.386097114998847
cooking-time,resnet,20260827,multiview_noalign,50000,15000,15000,186,3,3,3,16,16,0.01,627937,8,0.5138550400733948,0.47324200209674117,0.5049102306365967,0.5516480207443237,0.5427707433700562,0.4863749372436514,0.5345431566238403,0.5796483755111694,0.0,0.0,0.0,23.155562087893486
cooking-time,resnet,20260827,multiview_vicreg,50000,15000,15000,186,3,3,3,16,16,0.01,627937,8,0.514356791973114,0.47347299344549826,0.5118388533592224,0.5254634022712708,0.5429455041885376,0.48645323221649545,0.537912905216217,0.5572418570518494,0.10128768533468246,0.03331039845943451,2.858001232147217,23.981821574969217
cooking-time,resnet,20260827,multiview_wrong,50000,15000,15000,186,3,3,3,16,16,0.01,627937,8,0.5147616267204285,0.4736592849667038,0.51183021068573,0.5262708067893982,0.5428985953330994,0.4864322177159008,0.5371428728103638,0.5578627586364746,0.10072274506092072,0.03867963328957558,2.7915477752685547,19.352606812957674
