dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_loss,anchor_val_rmse,anchor_test_loss,anchor_test_rmse,residual_parameters,residual_best_epoch,val_loss,val_rmse,val_anchor_rmse,test_loss,test_rmse,test_anchor_rmse,residual_gate,residual_train_seconds,total_train_seconds
maps-routing,mlp,frozen_t_anchor_q_rank_residual,20260828,986,2320069,2317822,129,64,5,0.19308896362781525,0.16537288448714038,0.19393840432167053,0.16573624109623178,3599638,8,0.1902942657470703,0.1641717496239017,0.16537288448714038,0.19142939150333405,0.16466067265777695,0.16573624109623178,0.01333699468523264,42.14792453381233,66.28762369696051
maps-routing,resnet,frozen_t_anchor_q_rank_residual,20260828,986,2437975,2433918,129,64,12,0.19223353266716003,0.16500615686071987,0.19375203549861908,0.16565658824849921,3715734,0,0.19223353266716003,0.16500615686071987,0.16500615686071987,0.19375203549861908,0.16565658824849921,0.16565658824849921,0.0,43.613409084035084,88.72668046900071
