task,dataset,model,seed,residual_best_epoch,residual_gate,validation_gain_pct,test_gain_pct
classification,openml-bank-marketing-1461,ft_transformer,20260827,3,0.0238093752413988,0.015890140126229912,0.0397757550448787
classification,openml-bank-marketing-1461,mlp,20260827,13,-0.0499354638159275,0.2520579991226234,0.9959062634256006
classification,openml-bank-marketing-1461,resnet,20260827,13,0.0439265444874763,0.2561419134752779,0.7793325710121983
classification,openml-electricity-151,ft_transformer,20260827,36,-0.199574664235115,3.0017167096304243,2.0004829234227994
classification,openml-electricity-151,mlp,20260827,40,-0.1485884487628936,2.9054528043447188,4.053855407405639
classification,openml-electricity-151,resnet,20260827,36,-0.1349391490221023,3.6081728194420615,3.6594196963315997
regression,openml-cpu-act-197,ft_transformer,20260827,37,-0.105265736579895,7.469514302273199,7.063846323093058
regression,openml-cpu-act-197,mlp,20260827,1,0.0064871809445321,0.008187727917226382,0.0836070349268848
regression,openml-cpu-act-197,resnet,20260827,14,0.0276521183550357,3.586203724920175,4.372022340043408
regression,openml-elevators-216,ft_transformer,20260827,29,0.0651604384183883,1.0791253631603626,0.55080223831488
regression,openml-elevators-216,mlp,20260827,17,0.0517271868884563,1.9236517416358736,2.141697142104104
regression,openml-elevators-216,resnet,20260827,17,-0.0399349480867385,3.1260078147434185,3.229366749609387
