dataset,model,seed,method,n_train,n_val,n_test,n_num,n_support_fields,support_levels,parameters,target_parameters,matched_width,matched_ft_feedforward_width,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_support_gate,train_seconds
maps-routing,mlp,20260829,qple,50000,15000,15000,984,109,746,2320069,2317822,129,64,6,0.19441621005535126,0.16594027755729798,0.19666777551174164,0.1668984020410855,0.0,12.144698001910001
maps-routing,mlp,20260829,tple,50000,15000,15000,984,109,746,2320069,2317822,129,64,4,0.19377821683883667,0.16566778029863324,0.19516277313232422,0.16625857967242086,0.0,9.872498604934663
maps-routing,resnet,20260829,qple,50000,15000,15000,984,109,746,2437975,2433918,129,64,10,0.19465216994285583,0.16604094657016166,0.19590964913368225,0.16657640659676645,0.0,17.84814941114746
maps-routing,resnet,20260829,tple,50000,15000,15000,984,109,746,2437975,2433918,129,64,10,0.19260019063949585,0.16516344471880492,0.19360187649726868,0.16559238337653867,0.0,17.331365594174713
