dataset,model,seed,method,strength,width,baseline_parameter_count,parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
california,mlp,20260847,quantile_ple,1.0,128,49281,49281,0.0,254,49281,22,0.16484197974205017,0.18696506321430206,0.18288834393024445,0.5018329330457689,0.4963316315670987,0.4303934574127197,9.026872634887695,0.027452606707811356,2.510574401821941
california,mlp,20260847,anchor_only,1.0,128,49281,49409,0.002597349891438891,255,49409,21,0.1509663611650467,0.1540641486644745,0.14678552746772766,0.4555433606978596,0.4446523049629114,0.5572995543479919,7.70127010345459,0.027510035783052444,2.3708784689661115
california,mlp,20260847,anchor_mass_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,20,0.1413096934556961,0.15402153134346008,0.1475987285375595,0.45548034084074374,0.4458822990018234,0.517876923084259,7.690786838531494,0.02794796973466873,1.9987667810637504
california,mlp,20260847,anchor_riesz_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,20,0.14112906157970428,0.1536654680967331,0.14646513760089874,0.45495356124476416,0.44416675460385946,0.5247601866722107,7.647948265075684,0.02794787846505642,2.006035238970071
california,mlp,20260847,anchor_wrong_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,21,0.14206402003765106,0.154618501663208,0.1475304365158081,0.45636220378093384,0.44577915673293234,0.5206559300422668,7.743825912475586,0.027948366478085518,2.098660517949611
california,resnet,20260847,quantile_ple,1.0,128,165377,165377,0.0,254,165377,14,0.13610348105430603,0.17808687686920166,0.18016408383846283,0.4897730699498659,0.49262113859675694,4.412570476531982,7.212871551513672,0.02746899612247944,2.256666047964245
california,resnet,20260847,anchor_only,1.0,128,165377,165505,0.0007739891278714695,255,165505,7,0.15208855271339417,0.15889319777488708,0.1523238867521286,0.4626276642624916,0.4529632129144261,4.236313819885254,6.729772567749023,0.027525978162884712,1.2500413849484175
california,resnet,20260847,anchor_mass_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,7,0.14501824975013733,0.1612984985113144,0.15149159729480743,0.4661161004366292,0.4517240529797206,7.001175880432129,6.758715629577637,0.027966773137450218,1.3727829030249268
california,resnet,20260847,anchor_riesz_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,7,0.14557872712612152,0.1595427244901657,0.1491393893957138,0.46357227035350945,0.4482033805230188,7.023837566375732,6.759049892425537,0.027966896072030067,1.3715226999484003
california,resnet,20260847,anchor_wrong_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,7,0.1467508226633072,0.16090454161167145,0.15068654716014862,0.4655465351308514,0.4505221792173373,7.022519111633301,6.758972644805908,0.027966560795903206,1.2779637109488249
california,mlp,20260848,quantile_ple,1.0,128,49281,49281,0.0,254,49281,24,0.1605832278728485,0.1849023699760437,0.1811431646347046,0.49905701556350124,0.49395787208630537,0.31801584362983704,9.359395027160645,0.027665672823786736,2.717945756856352
california,mlp,20260848,anchor_only,1.0,128,49281,49409,0.002597349891438891,255,49409,19,0.15212464332580566,0.15369267761707306,0.147581547498703,0.4549938565979694,0.4458563577873136,0.350279301404953,7.4607768058776855,0.027717450633645058,2.3029558770358562
california,mlp,20260848,anchor_mass_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,19,0.14421257376670837,0.1546328067779541,0.1486385613679886,0.45638330263540183,0.4474501860067974,0.384258896112442,7.532036781311035,0.02815338224172592,2.2698088649194688
california,mlp,20260848,anchor_riesz_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,19,0.1429997682571411,0.1538853496313095,0.1468159556388855,0.45527893325128943,0.4446984111481669,0.39257729053497314,7.530553340911865,0.028153279796242714,2.3555410720873624
california,mlp,20260848,anchor_wrong_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,19,0.1458061933517456,0.15528596937656403,0.14894990622997284,0.4573461713414346,0.44791854598770087,0.38595643639564514,7.509101390838623,0.02815319038927555,3.5413597729057074
california,mlp,20260849,quantile_ple,1.0,128,49281,49281,0.0,254,49281,24,0.162669375538826,0.18738773465156555,0.18558260798454285,0.5023998696418097,0.4999741585554247,0.34149160981178284,9.327244758605957,0.027587993070483208,4.994544317014515
california,mlp,20260849,anchor_only,1.0,128,49281,49409,0.002597349891438891,255,49409,20,0.15020200610160828,0.15400388836860657,0.14808011054992676,0.45545426127308986,0.44660882594952866,0.4052097499370575,7.620226860046387,0.02764463983476162,5.82257355703041
california,mlp,20260849,anchor_mass_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,20,0.13950005173683167,0.15559545159339905,0.1489911675453186,0.4578016644799412,0.4479805973728084,0.39421772956848145,7.8728790283203125,0.028080478310585022,3.2388496501371264
california,mlp,20260849,anchor_riesz_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,17,0.14223863184452057,0.15405350923538208,0.14789217710494995,0.45552762302772365,0.44632534035736526,0.40001407265663147,7.603160381317139,0.028081104159355164,2.220050936099142
california,mlp,20260849,anchor_wrong_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,17,0.1441250443458557,0.1553579419851303,0.149630606174469,0.4574521498497788,0.4489408719573902,0.39803966879844666,7.619204044342041,0.028080374002456665,2.2670362279750407
california,resnet,20260848,quantile_ple,1.0,128,165377,165377,0.0,254,165377,20,0.11265206336975098,0.17054933309555054,0.17829138040542603,0.4792961397633526,0.4900542035385804,5.810110569000244,7.481595039367676,0.027676226571202278,3.071757292142138
california,resnet,20260848,anchor_only,1.0,128,165377,165505,0.0007739891278714695,255,165505,19,0.13157851994037628,0.15525345504283905,0.1518944501876831,0.4572982665653065,0.452324263506906,5.799088954925537,7.03912878036499,0.027732782065868378,2.920752561884001
california,resnet,20260848,anchor_mass_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,8,0.1456996500492096,0.1581464260816574,0.15014618635177612,0.4615392400782312,0.449713678031781,8.326211929321289,6.752140522003174,0.028161901980638504,1.6672504250891507
california,resnet,20260848,anchor_riesz_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,15,0.1296451985836029,0.15736353397369385,0.1475333720445633,0.46039540545977786,0.445783584033542,8.379388809204102,6.934112071990967,0.02816150337457657,2.3806926298420876
california,resnet,20260848,anchor_wrong_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,15,0.1305798888206482,0.15819232165813446,0.14834825694561005,0.4616062029999526,0.4470129900715918,8.212913513183594,6.929847717285156,0.02816200628876686,2.4852727230172604
