dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_identity_gate,mean_frequency_gate,train_seconds
weather,mlp,rank_only,20260827,103,363055,20,0.18286478519439697,1.668308439044329,0.16556484997272491,1.5874328984980413,0.0,0.0,17.258638493949547
weather,mlp,bin_identity,20260827,103,363055,9,0.18832992017269135,1.6930546142592835,0.17114174365997314,1.613947051498798,0.09700684249401093,0.0,22.769476427929476
weather,mlp,exact_identity,20260827,103,363055,7,0.1913701891899109,1.7066656583836475,0.18149560689926147,1.662051073869241,0.0988835021853447,0.0,18.79000559798442
weather,mlp,mass_identity,20260827,103,363055,7,0.18760298192501068,1.6897839281777172,0.1758107841014862,1.6358145320203479,0.09452052414417267,0.029848137870430946,19.335294315125793
weather,resnet,rank_only,20260827,103,479151,14,0.1831355094909668,1.6695429156236798,0.16883715987205505,1.6030435667310277,0.0,0.0,18.117950475076213
weather,resnet,bin_identity,20260827,103,479151,14,0.18705639243125916,1.6873205028508271,0.1720975935459137,1.618447832639833,0.13064277172088623,0.0,32.01004400616512
weather,resnet,exact_identity,20260827,103,479151,12,0.18968281149864197,1.6991248660079143,0.17516227066516876,1.632794729211411,0.13717174530029297,0.0,28.941142403986305
weather,resnet,mass_identity,20260827,103,479151,12,0.1889377236366272,1.6957844394721235,0.17221251130104065,1.6189880997926787,0.1346150040626526,0.031193191185593605,30.228366398019716
weather,ft_transformer,rank_only,20260827,103,141967,7,0.18746539950370789,1.6891641960128114,0.17242446541786194,1.6199840950024906,0.0,0.0,20.40513792494312
weather,ft_transformer,bin_identity,20260827,103,141967,7,0.188304141163826,1.6929387357957404,0.1724911630153656,1.620297387550474,0.03971697390079498,0.0,38.834130060859025
weather,ft_transformer,exact_identity,20260827,103,141967,7,0.18862919509410858,1.694399296111401,0.17429645359516144,1.6287543247470617,0.06100691854953766,0.0,38.739192470908165
weather,ft_transformer,mass_identity,20260827,103,141967,7,0.18902893364429474,1.6961937114961267,0.17387643456459045,1.6267906575698636,0.062032219022512436,0.027234259992837906,38.58960914099589
