dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_log_loss,anchor_val_auc,anchor_val_accuracy,anchor_test_log_loss,anchor_test_auc,anchor_test_accuracy,anchor_train_seconds,residual_parameters,residual_best_epoch,val_log_loss,val_auc,val_accuracy,val_anchor_log_loss,val_anchor_auc,val_anchor_accuracy,test_log_loss,test_auc,test_accuracy,test_anchor_log_loss,test_anchor_auc,test_anchor_accuracy,residual_gate,residual_train_seconds,total_train_seconds
adult,mlp,frozen_t_anchor_q_rank_residual,20260827,14,55265,55078,141,64,17,0.291113690521527,0.9222835759683045,0.8647320743129127,0.2940294816809425,0.9183267141040382,0.8652666666666666,9.617593616945669,67214,6,0.2899124203009407,0.9223901694145809,0.8642714570858283,0.291113690521527,0.9222835759683045,0.8647320743129127,0.2929757856882567,0.9183303143703199,0.8664,0.2940294816809425,0.9183267141040382,0.8652666666666666,0.03461938351392746,8.833630992099643,20.468262354144827
adult,resnet,frozen_t_anchor_q_rank_residual,20260827,14,171843,171174,131,64,9,0.2915160608378778,0.922987879428819,0.8642714570858283,0.2942057553276801,0.9192106287948902,0.8661333333333333,6.830992141040042,183310,17,0.2890507070223562,0.9230804151792164,0.8645785352372178,0.2915160608378778,0.922987879428819,0.8642714570858283,0.29114358615367386,0.9197518400566416,0.8678,0.2942057553276801,0.9192106287948902,0.8661333333333333,0.0604017935693264,16.606321221916005,25.160836576018482
adult,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,14,16271,16262,128,159,18,0.28435410653654036,0.9257091398237759,0.8687240902809765,0.2878590634757405,0.9215526266704371,0.8686,19.2935849649366,28398,2,0.28395869861295453,0.9257568586079526,0.8662674650698603,0.28435410653654036,0.9257091398237759,0.8687240902809765,0.28718617981596023,0.9215920446543493,0.8688666666666667,0.2878590634757405,0.9215526266704371,0.8686,-0.06328235566616058,11.917806660057977,31.725817907834426
churn,mlp,frozen_t_anchor_q_rank_residual,20260827,11,42675,42724,131,64,18,0.34243218087761806,0.8558270169795149,0.86125,0.35364660719711977,0.8436448775431827,0.854,2.1176764050032943,55816,2,0.3424320534568453,0.8558270169795149,0.86125,0.34243218087761806,0.8558270169795149,0.86125,0.35364658335111604,0.8436448775431827,0.854,0.35364660719711977,0.8436448775431827,0.854,0.0015470761572942138,1.3628746489994228,3.8588121999055147
churn,resnet,frozen_t_anchor_q_rank_residual,20260827,11,159703,158820,129,64,13,0.3382095606751772,0.8629672255877339,0.86125,0.3446001287784928,0.8558481439837373,0.861,2.01880653295666,171912,4,0.3369345534191625,0.8630117691248278,0.865,0.3382095606751772,0.8629672255877339,0.86125,0.34254593706451325,0.8558466016093135,0.8615,0.3446001287784928,0.8558481439837373,0.861,-0.03283620998263359,1.7581726610660553,5.2986116979736835
churn,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,11,10075,10052,128,85,17,0.33932767061864394,0.8603644383661913,0.864375,0.34775091580464856,0.8494897054219087,0.8645,4.6682653001043946,23144,15,0.3328605869952338,0.8661177779275939,0.86625,0.33932767061864394,0.8603644383661913,0.864375,0.3379672739274088,0.8582072056648329,0.8655,0.34775091580464856,0.8494897054219087,0.8645,-0.21129319071769714,5.63924415409565,10.676317302975804
higgs-small,mlp,frozen_t_anchor_q_rank_residual,20260827,28,81729,81989,128,64,17,0.5393251173663732,0.7993296074717994,0.7208,0.5459179637004166,0.7941884229910756,0.7143333333333334,15.27866580709815,118522,10,0.5375492797336993,0.8013816191033136,0.7238,0.5393251173663732,0.7993296074717994,0.7208,0.5429929445903816,0.7970786287842047,0.7165333333333334,0.5459179637004166,0.7941884229910756,0.7143333333333334,-0.07817547023296356,19.815095716854557,35.83676319103688
higgs-small,resnet,frozen_t_anchor_q_rank_residual,20260827,28,197825,198085,128,64,11,0.5361882396246072,0.8030060094040307,0.7246666666666667,0.5442795685225552,0.7964110557249461,0.7176666666666667,13.763409964973107,234618,1,0.5360298594173512,0.8032089400272275,0.7263333333333334,0.5361882396246072,0.8030060094040307,0.7246666666666667,0.5444878228579578,0.7966796496427004,0.7188,0.5442795685225552,0.7964110557249461,0.7176666666666667,-0.016285929828882217,9.409901936072856,25.069459200836718
higgs-small,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,28,14505,14501,128,68,12,0.544584638047625,0.7961224207366184,0.7168,0.5520194401597772,0.7889546998056853,0.7112666666666667,31.09196674800478,51034,16,0.5403111982066952,0.7990924849782736,0.7195333333333334,0.544584638047625,0.7961224207366184,0.7168,0.5480649231997003,0.7917386241568494,0.7122,0.5520194401597772,0.7889546998056853,0.7112666666666667,-0.1498192846775055,45.30624636914581,76.98462088103406
