dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_identity_gate,mean_frequency_gate,train_seconds
delivery-eta,mlp,rank_only,20260828,223,766495,7,0.5975229740142822,0.564981737281855,0.5756227970123291,0.5545313432932636,0.0,0.0,11.784588620066643
delivery-eta,resnet,rank_only,20260828,223,882591,13,0.5977987051010132,0.5651120796013438,0.5781774520874023,0.5557605058739498,0.0,0.0,20.8475197609514
delivery-eta,ft_transformer,rank_only,20260828,223,299647,13,0.5996963977813721,0.5660083339040982,0.5779784917831421,0.5556648745126902,0.0,0.0,37.0120474381838
