dataset,task,model,seed,method,strength,target_parameters,input_features,width,parameters,parameter_error_fraction,members,best_epoch,val_loss,test_loss,val_metric,test_metric,train_seconds
california,regression,tabm,20260850,anchor_isospectral_representer,1.0,57080,263,126,57174,0.0016468114926419062,8,17,0.15151549875736237,0.14518852531909943,0.4517596789143141,0.4422268359945285,3.155364376027137
california,regression,tabm,20260851,anchor_isospectral_representer,1.0,57080,263,126,57174,0.0016468114926419062,8,18,0.15029916167259216,0.14479322731494904,0.44994268707347373,0.44162441181703826,3.105561916017905
california,regression,tabm,20260852,anchor_isospectral_representer,1.0,57080,263,126,57174,0.0016468114926419062,8,20,0.15103529393672943,0.14472204446792603,0.4510432171578387,0.44151583918724313,2.8523779581300914
tabred-weather,regression,tabm,20260850,anchor_isospectral_representer,1.0,399528,2873,124,400572,0.0026130834384573798,8,14,0.18134117126464844,0.1608598381280899,1.6539793143874135,1.5577784470669371,19.446965891169384
tabred-weather,regression,tabm,20260851,anchor_isospectral_representer,1.0,399528,2873,124,400572,0.0026130834384573798,8,15,0.1798768937587738,0.15990962088108063,1.647288100777871,1.5531705546099488,19.641969311982393
tabred-weather,regression,tabm,20260852,anchor_isospectral_representer,1.0,399528,2873,124,400572,0.0026130834384573798,8,8,0.18159475922584534,0.16403958201408386,1.655135338854052,1.5730995042817426,12.74083090107888
