dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_identity_gate,mean_frequency_gate,train_seconds
weather,mlp,rank_only,20260829,103,363055,12,0.18421608209609985,1.674461156201126,0.16745366156101227,1.5964621657163942,0.0,0.0,20.083491825964302
weather,resnet,rank_only,20260829,103,479151,12,0.18436165153980255,1.6751226137724162,0.1702469140291214,1.6097221898244245,0.0,0.0,23.25388954905793
weather,ft_transformer,rank_only,20260829,103,141967,10,0.1867530345916748,1.6859517455695519,0.1725451797246933,1.6205510709289253,0.0,0.0,28.34338952298276
cooking-time,mlp,rank_only,20260829,192,662273,5,0.5025936961174011,0.4680276287652025,0.5315445065498352,0.48131876066873436,0.0,0.0,13.382558597018942
cooking-time,resnet,rank_only,20260829,192,778369,5,0.5034035444259644,0.4684045523342993,0.5336266160011292,0.4822605245838848,0.0,0.0,15.2605562240351
cooking-time,ft_transformer,rank_only,20260829,192,258913,15,0.502114474773407,0.4678044441916835,0.531697154045105,0.4813878676091835,0.0,0.0,45.9864898622036
