dataset,model,seed,method,strength,width,baseline_parameter_count,parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
tabred-weather,mlp,20260850,quantile_ple,1.0,128,371585,371585,0.0,2772,371585,9,0.15697768330574036,0.19647452235221863,0.17772643268108368,1.7216108549146156,1.6374117139182545,2.013683557510376,10.654860496520996,0.09115853160619736,15.044079011073336
tabred-weather,mlp,20260850,raple_raw,1.0,127,371585,371349,-0.0006351171333611422,2794,371349,14,0.13329273462295532,0.19238954782485962,0.17273078858852386,1.703619493462213,1.614234968663709,1.3739209175109863,14.033353805541992,0.09151487052440643,20.562243164982647
tabred-weather,mlp,20260850,anchor_only,1.0,128,371585,371713,0.0003444703096196025,2773,371713,7,0.1600562483072281,0.19379960000514984,0.17015153169631958,1.7098511679576518,1.6021375146702326,1.1786448955535889,10.407937049865723,0.09116940200328827,13.632833463838324
tabred-weather,mlp,20260850,anchor_mass_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,9,0.14241763949394226,0.19294048845767975,0.17314215004444122,1.7060570185666961,1.6161560042147585,1.0639944076538086,11.401585578918457,0.09273146092891693,15.07997376495041
tabred-weather,mlp,20260850,anchor_riesz_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,9,0.13949927687644958,0.1897268295288086,0.16891266405582428,1.6917891972207144,1.596294306992661,1.0736157894134521,11.331189155578613,0.09273229539394379,12.464503490133211
tabred-weather,mlp,20260850,anchor_wrong_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,12,0.12784487009048462,0.1901950240135193,0.17167125642299652,1.6938752964434798,1.6092764605954812,1.0683999061584473,13.059422492980957,0.09273089468479156,16.417853398947045
tabred-weather,mlp,20260851,quantile_ple,1.0,128,371585,371585,0.0,2772,371585,13,0.13879980146884918,0.1949797421693802,0.17473728954792023,1.7150492845815961,1.6235836379361217,1.217861533164978,14.223753929138184,0.091158427298069,11.21057863603346
tabred-weather,mlp,20260851,raple_raw,1.0,127,371585,371349,-0.0006351171333611422,2794,371349,8,0.15310010313987732,0.1913449913263321,0.17094378173351288,1.6989884504201314,1.6058631383293118,1.4104324579238892,10.599130630493164,0.09151799231767654,8.151236666133627
tabred-weather,mlp,20260851,anchor_only,1.0,128,371585,371713,0.0003444703096196025,2773,371713,8,0.15115861594676971,0.18984992802143097,0.16965462267398834,1.6923378660874278,1.5997964117526635,1.1791657209396362,11.049314498901367,0.09116936475038528,8.543897578958422
tabred-weather,mlp,20260851,anchor_mass_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,8,0.1457568258047104,0.18966828286647797,0.16850627958774567,1.6915281743737864,1.594372924182835,1.481364130973816,10.693441390991211,0.09273458272218704,11.02757326606661
