dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_loss,anchor_val_rmse,anchor_test_loss,anchor_test_rmse,residual_parameters,residual_best_epoch,val_loss,val_rmse,val_anchor_rmse,test_loss,test_rmse,test_anchor_rmse,residual_gate,residual_train_seconds,total_train_seconds
maps-routing,mlp,frozen_t_anchor_q_rank_residual,20260827,986,2320069,2317822,129,64,4,0.19303569197654724,0.16535007040657398,0.1947927474975586,0.16610089303120867,3599638,10,0.19151626527309418,0.16469803126476842,0.16535007040657398,0.19268879294395447,0.16520143060848821,0.16610089303120867,-0.017881914973258972,48.97097380296327,70.26113082002848
maps-routing,resnet,frozen_t_anchor_q_rank_residual,20260827,986,2437975,2433918,129,64,8,0.19335344433784485,0.16548610424343832,0.195199653506279,0.166274288070188,3715734,2,0.19293677806854248,0.1653077012540017,0.16548610424343832,0.19460411369800568,0.16602044898995325,0.166274288070188,0.011680674739181995,22.720245977165177,48.29464001278393
