dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_log_loss,anchor_val_auc,anchor_val_accuracy,anchor_test_log_loss,anchor_test_auc,anchor_test_accuracy,anchor_train_seconds,residual_parameters,residual_best_epoch,val_log_loss,val_auc,val_accuracy,val_anchor_log_loss,val_anchor_auc,val_anchor_accuracy,test_log_loss,test_auc,test_accuracy,test_anchor_log_loss,test_anchor_auc,test_anchor_accuracy,residual_gate,residual_train_seconds,total_train_seconds
adult,mlp,frozen_t_anchor_q_rank_residual,20260827,14,55265,55078,141,64,27,0.28432923688062295,0.9260349817378923,0.8694917856594503,0.28825683324260026,0.921454445436189,0.8699333333333333,20.00355589413084,67214,13,0.28334577184467125,0.9263183926249974,0.8662674650698603,0.28432923688062295,0.9260349817378923,0.8694917856594503,0.28813514344784746,0.9213251687513854,0.8703333333333333,0.28825683324260026,0.921454445436189,0.8699333333333333,-0.04526085406541824,19.181588363833725,41.206118626054376
adult,resnet,frozen_t_anchor_q_rank_residual,20260827,14,171843,171174,131,64,12,0.28933241100028234,0.9230562978477539,0.8679563949025026,0.2932154331080595,0.9189182057969416,0.8664,13.4809404311236,183310,24,0.2868052704357215,0.9241824611543303,0.8674957776754184,0.28933241100028234,0.9230562978477539,0.8679563949025026,0.2910404157094285,0.9198026999827088,0.8674666666666667,0.2932154331080595,0.9189182057969416,0.8664,-0.0609108991920948,32.70550202601589,47.91857128194533
adult,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,14,16271,16262,128,159,21,0.2835370068616144,0.9272112497678546,0.8693382465837556,0.2878476316420598,0.9227541045748139,0.8685333333333334,29.977238570107147,28398,8,0.2822771722066435,0.9271552124388683,0.8674957776754184,0.2835370068616144,0.9272112497678546,0.8693382465837556,0.28639738436025874,0.9223662621907237,0.8709333333333333,0.2878476316420598,0.9227541045748139,0.8685333333333334,0.1177910640835762,24.733849975978956,55.321612789994106
churn,mlp,frozen_t_anchor_q_rank_residual,20260827,11,42675,42724,131,64,27,0.3337780294634827,0.8611614065163583,0.865,0.3458005163046907,0.8494326375682308,0.8625,4.478480910882354,55816,19,0.32708005414199237,0.8716676618736215,0.8675,0.3337780294634827,0.8611614065163583,0.865,0.3379044560166666,0.8602138347901058,0.866,0.3458005163046907,0.8494326375682308,0.8625,-0.08026789873838425,5.80117272795178,10.659751223167405
churn,resnet,frozen_t_anchor_q_rank_residual,20260827,11,159703,158820,129,64,12,0.33967960983933393,0.8584623089443423,0.8625,0.35213513294655013,0.8476342289901612,0.8575,3.1452787641901523,171912,7,0.33445230672889437,0.8639267174543248,0.860625,0.33967960983933393,0.8584623089443423,0.8625,0.347699343354342,0.8515703685195211,0.861,0.35213513294655013,0.8476342289901612,0.8575,-0.05622778460383415,3.849069360876456,8.521035060053691
churn,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,11,10075,10052,128,85,17,0.33932767061864394,0.8603644383661913,0.864375,0.34775091580464856,0.8494897054219087,0.8645,6.202274702023715,23144,15,0.3328605869952338,0.8661177779275939,0.86625,0.33932767061864394,0.8603644383661913,0.864375,0.3379672739274088,0.8582072056648329,0.8655,0.34775091580464856,0.8494897054219087,0.8645,-0.21129319071769714,8.552198834950104,15.126640080939978
higgs-small,mlp,frozen_t_anchor_q_rank_residual,20260827,28,81729,81989,128,64,18,0.5372586422752884,0.8010757026380303,0.7237333333333333,0.5412243758062497,0.7989210515686049,0.7205333333333334,23.25148822995834,118522,9,0.5355462041501565,0.8033867038642825,0.7266666666666667,0.5372586422752884,0.8010757026380303,0.7237333333333333,0.5408742517503986,0.8000193615277522,0.7234666666666667,0.5412243758062497,0.7989210515686049,0.7205333333333334,-0.06303758174180984,26.320364623097703,50.33488905709237
higgs-small,resnet,frozen_t_anchor_q_rank_residual,20260827,28,197825,198085,128,64,16,0.5372037598368793,0.8036885358547065,0.7270666666666666,0.5443163040112758,0.7971058994211095,0.7178,27.29394371015951,234618,8,0.5345094506745399,0.8059090365332018,0.7302666666666666,0.5372037598368793,0.8036885358547065,0.7270666666666666,0.5417340047816575,0.7994770085961471,0.7206,0.5443163040112758,0.7971058994211095,0.7178,-0.044153131544589996,29.14664496993646,58.26110429293476
higgs-small,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,28,14505,14501,128,68,18,0.5440243854915755,0.796371413177825,0.7184666666666667,0.5482000506554435,0.7919357185146447,0.7120666666666666,47.15498668584041,51034,3,0.5440243624921556,0.7963713418332861,0.7183333333333334,0.5440243854915755,0.796371413177825,0.7184666666666667,0.548200060702117,0.7919356828317702,0.7123333333333334,0.5482000506554435,0.7919357185146447,0.7120666666666666,-0.000666897976770997,29.328240391099826,77.1600751799997
