dataset,column,nodes,strength,energy_zero,semantic_retention,node_control_retention_mean,node_control_retention_sd,isospectral_retention_mean,isospectral_retention_sd,semantic_minus_node,semantic_minus_isospectral
tabred-weather,3,33,0.3,0.0011165098031856373,0.7424383158541128,0.7156153623010364,0.04666243862549741,0.6985500950279662,0.04325580939548519,0.026822953553076425,0.04388822082614656
tabred-weather,3,33,1.0,0.0011165098031856373,0.5702971845693428,0.5445435058550329,0.048611675972274546,0.5179635663990511,0.05860691120056601,0.02575367871430993,0.05233361817029176
tabred-weather,3,33,3.0,0.0011165098031856373,0.41037076662960326,0.39072703633797123,0.050072605069540574,0.35859201423541653,0.0726441842311081,0.019643730291631988,0.05177875239418673
tabred-weather,3,33,10.0,0.0011165098031856373,0.27294636326696664,0.24936388356206082,0.06449205944676212,0.21831897886323998,0.06622428394960747,0.023582479704905818,0.05462738440372667
tabred-weather,3,33,30.0,0.0011165098031856373,0.18590499720749898,0.1535283532291174,0.0701913363051258,0.1266707821587297,0.04711043447197697,0.03237664397838157,0.05923421504876925
tabred-weather,3,33,100.0,0.0011165098031856373,0.11461002290543906,0.07989633375215084,0.05550560510055011,0.06282792953693472,0.03166877033850078,0.03471368915328823,0.051782093368504346
tabred-weather,4,33,0.01,0.0009395243770239949,0.976538151311725,0.9810085547575409,0.004115855250702008,0.9750240958755141,0.007975530663601307,-0.004470403445815928,0.001514055436210903
tabred-weather,4,33,0.03,0.0009395243770239949,0.9366248769428468,0.948544287960815,0.01006307020137579,0.9331874264290593,0.01962768991515329,-0.01191941101796825,0.003437450513787504
tabred-weather,4,33,0.1,0.0009395243770239949,0.8390500994277765,0.8652250905466063,0.02119655629671558,0.8338095719910308,0.039848292266714984,-0.026174991118829826,0.005240527436745779
tabred-weather,4,33,0.3,0.0009395243770239949,0.6955784034447441,0.7303022054140359,0.031966649980296226,0.6918758109316908,0.05415402450770866,-0.03472380196929183,0.0037025925130532733
tabred-weather,4,33,1.0,0.0009395243770239949,0.5199391042112642,0.5422828973026956,0.042212288316445266,0.5139269018360927,0.053163377899201496,-0.02234379309143144,0.006012202375171523
tabred-weather,4,33,3.0,0.0009395243770239949,0.38013840176703095,0.3818609844108881,0.046874636908100134,0.36364070190843895,0.047793758228478186,-0.0017225826438571664,0.016497699858592032
tabred-weather,4,33,10.0,0.0009395243770239949,0.24922623576657824,0.24879017322689362,0.04474965873727273,0.23296977650833517,0.049680493092144416,0.00043606253968462904,0.01625645925824307
tabred-weather,4,33,30.0,0.0009395243770239949,0.14537686749203368,0.16117466088933693,0.03511852363542209,0.14867606839196917,0.05091366559269806,-0.015797793397303247,-0.003299200899935463
tabred-weather,4,33,100.0,0.0009395243770239949,0.06486354192764342,0.09154818488464245,0.024428340688354602,0.09017433044465764,0.047655015090953226,-0.026684642956999037,-0.025310788517014224
tabred-weather,5,33,0.01,0.0008804049048981019,0.9690377046786417,0.9326922792962886,0.012285786825227338,0.9776114143653101,0.008841010978572046,0.03634542538235309,-0.008573709686668353
tabred-weather,5,33,0.03,0.0008804049048981019,0.9285197569669726,0.8490830940016,0.02194762840286037,0.9424685625216723,0.017400021617040073,0.07943666296537265,-0.013948805554699741
tabred-weather,5,33,0.1,0.0008804049048981019,0.8536165395375449,0.7132164605486103,0.03311454029372969,0.8583558244773692,0.028154828652529166,0.14040007898893464,-0.004739284939824267
tabred-weather,5,33,0.3,0.0008804049048981019,0.7517891416941954,0.5683068021289579,0.04485454991829494,0.7235455891585946,0.04395948398771017,0.18348233956523757,0.028243552535600902
tabred-weather,5,33,1.0,0.0008804049048981019,0.5962635307002163,0.4033548725506472,0.046613392206782935,0.5294806936894995,0.05805455512408621,0.19290865814956915,0.06678283701071694
tabred-weather,5,33,3.0,0.0008804049048981019,0.4299636189855592,0.2691979248093456,0.037843008689005246,0.35335953075857757,0.05468308764574839,0.16076569417621359,0.07660408822698161
tabred-weather,5,33,10.0,0.0008804049048981019,0.26549974232668655,0.15811994109910218,0.025460791507477296,0.2008997183797515,0.046205818605639354,0.10737980122758435,0.06460002394693502
tabred-weather,5,33,30.0,0.0008804049048981019,0.15969990106979845,0.08913497274866891,0.014474031297657517,0.10976901050578879,0.039725014238817476,0.07056492832112952,0.04993089056400965
tabred-weather,5,33,100.0,0.0008804049048981019,0.0858707933472099,0.04162885196532376,0.00584660927171017,0.05192799574254812,0.028310065314379098,0.04424194138188614,0.03394279760466179
tabred-weather,6,33,0.01,0.0011414874364965928,0.9627124379168648,0.9756091280138928,0.006291530158687233,0.9623357486867599,0.02403326154867517,-0.01289669009702803,0.00037668923010491894
tabred-weather,6,33,0.03,0.0011414874364965928,0.9114151176939789,0.9373215919806154,0.014682415376139095,0.9153016209647031,0.047487067581822584,-0.02590647428663651,-0.003886503270724259
tabred-weather,6,33,0.1,0.0011414874364965928,0.8106142413914456,0.8485636722527296,0.027480130068203636,0.8311057433488399,0.07039158008892006,-0.03794943086128394,-0.020491501957394322
tabred-weather,6,33,0.3,0.0011414874364965928,0.6719840068950631,0.7124952292885546,0.03882176104569184,0.718693319575452,0.08085192202475334,-0.040511222393491475,-0.04670931268038898
tabred-weather,6,33,1.0,0.0011414874364965928,0.48108485946424373,0.5269234726650046,0.05928693734291728,0.5580825070443799,0.08793611556005589,-0.04583861320076082,-0.07699764758013614
tabred-weather,6,33,3.0,0.0011414874364965928,0.31827313198149315,0.373524782217263,0.08034959126799669,0.40072510500447195,0.08797789192886578,-0.05525165023576984,-0.08245197302297877
tabred-weather,6,33,10.0,0.0011414874364965928,0.19562098920494228,0.2486081929710665,0.09173431233203776,0.25002590308963396,0.07690675008007739,-0.052987203766124244,-0.0544049138846917
tabred-weather,6,33,30.0,0.0011414874364965928,0.1280281587804441,0.16480996693236735,0.08673504269071453,0.1463386971195127,0.05759447960737647,-0.03678180815192325,-0.018310538339068573
tabred-weather,6,33,100.0,0.0011414874364965928,0.07795753272550304,0.09239310382759298,0.06312800639380753,0.07014712023380174,0.03329984144246346,-0.014435571102089935,0.007810412491701305
tabred-weather,7,33,0.01,0.0013628909839910166,0.9729281445874949,0.9674126777370294,0.002673513485805986,0.9630303938549569,0.003923965110362794,0.005515466850465452,0.009897750732537933
tabred-weather,7,33,0.03,0.0013628909839910166,0.9297203664665192,0.9241743648563331,0.004828180953776902,0.9114701270508502,0.008807699217793905,0.005546001610186164,0.01825023941566899
tabred-weather,7,33,0.1,0.0013628909839910166,0.8288621039633918,0.8347382855145978,0.008284202541578188,0.8059137243099459,0.024811779423203208,-0.005876181551206067,0.02294837965344578
tabred-weather,7,33,0.3,0.0013628909839910166,0.6819801757777578,0.6997467799905785,0.022004473729403222,0.6586590330326553,0.051634052837959875,-0.017766604212820735,0.023321142745102642
tabred-weather,7,33,1.0,0.0013628909839910166,0.49662776913819767,0.5087734413171099,0.04408417275355805,0.46806244450485807,0.07786168038005743,-0.012145672178912166,0.028565324633339613
tabred-weather,7,33,3.0,0.0013628909839910166,0.33981775865802477,0.3449510977175022,0.05610585726097911,0.31210215324597046,0.08225321144388553,-0.005133339059477443,0.02771560541205427
tabred-weather,7,33,10.0,0.0013628909839910166,0.19744385020001318,0.2073703428268834,0.04915989334340324,0.18905030768884265,0.06918041120114252,-0.009926492626870224,0.008393542511170521
tabred-weather,7,33,30.0,0.0013628909839910166,0.1064014466108005,0.11802737424367779,0.03333730671076322,0.11625057274321154,0.05589343169428898,-0.011625927632877288,-0.009849126132411035
tabred-weather,7,33,100.0,0.0013628909839910166,0.05012782433900796,0.0554700443019765,0.020502333142884126,0.06365057019542258,0.04019005781246012,-0.005342219962968543,-0.013522745856414628
tabred-weather,8,33,0.01,0.0011732103583144504,0.97982451382683,0.921989030579605,0.02858843780992834,0.9705726400148472,0.013860012167030438,0.05783548324722492,0.00925187381198272
tabred-weather,8,33,0.03,0.0011732103583144504,0.9463009679277031,0.8508040313820772,0.04905123937325908,0.9268125293614199,0.030918690048410264,0.09549693654562602,0.01948843856628326
tabred-weather,8,33,0.1,0.0011732103583144504,0.8633108756344543,0.7499327350629138,0.06598192966361115,0.8300650439064106,0.057528407773538875,0.11337814057154057,0.03324583172804375
tabred-weather,8,33,0.3,0.0011732103583144504,0.7283021235782643,0.6314028499322204,0.06786505630515792,0.6873233238833181,0.07826942032694742,0.09689927364604385,0.0409787996949462
tabred-weather,8,33,1.0,0.0011732103583144504,0.5221817712157449,0.4759578580408943,0.06128530792918013,0.4971393825687791,0.08196927543951243,0.04622391317485059,0.025042388646965792
tabred-weather,8,33,3.0,0.0011732103583144504,0.3185068593745499,0.3410896268368175,0.051188369619878174,0.3346131038285697,0.07032153340649255,-0.022582767462267606,-0.01610624445401976
tabred-weather,8,33,10.0,0.0011732103583144504,0.14632698800468893,0.2220542075038623,0.04056578484839266,0.1995390024764128,0.055644429363263866,-0.07572721949917337,-0.05321201447172386
tabred-weather,8,33,30.0,0.0011732103583144504,0.06105770998288713,0.1389113054816463,0.036677913157018925,0.11972856458947312,0.044995093399667084,-0.07785359549875916,-0.058670854606586
tabred-weather,8,33,100.0,0.0011732103583144504,0.021075006918250077,0.07268080363932973,0.030952234056712095,0.0645294679285226,0.0319666550694003,-0.05160579672107966,-0.043454461010272526
tabred-weather,9,33,0.01,0.0012310280121382907,0.9433660321719599,0.9632687247481866,0.013484781528619972,0.9684710808644968,0.009149383098617738,-0.0199026925762267,-0.025105048692536994
tabred-weather,9,33,0.03,0.0012310280121382907,0.8736625147670443,0.91304034029187,0.02645199445325302,0.9252335918783741,0.01783832972013614,-0.03937782552482566,-0.051571077111329744
tabred-weather,9,33,0.1,0.0012310280121382907,0.7570992303970318,0.808189867676144,0.0383918483624631,0.8353731259834194,0.03364834451309132,-0.05109063727911225,-0.07827389558638766
tabred-weather,9,33,0.3,0.0012310280121382907,0.6220153715757417,0.6553220893880163,0.03831306800793476,0.7045353427134228,0.056465215612887705,-0.033306717812274594,-0.08251997113768107
tabred-weather,9,33,1.0,0.0012310280121382907,0.45064813461332803,0.45415810829671854,0.02967719665974113,0.5236963587601087,0.07490018866259791,-0.003509973683390508,-0.0730482241467806
tabred-weather,9,33,3.0,0.0012310280121382907,0.2975411227397367,0.29326759882253434,0.029196172813604773,0.3609978446395789,0.07214116804254335,0.004273523917202359,-0.06345672189984218
