dataset,task,model,seed,method,strength,target_parameters,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds,width,parameter_error_fraction,members
california,regression,mlp,20260850,anchor_product_isospectral,1.0,49409,256,49537,23,0.1473979651927948,0.15060481429100037,0.1440383791923523,0.450399978802853,0.44047172259736556,0.3828272819519043,7.770335674285889,0.027784813195466995,2.537793420953676,128,0.0025906211418972253,
california,regression,mlp,20260851,anchor_product_isospectral,1.0,49409,256,49537,18,0.15127120912075043,0.15207961201667786,0.146116241812706,0.45259986296985844,0.4436374154747149,0.34858438372612,7.495947360992432,0.027720266953110695,2.2089593161363155,128,0.0025906211418972253,
california,regression,mlp,20260852,anchor_product_isospectral,1.0,49409,256,49537,20,0.1499662697315216,0.15183041989803314,0.1458788812160492,0.4522289036023679,0.44327693635788634,0.5185797810554504,7.55407190322876,0.02762957289814949,2.2805087289307266,128,0.0025906211418972253,
california,regression,resnet,20260850,anchor_product_isospectral,1.0,165505,256,165633,12,0.13782384991645813,0.1548168808221817,0.14962173998355865,0.4566548552688907,0.44892759005556115,3.009505271911621,6.836734771728516,0.027790213003754616,1.8412950790952891,128,0.0007733905320080964,
california,regression,resnet,20260851,anchor_product_isospectral,1.0,165505,256,165633,13,0.14343364536762238,0.15669779479503632,0.14999836683273315,0.4594205000302125,0.4494922438247251,7.446205139160156,6.811308860778809,0.027730600908398628,1.8792568610515445,128,0.0007733905320080964,
california,regression,resnet,20260852,anchor_product_isospectral,1.0,165505,256,165633,9,0.15125329792499542,0.15520155429840088,0.1473482847213745,0.4572218264532175,0.44550386856455404,6.86094856262207,6.745173454284668,0.027639489620923996,1.8254902849439532,128,0.0007733905320080964,
california,regression,tabm,20260850,anchor_product_isospectral,1.0,57216,256,57352,13,,0.15029281377792358,0.14457759261131287,0.44993320988310614,0.44129544262876763,,,,1.8890972221270204,128,0.0023769574944071587,8
california,regression,tabm,20260851,anchor_product_isospectral,1.0,57216,256,57352,18,,0.14905375242233276,0.14353318512439728,0.448074677510764,0.43969860522840065,,,,2.274342411896214,128,0.0023769574944071587,8
california,regression,tabm,20260852,anchor_product_isospectral,1.0,57216,256,57352,9,,0.15101543068885803,0.14575764536857605,0.45101354040843944,0.44309271914658055,,,,1.345549806021154,128,0.0023769574944071587,8
king-county-sales,regression,mlp,20260850,anchor_product_isospectral,1.0,64897,377,65025,19,0.07981004565954208,0.10340896993875504,0.10797993093729019,0.16893111680308692,0.17262435009269517,0.6616483926773071,9.216512680053711,0.03367985785007477,2.321710070129484,128,0.001972356195201627,
king-county-sales,regression,mlp,20260851,anchor_product_isospectral,1.0,64897,377,65025,18,0.07850605994462967,0.10358632355928421,0.11214511841535568,0.16907591909006392,0.17592222256999612,0.34751957654953003,9.08206844329834,0.03364080935716629,2.0970940229017287,128,0.001972356195201627,
king-county-sales,regression,mlp,20260852,anchor_product_isospectral,1.0,64897,377,65025,10,0.0821344256401062,0.10491397231817245,0.11946120113134384,0.1701559791367373,0.18156995012992638,0.4799293875694275,8.320236206054688,0.033546850085258484,1.4050136948935688,128,0.001972356195201627,
king-county-sales,regression,resnet,20260850,anchor_product_isospectral,1.0,180993,377,181121,5,0.08891523629426956,0.10755784809589386,0.1184927448630333,0.1722866346496872,0.18083247454034357,5.830908298492432,6.9720377922058105,0.03369186818599701,1.1658703498542309,128,0.0007072096710922522,
king-county-sales,regression,resnet,20260851,anchor_product_isospectral,1.0,180993,377,181121,8,0.08174605667591095,0.10551374405622482,0.11848701536655426,0.17064165937747688,0.18082809086206986,4.463624954223633,7.106855869293213,0.03365596756339073,1.7570712808519602,128,0.0007072096710922522,
king-county-sales,regression,resnet,20260852,anchor_product_isospectral,1.0,180993,377,181121,7,0.08237819373607635,0.10524314641952515,0.1191706731915474,0.170422694647705,0.18134902840092515,5.83114767074585,7.116740703582764,0.03355883061885834,1.28385188896209,128,0.0007072096710922522,
king-county-sales,regression,tabm,20260850,anchor_product_isospectral,1.0,73672,377,73808,15,,0.10322209447622299,0.11447986215353012,0.1687784082392234,0.17774404794856302,,,,1.8975201349239796,128,0.0018460201976327505,8
king-county-sales,regression,tabm,20260851,anchor_product_isospectral,1.0,73672,377,73808,13,,0.10338638722896576,0.11370453238487244,0.16891265838635583,0.17714113562598932,,,,1.7140217698179185,128,0.0018460201976327505,8
king-county-sales,regression,tabm,20260852,anchor_product_isospectral,1.0,73672,377,73808,17,,0.10247428715229034,0.1087651252746582,0.16816591444842288,0.1732508403419839,,,,1.9504901070613414,128,0.0018460201976327505,8
