dataset,model,method,seed,selected_columns,parameters,target_parameters,matched_width,matched_ft_feedforward_width,best_epoch,val_log_loss,val_auc,val_accuracy,test_log_loss,test_auc,test_accuracy,mean_support_gate,train_seconds
adult,ft_transformer,qple_bin_all_separate,20260827,0;2;3;4;5,16262,16262,128,64,13,0.30796173186770087,0.9147582592187533,0.8569015814524796,0.31247314328895237,0.9107443364883772,0.85553712916897,0.2745930850505829,36.1159898978658
adult,ft_transformer,qple_exact_all_separate,20260827,0;2;3;4;5,16262,16262,128,64,9,0.2771728448108026,0.9298936902870351,0.8717948717948718,0.27679677601582303,0.9276869361867359,0.872550826116332,0.2682768404483795,31.636715133907273
adult,ft_transformer,qple_bin_supervised_separate,20260827,3;4;5,16256,16262,128,86,21,0.30052695606396646,0.916838282330121,0.8604329801934593,0.30596258744404037,0.912130222241459,0.8586081935999017,0.2624453902244568,54.1342533940915
adult,ft_transformer,qple_exact_supervised_separate,20260827,3;4;5,16256,16262,128,86,21,0.2718957738824029,0.9313188698128391,0.8725625671733456,0.2768257822645321,0.9269325610177604,0.8747005712179842,0.2983606457710266,54.21126419492066
adult,ft_transformer,tple_exact_supervised_separate,20260827,3;4;5,16256,16262,128,86,15,0.274578169820026,0.9310160489878458,0.8740979579302932,0.28030642948104784,0.9259510243698853,0.8731036177138997,0.27572429180145264,42.55814101500437
