dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_log_loss,anchor_val_auc,anchor_val_accuracy,anchor_train_seconds,anchor_test_log_loss,anchor_test_auc,anchor_test_accuracy,residual_target_parameters,residual_parameters,residual_parameter_difference,matched_width,matched_ft_feedforward_width,residual_best_epoch,val_log_loss,val_auc,val_accuracy,val_anchor_log_loss,val_anchor_auc,val_anchor_accuracy,residual_gate,residual_train_seconds,test_log_loss,test_auc,test_accuracy,test_anchor_log_loss,test_anchor_auc,test_anchor_accuracy,total_train_seconds
openml-electricity-151,mlp,frozen_t_anchor_t_residual_control,20260827,8,35963,35970,130,64,40,0.3658958047765865,0.9144288574657702,0.8294163080657619,21.69233623892069,0.3649075466980909,0.9153675976662554,0.8333885027032991,37362,37544,182,134,64,40,0.35526487485572555,0.9191957869810219,0.8372503586009048,0.3658958047765865,0.9144288574657702,0.8294163080657619,-0.14858844876289368,33.990246661007404,0.35011472238423913,0.9219078830656011,0.8397881496193313,0.3649075466980909,0.9153675976662554,0.8333885027032991,57.603118289029226
openml-electricity-151,resnet,frozen_t_anchor_t_residual_control,20260827,8,151281,152066,128,64,27,0.33245192980618626,0.933520445181519,0.8536908308507117,24.079507570015267,0.33341705567170565,0.9337035040055175,0.8539115083305748,153458,153480,22,129,64,36,0.3204564896372088,0.9374388059790745,0.8594284453271543,0.33245192980618626,0.933520445181519,0.8536908308507117,-0.13493914902210236,35.653087568003684,0.3212159262655263,0.9375317431525485,0.8616352201257862,0.33341705567170565,0.9337035040055175,0.8539115083305748,61.488337570102885
openml-electricity-151,ft_transformer,frozen_t_anchor_t_residual_control,20260827,8,9449,9442,128,76,37,0.3685815595774432,0.9121697864986457,0.8294163080657619,43.37009566114284,0.36246972434117075,0.9157173703314643,0.8354849387619994,10834,10836,2,128,97,36,0.3575177853149907,0.9177611160832637,0.8348229063224099,0.3685815595774432,0.9121697864986457,0.8294163080657619,-0.19957466423511505,57.36463219393045,0.3552185794031479,0.9196069529962148,0.8428776343374159,0.36246972434117075,0.9157173703314643,0.8354849387619994,101.3432655299548
openml-bank-marketing-1461,mlp,frozen_t_anchor_t_residual_control,20260827,16,55415,55365,134,64,23,0.1989585965367508,0.933065504828182,0.9062154390621544,18.07188257900998,0.19384591462731776,0.9368677446961635,0.9114232002653987,56642,56474,-168,136,64,13,0.19845710547923784,0.9337081535471699,0.906989604069896,0.1989585965367508,0.933065504828182,0.9062154390621544,-0.049935463815927505,18.10777377989143,0.1919153910221496,0.9382360356670647,0.9116443658078072,0.19384591462731776,0.9368677446961635,0.9114232002653987,36.931173861026764
openml-bank-marketing-1461,resnet,frozen_t_anchor_t_residual_control,20260827,16,170711,171461,129,64,9,0.19662724675303805,0.9349744503184062,0.9053306790533068,12.101373692974448,0.19136199221566644,0.9384981054979031,0.9137454384606878,172738,173054,316,130,64,13,0.19612360196079104,0.9352008601323631,0.9066578190665782,0.19662724675303805,0.9349744503184062,0.9053306790533068,0.04392654448747635,20.793790218885988,0.1898706458817919,0.9392517634079968,0.9148512661727303,0.19136199221566644,0.9384981054979031,0.9137454384606878,34.81719187484123
openml-bank-marketing-1461,ft_transformer,frozen_t_anchor_t_residual_control,20260827,16,12479,12453,128,111,23,0.20109287658612954,0.930364213777271,0.9063260340632603,31.421735198935494,0.1937726503007754,0.9354112093445532,0.9128607762910539,13730,13734,4,128,130,3,0.2010609226462561,0.9303870027389373,0.9063260340632603,0.20109287658612954,0.930364213777271,0.9063260340632603,0.02380937524139881,17.199657259043306,0.1936955757660478,0.9353971233870692,0.9123078624350326,0.1937726503007754,0.9354112093445532,0.9128607762910539,49.211763496976346
