dataset,task,model,seed,method,strength,target_parameters,input_features,width,parameters,parameter_error_fraction,members,best_epoch,val_loss,test_loss,val_metric,test_metric,train_seconds
california,regression,tabm,20260850,anchor_isospectral_representer,1.0,57080,263,126,57174,0.0016468114926419062,8,24,0.15078625082969666,0.1451219767332077,0.45067118555348173,0.4421254577282241,3.1547713140025735
california,regression,tabm,20260851,anchor_isospectral_representer,1.0,57080,263,126,57174,0.0016468114926419062,8,23,0.14953835308551788,0.14576557278633118,0.44880244963676574,0.4431047558701131,2.805403548059985
california,regression,tabm,20260852,anchor_isospectral_representer,1.0,57080,263,126,57174,0.0016468114926419062,8,25,0.1506311595439911,0.14529730379581451,0.4504393748606219,0.44239244470795924,2.824542577145621
tabred-weather,regression,tabm,20260850,anchor_isospectral_representer,1.0,399528,2873,124,400572,0.0026130834384573798,8,14,0.18014995753765106,0.16056200861930847,1.6485380008670631,1.5563355868509916,21.513762426096946
tabred-weather,regression,tabm,20260851,anchor_isospectral_representer,1.0,399528,2873,124,400572,0.0026130834384573798,8,15,0.18085044622421265,0.16081030666828156,1.6517398425384044,1.5575386070053696,21.093220385024324
tabred-weather,regression,tabm,20260852,anchor_isospectral_representer,1.0,399528,2873,124,400572,0.0026130834384573798,8,8,0.18172793090343475,0.1635250598192215,1.6557421156893497,1.5706304943815326,12.688367421040311
