dataset,reference_mass_weight,pairs,empirical_mass_rank,reference_mass_rank,completed_mass_rank,function_space_dimension,isospectral_max_abs_error,wins_vs_anchor_product_mass,gain_vs_anchor_product_mass_pct,wins_vs_anchor_product_wrong,gain_vs_anchor_product_wrong_pct,wins_vs_anchor_product_isospectral,gain_vs_anchor_product_isospectral_pct
california,0.001,9,69,144,144,144,3.524291969370097e-12,8,-0.023484345029351542,6,0.05662354291784358,7,-0.05202589823172538
king-county-sales,0.001,9,144,144,144,144,1.000444171950221e-11,6,0.0017778922354651722,4,-0.24867624008850514,4,-0.3978808334907854
california,0.01,9,69,144,144,144,9.094947017729282e-13,8,0.11978207245478803,9,0.0735341637984556,8,0.19119470254683668
king-county-sales,0.01,9,144,144,144,144,1.8189894035458565e-12,2,-0.0358062805044271,3,0.007777390031979046,5,0.16433597674549322
california,0.1,9,69,144,144,144,2.5579538487363607e-13,7,0.020125782975183124,7,0.008303809685449743,7,-0.01900202799089288
king-county-sales,0.1,9,144,144,144,144,4.547473508864641e-13,5,-0.09490747652222162,4,0.05995763456499733,6,-0.12753012869361485
