dataset,model,gain_vs_rank_only_pct,gain_vs_bin_identity_pct,gain_vs_exact_identity_pct,test_gain_vs_rank_pct,cell_gate
cooking-time,ft_transformer,-1.18035590723335,-1.1052477321098082,-0.5571239407178797,-0.5603140853304177,False
cooking-time,mlp,-0.42580881888984107,-0.23416744847471785,-0.040027291593107604,-0.16068487672668424,False
cooking-time,resnet,0.003118453449035964,-0.130740037606479,-0.07217273698425435,0.20805639551560204,False
weather,ft_transformer,-0.416153474002595,-0.19226777860076555,-0.10590274611444501,-0.42016230828257195,False
weather,mlp,-1.2872613139624307,0.1931825502863218,0.9891644636430381,-3.047790780201381,False
weather,resnet,-1.5717789343941977,-0.5016199712500435,0.19659688364393865,-0.9946412806587516,False
