dataset,model,seed,method,strength,width,baseline_parameter_count,parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
california,mlp,20260850,anchor_isospectral_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,21,0.14171656966209412,0.15372663736343384,0.14791184663772583,0.45504411337754647,0.4463550171067645,0.4400694966316223,7.713149070739746,0.028159696608781815,2.687748490134254
california,mlp,20260851,anchor_isospectral_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,18,0.1451282501220703,0.15582816302776337,0.14926916360855103,0.45814391557004086,0.44839832010298863,0.3812388777732849,7.513843059539795,0.0280990619212389,2.3082834279630333
california,mlp,20260852,anchor_isospectral_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,21,0.14048394560813904,0.15476292371749878,0.1481311321258545,0.45657526762277456,0.4466857502976218,0.36277854442596436,7.826328754425049,0.028012841939926147,2.3706103269942105
california,resnet,20260850,anchor_isospectral_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,10,0.1351342797279358,0.15868504345417023,0.153593510389328,0.46232453252387273,0.4548470293238438,3.185415029525757,6.795966625213623,0.028149139136075974,1.9161005669739097
california,resnet,20260851,anchor_isospectral_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,5,0.15588219463825226,0.1656675785779953,0.15649281442165375,0.4723867491610889,0.45911992782475863,3.036876916885376,6.6994948387146,0.028096521273255348,1.4662907449528575
california,resnet,20260852,anchor_isospectral_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,5,0.14925402402877808,0.16211792826652527,0.1546178162097931,0.4672985701705592,0.45636120072063946,3.2544238567352295,6.702284812927246,0.028013423085212708,1.240031407913193
tabred-weather,mlp,20260850,anchor_isospectral_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,7,0.15173915028572083,0.19174261391162872,0.1707477867603302,1.7007527565100986,1.6049422080542968,1.064989686012268,10.534651756286621,0.092731773853302,9.879825479816645
tabred-weather,mlp,20260851,anchor_isospectral_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,6,0.15207189321517944,0.1886754035949707,0.16984602808952332,1.6870949530813277,1.600698590053753,1.4794540405273438,9.713435173034668,0.09273195266723633,8.87166589894332
tabred-weather,mlp,20260852,anchor_isospectral_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,10,0.13614621758460999,0.19146709144115448,0.17213226854801178,1.6995304056171676,1.6114358314200672,1.4578349590301514,12.053528785705566,0.09280044585466385,11.63610284589231
tabred-weather,resnet,20260850,anchor_isospectral_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,13,0.15196655690670013,0.1865995079278946,0.1686338186264038,1.6777880706150086,1.5949762284303688,29.314558029174805,12.723724365234375,0.09274392575025558,20.714527238160372
tabred-weather,resnet,20260851,anchor_isospectral_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,14,0.1490020900964737,0.18601012229919434,0.1684144139289856,1.6751362868454862,1.5939382719477067,17.989696502685547,13.302830696105957,0.09276501834392548,24.777169578010216
tabred-weather,resnet,20260852,anchor_isospectral_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,13,0.14949676394462585,0.18721936643123627,0.16778258979320526,1.680572507237116,1.5909455958126841,16.139385223388672,13.65641975402832,0.09282813966274261,19.935469429008663
