dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,val_t_branch_rmse,test_loss,test_rmse,test_t_branch_rmse,mean_abs_chart_gate,max_abs_chart_gate,train_seconds
maps-routing,mlp,scalar_gate,20260827,986,3867575,4,0.1930478811264038,0.16535529080118277,0.16535444201963642,0.19386158883571625,0.16570341528528743,0.16571271924524586,0.002344572450965643,0.002359391888603568,29.59435210400261
maps-routing,mlp,field_gate,20260827,986,3869545,6,0.19299355149269104,0.16533202112194484,0.16654560289633422,0.1934286206960678,0.16551827184637918,0.16657444272994334,0.0037596742622554302,0.059509437531232834,36.355959312058985
maps-routing,resnet,scalar_gate,20260827,986,3983671,8,0.1933964341878891,0.16550450015935628,0.16766223710679673,0.19517415761947632,0.16626342880689407,0.16886439070278886,0.07258028537034988,0.08148621767759323,45.94173931214027
maps-routing,resnet,field_gate,20260827,986,3985641,8,0.19393852353096008,0.16573629203327178,0.17490226703081907,0.1959182620048523,0.16658006819630497,0.1753085403096546,0.016249582171440125,0.11370433866977692,40.23398051504046
