dataset,model,seed,method,strength,width,baseline_parameter_count,parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
tabred-delivery-eta,mlp,20260850,quantile_ple,1.0,128,760577,760577,0.0,5811,760577,10,0.4992167055606842,0.5992410182952881,0.6099842190742493,0.5649803291647757,0.5700222942279076,0.5455454587936401,11.85989761352539,0.1319126933813095,15.944196131080389
tabred-delivery-eta,mlp,20260850,raple_raw,1.0,128,760577,763393,0.0037024522171982587,5833,763393,10,0.4990658164024353,0.5982765555381775,0.5992312431335449,0.5645254686657282,0.5649757179164112,1.0497742891311646,12.007009506225586,0.1321708858013153,14.879163097124547
tabred-delivery-eta,mlp,20260850,anchor_only,1.0,128,760577,760705,0.00016829328259992084,5812,760705,10,0.5010069012641907,0.6000092029571533,0.607562243938446,0.5653423121613876,0.568889536716938,0.5593118071556091,10.710259437561035,0.13193084299564362,13.87528767902404
tabred-delivery-eta,mlp,20260850,anchor_mass_representer,1.0,123,760577,757558,-0.0039693548450715705,6033,757558,7,0.5034642815589905,0.6004979014396667,0.6029778122901917,0.5655725265608673,0.5667391288947385,0.8274053931236267,10.270867347717285,0.13438725471496582,12.605192683869973
tabred-delivery-eta,mlp,20260850,anchor_riesz_representer,1.0,123,760577,757558,-0.0039693548450715705,6033,757558,6,0.5079012513160706,0.5988772511482239,0.6071581840515137,0.5648087994260855,0.5687003015246219,0.8345116376876831,9.656576156616211,0.13438759744167328,10.643776530167088
tabred-delivery-eta,mlp,20260850,anchor_wrong_representer,1.0,123,760577,757558,-0.0039693548450715705,6033,757558,6,0.508593738079071,0.6010104417800903,0.6086392998695374,0.5658138340578276,0.5693935548636446,0.8318918943405151,9.61917781829834,0.13438710570335388,12.978466759901494
tabred-delivery-eta,mlp,20260851,quantile_ple,1.0,128,760577,760577,0.0,5811,760577,10,0.5051414966583252,0.6019293069839478,0.6003100275993347,0.5662462038455125,0.5654840427950809,0.8604164123535156,11.577616691589355,0.13185779750347137,16.805771468905732
tabred-delivery-eta,mlp,20260851,raple_raw,1.0,128,760577,763393,0.0037024522171982587,5833,763393,7,0.5072852373123169,0.5979791879653931,0.5887468457221985,0.5643851301070129,0.5600113610333004,0.4979228973388672,10.182699203491211,0.1320914477109909,11.112140535144135
tabred-delivery-eta,mlp,20260851,anchor_only,1.0,128,760577,760705,0.00016829328259992084,5812,760705,8,0.5003900527954102,0.6012344360351562,0.5907528400421143,0.5659192402350648,0.5609645843744566,0.64481121301651,10.294183731079102,0.13185954093933105,11.46089917095378
tabred-delivery-eta,mlp,20260851,anchor_mass_representer,1.0,123,760577,757558,-0.0039693548450715705,6033,757558,8,0.48037248849868774,0.6026750206947327,0.5963364839553833,0.5665968327305855,0.5636093963255462,0.5959794521331787,10.947060585021973,0.13429874181747437,14.850374759873375
