task,dataset,model,seed,anchor_parameters,residual_budget,combined_budget,second_parameters,second_matched_width,second_matched_ft_feedforward_width,second_best_epoch,second_train_seconds,second_val_loss,second_val_rmse,second_test_loss,second_test_rmse,ensemble_val_loss,ensemble_val_rmse,ensemble_test_loss,ensemble_test_rmse,wide_parameters,wide_matched_width,wide_matched_ft_feedforward_width,wide_best_epoch,wide_train_seconds,wide_val_loss,wide_val_rmse,wide_test_loss,wide_test_rmse
regression,openml-cpu-act-197,mlp,20260827,65489,71202,136691,70925,137,64,37,3.4611551659181714,0.01912401244044304,2.5891140658444924,0.01900738850235939,2.581207397777483,0.018525173887610435,2.548254629824212,0.01844148337841034,2.5424920351236064,136583,230,64,23,2.8997176690027118,0.019772682338953018,2.6326581511838856,0.02028355374932289,2.6664515628220005
regression,openml-cpu-act-197,resnet,20260827,181585,187298,368883,186413,130,64,35,4.159490308025852,0.017698777839541435,2.4907682108997946,0.01865476742386818,2.5571523005087258,0.017446910962462425,2.4729819567675997,0.01791868917644024,2.5061946202108842,367825,192,64,39,4.252986143808812,0.018474269658327103,2.5447511223334747,0.019020693376660347,2.5821106421196185
regression,openml-cpu-act-197,ft_transformer,20260827,12337,18050,30387,18079,128,151,36,7.914032027125359,0.019465645775198936,2.6121377970588906,0.01869136653840542,2.5596595322811826,0.018852613866329193,2.5706767022133072,0.01844412088394165,2.542673842544352,25009,128,256,31,7.770573121029884,0.019261125475168228,2.5983790474347006,0.019340531900525093,2.6037296116074526
regression,openml-elevators-216,mlp,20260827,69283,63426,132709,63533,137,64,38,6.45503204013221,0.09220399707555771,0.002042442410665685,0.08546756953001022,0.0019664170118116327,0.09141441434621811,0.0020336784487986455,0.08482487499713898,0.0019590095804347344,132337,240,64,40,6.764350302051753,0.09190959483385086,0.002039179101100884,0.08563951402902603,0.0019683940465225185
