dataset,task,model,seed,method,bins,spike_fraction,heat_strength,input_size,width,parameter_count,baseline_parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
california,regression,mlp,20260842,adaptive_support_riesz,32,0.35,1.0,254,128,49281,49281,0.0,254,49281,25,0.1326781064271927,0.16833555698394775,0.1630924791097641,0.47617530789296225,0.46870102140353254,0.3496917486190796,9.359562873840332,0.027710704132914543,22.50829110480845
