dataset,task,model,seed,method,strength,target_parameters,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds,width,parameter_error_fraction,members
california,regression,mlp,20260850,raple_raw,1.0,49409,276,49447,24,0.14366105198860168,0.15343846380710602,0.1500263512134552,0.4546173976930028,0.44953416482737296,0.5675647258758545,7.98121976852417,0.02883230708539486,2.8489868668839335,123,0.0007690906515007387,
california,regression,mlp,20260850,anchor_only,1.0,49409,255,49409,23,0.14964339137077332,0.1524973064661026,0.14689454436302185,0.45322099941008176,0.44481739485205196,0.33359116315841675,7.707949638366699,0.027736468240618706,2.490561456885189,128,0.0,
california,regression,mlp,20260850,anchor_product_mass,1.0,49409,256,49537,23,0.14712072908878326,0.15021318197250366,0.1444399654865265,0.449813984061219,0.44108535337952404,0.38270092010498047,7.792519569396973,0.02778400108218193,2.3244316368363798,128,0.0025906211418972253,
california,regression,mlp,20260850,anchor_product_riesz,1.0,49409,256,49537,23,0.14750780165195465,0.15045946836471558,0.14429952204227448,0.4501825914252606,0.44087083682967076,0.3816676735877991,7.776374816894531,0.027784256264567375,2.736571283079684,128,0.0025906211418972253,
california,regression,mlp,20260850,anchor_product_wrong,1.0,49409,256,49537,23,0.14717958867549896,0.1503189504146576,0.1444089412689209,0.44997232923458697,0.4410379674276861,0.3828425407409668,7.790390968322754,0.027784429490566254,2.684595808852464,128,0.0025906211418972253,
california,regression,mlp,20260850,anchor_product_isospectral,1.0,49409,256,49537,23,0.14725731313228607,0.15079547464847565,0.14437828958034515,0.45068498627960096,0.44099116947671035,0.38345593214035034,7.772911071777344,0.02778397873044014,2.6132312898989767,128,0.0025906211418972253,
california,regression,mlp,20260851,raple_raw,1.0,49409,276,49447,18,0.14788594841957092,0.154214009642601,0.1495659053325653,0.45576486408148753,0.4488438172268374,0.4428768754005432,7.534802436828613,0.028767546638846397,2.841235595056787,123,0.0007690906515007387,
california,regression,mlp,20260851,anchor_only,1.0,49409,255,49409,23,0.14995868504047394,0.15263335406780243,0.14820246398448944,0.4534230987652563,0.44679328527883655,0.3855631351470947,7.880903720855713,0.02767302468419075,2.7773809579666704,128,0.0,
california,regression,mlp,20260851,anchor_product_mass,1.0,49409,256,49537,23,0.14871475100517273,0.15163646638393402,0.14556047320365906,0.45193998764930043,0.44279290788341896,0.347462922334671,7.848794937133789,0.02772054821252823,2.3953842108603567,128,0.0025906211418972253,
california,regression,mlp,20260851,anchor_product_riesz,1.0,49409,256,49537,23,0.14919906854629517,0.15170879662036896,0.14561623334884644,0.45204776474851727,0.4428777183607231,0.348979651927948,7.829434871673584,0.027719983831048012,2.595315545098856,128,0.0025906211418972253,
