dataset,model,seed,method,n_train,n_val,n_test,n_num,n_support_fields,support_levels,parameters,target_parameters,matched_width,matched_ft_feedforward_width,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_support_gate,train_seconds
weather,mlp,20260827,qple,50000,15000,15000,100,9,174,258827,257946,130,64,8,0.1853387355804443,1.6795556742380628,0.1720807552337646,1.6183686549015872,0.0,12.632084666984156
weather,mlp,20260827,tple,50000,15000,15000,100,9,174,258827,257946,130,64,8,0.1841151714324951,1.6740024716748352,0.1723611056804657,1.6196864249543013,0.0,12.489717807155102
weather,mlp,20260827,qple_bin_control,50000,15000,15000,100,9,174,257946,257946,128,64,9,0.1846790909767151,1.6765641317776712,0.1692130267620086,1.604826930159535,0.2822502255439758,15.9997631048318
weather,mlp,20260827,qple_support,50000,15000,15000,100,9,174,257946,257946,128,64,9,0.18504698574543,1.6782332224639034,0.1691966503858566,1.6047492709926452,0.2868375778198242,15.096604007063434
weather,mlp,20260827,tple_support,50000,15000,15000,100,9,174,257946,257946,128,64,12,0.186961144208908,1.686890860376998,0.1726166307926178,1.6208865718108427,0.2902856469154358,18.054797847988084
weather,resnet,20260827,qple,50000,15000,15000,100,9,174,374823,374042,129,64,14,0.1813312172889709,1.6612982021354574,0.1677155047655105,1.5977098526289193,0.0,20.386195302009583
weather,resnet,20260827,tple,50000,15000,15000,100,9,174,374823,374042,129,64,20,0.1832382529973983,1.6700111771905417,0.169310450553894,1.6052888503499507,0.0,21.611218083882704
weather,resnet,20260827,qple_bin_control,50000,15000,15000,100,9,174,374042,374042,128,64,14,0.1822195351123809,1.665362471512147,0.1698130518198013,1.6076697498382018,0.288274347782135,26.546899653039876
weather,resnet,20260827,qple_support,50000,15000,15000,100,9,174,374042,374042,128,64,14,0.1821194142103195,1.6649048902141872,0.1696833372116089,1.6070556094980923,0.2959910035133362,26.14312475617044
weather,resnet,20260827,tple_support,50000,15000,15000,100,9,174,374042,374042,128,64,14,0.1847991496324539,1.6771090048648347,0.1702510714530944,1.6097418443855782,0.2918400764465332,24.97170709981583
weather,ft_transformer,20260827,qple,50000,15000,15000,100,9,174,36825,36858,128,108,7,0.1859820187091827,1.682467893171549,0.1714549362659454,1.6154231531959733,0.0,21.71871384815313
weather,ft_transformer,20260827,tple,50000,15000,15000,100,9,174,36825,36858,128,108,14,0.1835496872663498,1.6714297617313398,0.1705495715141296,1.6111524011628602,0.0,31.72801017994061
weather,ft_transformer,20260827,qple_bin_control,50000,15000,15000,100,9,174,36858,36858,128,64,14,0.1841695606708526,1.6742497109318006,0.1719007194042205,1.617521841464414,0.2738566100597381,36.02278420701623
weather,ft_transformer,20260827,qple_support,50000,15000,15000,100,9,174,36858,36858,128,64,14,0.1833220422267913,1.6703929559803918,0.1709468364715576,1.6130277565054985,0.2824849486351013,39.394050791161135
weather,ft_transformer,20260827,tple_support,50000,15000,15000,100,9,174,36858,36858,128,64,14,0.1851495504379272,1.6786982493038265,0.1705689877271652,1.6112441093615042,0.2779218256473541,37.90764088695869
cooking-time,mlp,20260827,qple,50000,15000,15000,186,12,419,467579,467821,130,64,8,0.5036054849624634,0.468498493252431,0.5307406783103943,0.4809546857987823,0.0,13.785914819920436
cooking-time,mlp,20260827,tple,50000,15000,15000,186,12,419,467579,467821,130,64,12,0.5018068552017212,0.4676611224417131,0.5307167768478394,0.4809438559808424,0.0,20.068775094812736
cooking-time,mlp,20260827,qple_bin_control,50000,15000,15000,186,12,419,467821,467821,128,64,12,0.5020223259925842,0.4677615161450568,0.528152346611023,0.4797804854997203,0.2816307842731476,21.40169321000576
cooking-time,mlp,20260827,qple_support,50000,15000,15000,186,12,419,467821,467821,128,64,8,0.5029144287109375,0.4681769419931533,0.529225766658783,0.4802677924152451,0.2813954353332519,16.659990814048797
cooking-time,mlp,20260827,tple_support,50000,15000,15000,186,12,419,467821,467821,128,64,8,0.5025225877761841,0.4679945186746604,0.5286175012588501,0.4799917152781678,0.2794863283634186,15.740035102004184
cooking-time,resnet,20260827,qple,50000,15000,15000,186,12,419,582151,583917,129,64,13,0.5025066137313843,0.4679870803773584,0.534322202205658,0.4825747372865613,0.0,21.41924323607236
cooking-time,resnet,20260827,tple,50000,15000,15000,186,12,419,582151,583917,129,64,5,0.5038467049598694,0.4686106819390555,0.5302237272262573,0.4807203994246091,0.0,12.09511409397237
cooking-time,resnet,20260827,qple_bin_control,50000,15000,15000,186,12,419,583917,583917,128,64,8,0.5016698837280273,0.4675972924997691,0.5295649170875549,0.4804216558046948,0.2759280800819397,17.95293498598039
