dataset,model,seed,method,strength,width,baseline_parameter_count,parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
california,mlp,20260850,anchor_riesz_representer,3.0,126,49281,49393,0.00227268115500903,263,49393,21,0.14199815690517426,0.15350143611431122,0.14624057710170746,0.45471068230038014,0.4438261291632024,0.45362889766693115,7.692018032073975,0.028159907087683678,2.917746977182105
california,mlp,20260850,anchor_wrong_representer,3.0,126,49281,49393,0.00227268115500903,263,49393,21,0.1437533050775528,0.15303486585617065,0.14721880853176117,0.4540190895215481,0.44530809886571987,0.44623956084251404,7.6759538650512695,0.02815896086394787,2.600708602927625
california,mlp,20260850,anchor_isospectral_representer,3.0,126,49281,49393,0.00227268115500903,263,49393,17,0.14626407623291016,0.1542952060699463,0.1483369618654251,0.455884850845667,0.44699597263487334,0.4371570646762848,7.436563968658447,0.02815920114517212,2.343797295121476
california,mlp,20260851,anchor_riesz_representer,3.0,126,49281,49393,0.00227268115500903,263,49393,18,0.1446349322795868,0.15536147356033325,0.14793898165225983,0.45745733809268074,0.446395935049118,0.3964918255805969,7.497213363647461,0.028100933879613876,2.5005152230150998
california,mlp,20260851,anchor_wrong_representer,3.0,126,49281,49393,0.00227268115500903,263,49393,25,0.1416328251361847,0.15489761531352997,0.14809517562389374,0.4567739081493478,0.4466315504534393,0.38559648394584656,7.96639347076416,0.02810072898864746,2.622867075027898
california,mlp,20260851,anchor_isospectral_representer,3.0,126,49281,49393,0.00227268115500903,263,49393,25,0.14179150760173798,0.15581382811069489,0.14763659238815308,0.45812281671557287,0.4459395080268891,0.3790159821510315,8.03282642364502,0.02809947542846203,2.7199830100871623
california,mlp,20260852,anchor_riesz_representer,3.0,126,49281,49393,0.00227268115500903,263,49393,17,0.14327172935009003,0.15452167391777039,0.14862103760242462,0.4562192849831277,0.4474237951445694,0.37664467096328735,7.609500885009766,0.02801375277340412,2.4749426099006087
california,mlp,20260852,anchor_wrong_representer,3.0,126,49281,49393,0.00227268115500903,263,49393,21,0.1426585167646408,0.15376797318458557,0.14773598313331604,0.45510530005550365,0.44608958659989995,0.36758649349212646,7.795235633850098,0.0280131958425045,2.5274742010515183
california,mlp,20260852,anchor_isospectral_representer,3.0,126,49281,49393,0.00227268115500903,263,49393,21,0.14237508177757263,0.1553797572851181,0.14837956428527832,0.45748424777919894,0.44706016849371366,0.36094850301742554,7.80725622177124,0.028013914823532104,2.5997874131426215
california,resnet,20260850,anchor_riesz_representer,3.0,128,165377,166529,0.006965902150843225,263,166529,10,0.1346094310283661,0.157916858792305,0.1505911499261856,0.46120411417505025,0.45037953712581924,3.323176145553589,6.793642997741699,0.028148813173174858,1.8828787310048938
california,resnet,20260850,anchor_wrong_representer,3.0,128,165377,166529,0.006965902150843225,263,166529,12,0.12808816134929657,0.15806329250335693,0.15605221688747406,0.46141790437089725,0.4584731614645996,3.20924973487854,6.849397659301758,0.02814910188317299,2.2375358489807695
