dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,val_q_rmse,val_t_rmse,val_rank_rmse,val_disagreement,test_loss,test_rmse,test_q_rmse,test_t_rmse,test_rank_rmse,test_disagreement,train_seconds
weather,mlp,shared_consistency,20260828,103,417647,17,0.18232588469982147,1.6658483820300622,1.6672433701291793,1.668698694316605,1.6794687090515965,0.0013082569930702448,0.16650810837745667,1.5919484486979874,1.593338673981389,1.5981779453084342,1.6002365358761808,0.0011118255788460374,37.45638620201498
weather,resnet,shared_consistency,20260828,103,533743,20,0.18074990808963776,1.6586331807323196,1.667446182740124,1.6601097831668856,1.6704503204961783,0.0016109884018078446,0.16597037017345428,1.589375769861982,1.6054917903780248,1.5939134205585586,1.5919156809925088,0.0016214805655181408,45.23283459083177
weather,ft_transformer,shared_consistency,20260828,103,196559,16,0.17964614927768707,1.6535611603967282,1.6653795628260037,1.6785511815206806,1.6633118069138135,0.0033906397875398397,0.16542598605155945,1.5867670464224892,1.6005450500424896,1.6083397805611666,1.596391203162023,0.003142158966511488,84.44629382714629
cooking-time,mlp,shared_consistency,20260828,192,764129,4,0.5030010342597961,0.4682172520073916,0.46857683688459356,0.4685018756614084,0.4683846415383624,0.000581151049118489,0.5319920778274536,0.481521358119315,0.4818565130177667,0.48093418725903014,0.48258125092886944,0.0005970666534267366,18.247742876876146
cooking-time,resnet,shared_consistency,20260828,192,880225,6,0.5042747259140015,0.4688096835498999,0.4692440565807633,0.469231849227522,0.46887074439187443,0.0006588710239157081,0.5321629643440247,0.48159868906473263,0.4821246793270965,0.48183009523885506,0.48175061751330617,0.0006698404904454947,26.117667937884107
cooking-time,ft_transformer,shared_consistency,20260828,192,360769,16,0.5012654662132263,0.4674087794279516,0.46957782264023434,0.4685646398693573,0.46802468697435307,0.0028226750437170267,0.532924473285675,0.4819431423876017,0.4843062631790344,0.4832350478639844,0.48206343812451846,0.0027889120392501354,93.76178655191325
delivery-eta,mlp,shared_consistency,20260828,223,886879,7,0.5980340242385864,0.5652232947995574,0.5658636803642789,0.5659211861212242,0.5652582492614225,0.0009707933058962226,0.5719334483146667,0.5527514032112598,0.5519643829078802,0.5551813088319534,0.5524660956102272,0.0009394609951414168,28.44934955984354
delivery-eta,resnet,shared_consistency,20260828,223,1002975,13,0.5973318815231323,0.5648913872822561,0.565493185175678,0.5660553622523161,0.5647361860239826,0.001137077109888196,0.5823438167572021,0.5577593251789338,0.5586094364341634,0.5604429292749975,0.5557939930145721,0.001100294291973114,46.621530045056716
delivery-eta,ft_transformer,shared_consistency,20260828,223,420031,13,0.5993457436561584,0.565842831677317,0.5669852822633956,0.567954579439029,0.5669187294575874,0.0030617909505963326,0.5764647722244263,0.5549367572517804,0.5558464683760616,0.5545292474350342,0.559098152749847,0.0032420933712273836,86.52689446508884
