dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,val_q_rmse,val_t_rmse,val_rank_rmse,val_disagreement,test_loss,test_rmse,test_q_rmse,test_t_rmse,test_rank_rmse,test_disagreement,train_seconds
maps-routing,mlp,shared_consistency,20260828,986,3867573,5,0.193107008934021,0.1653806118439064,0.16595644211591726,0.16491799324289586,0.16582851334100485,0.0004388736851979047,0.19481877982616425,0.1661119916183697,0.16661020681785252,0.165644095829983,0.1666500982184878,0.0004466191167011857,30.579971885075793
maps-routing,resnet,shared_consistency,20260828,986,3983669,12,0.19356536865234375,0.1655767696175498,0.16608608317177606,0.1651862526328274,0.166704843894791,0.0009758924716152251,0.19471468031406403,0.16606760552815097,0.16675536971467586,0.1656184455148227,0.16704272698171696,0.0009528847876936197,52.62478958489373
