dataset,model,method,seed,selected_columns,n_selected,parameters,target_parameters,matched_width,matched_ft_feedforward_width,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_support_gate,train_seconds
weather,hybrid,qple,20260827,46;98;99,3,263543,262838,129,64,8,0.18613678216934204,1.683167773751008,0.171864315867424,1.6173505605242873,0.0,21.27906927280128
weather,hybrid,tple,20260827,46;98;99,3,263543,262838,129,64,12,0.18466876447200775,1.6765172577939056,0.1708207130432129,1.6124326061856973,0.0,25.962850074050948
weather,hybrid,qple_bin_control,20260827,46;98;99,3,262838,262838,128,64,20,0.1817246377468109,1.6630994214257053,0.1695476919412613,1.606413139002902,-0.11452864110469818,32.791013453155756
weather,hybrid,qple_support,20260827,46;98;99,3,262838,262838,128,64,20,0.18277625739574432,1.6679045626152642,0.16927357017993927,1.6051140032649032,0.20386755466461182,31.9785236089956
weather,hybrid,tple_support,20260827,46;98;99,3,262838,262838,128,64,12,0.18571028113365173,1.68123832035852,0.17045725882053375,1.610716311093348,0.11648702621459961,27.823889306979254
