dataset,model,method,seed,selected_columns,n_selected,parameters,target_parameters,matched_width,matched_ft_feedforward_width,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_support_gate,train_seconds
delivery-eta,mlp,qple,20260829,38;86,2,533665,535411,128,64,5,0.5992539525032043,0.5657994999649704,0.5862734317779541,0.559638021482401,0.0,10.276747266063467
delivery-eta,mlp,tple,20260829,38;86,2,533665,535411,128,64,6,0.6010156273841858,0.5666305527076646,0.5844644904136658,0.5587739754424078,0.0,10.232682985020801
delivery-eta,resnet,qple,20260829,38;86,2,649761,651507,128,64,11,0.5992740988731384,0.5658090107159504,0.58621746301651,0.5596113078426521,0.0,16.674570642178878
delivery-eta,resnet,tple,20260829,38;86,2,649761,651507,128,64,14,0.6024674773216248,0.5673145335192968,0.5712085962295532,0.5524010215050806,0.0,19.28207306494005
delivery-eta,ft_transformer,qple,20260829,38;86,2,68533,68563,128,90,11,0.6015300154685974,0.5668729804031148,0.5853181481361389,0.559181893869657,0.0,31.523619080893695
delivery-eta,ft_transformer,tple,20260829,38;86,2,68533,68563,128,90,8,0.6038410067558289,0.5679608585235909,0.5732160210609436,0.553370834437882,0.0,25.88817539298907
