dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_loss,anchor_val_rmse,anchor_test_loss,anchor_test_rmse,residual_parameters,residual_best_epoch,val_loss,val_rmse,val_anchor_rmse,test_loss,test_rmse,test_anchor_rmse,residual_gate,residual_train_seconds,total_train_seconds
weather,mlp,frozen_t_anchor_q_rank_residual,20260828,103,258827,257946,130,64,12,0.18152806162834167,1.6621996697692445,0.16811572015285492,1.5996150046302697,390352,0,0.18152806162834167,1.6621996697692445,1.6621996697692445,0.16811572015285492,1.5996150046302697,1.5996150046302697,0.0,9.372937408974394,42.20700404420495
weather,resnet,frozen_t_anchor_q_rank_residual,20260828,103,374823,374042,129,64,20,0.1833890974521637,1.670698424799251,0.169311985373497,1.6052961264017365,506448,17,0.1812070906162262,1.660729500499538,1.670698424799251,0.16755035519599915,1.5969230259047458,1.6052961264017365,-0.062234580516815186,38.32209286419675,66.0048983800225
weather,ft_transformer,frozen_t_anchor_q_rank_residual,20260828,103,36825,36858,128,108,10,0.1855730414390564,1.6806169889067326,0.17329108715057373,1.6240500893168903,169264,13,0.18366341292858124,1.671947482640699,1.6806169889067326,0.16899201273918152,1.603778532303488,1.6240500893168903,0.09999387711286545,79.92310482216999,112.49793874798343
cooking-time,mlp,frozen_t_anchor_q_rank_residual,20260828,192,467579,467821,130,64,7,0.5040918588638306,0.4687246727283574,0.5325055122375488,0.4817536642213839,713202,3,0.4987066984176636,0.46621428191215764,0.4687246727283574,0.528426468372345,0.47990497724139536,0.4817536642213839,-0.0180018562823534,42.08040030486882,67.35942797502503
cooking-time,resnet,frozen_t_anchor_q_rank_residual,20260828,192,582151,583917,129,64,15,0.5006150603294373,0.4671054430536419,0.5352957844734192,0.4830141841069379,829298,7,0.4982408285140991,0.4659964725760233,0.4671054430536419,0.5312964916229248,0.48120645759361924,0.4830141841069379,-0.02741175889968872,27.611333762994036,56.64503271295689
cooking-time,ft_transformer,frozen_t_anchor_q_rank_residual,20260828,192,64483,64461,128,169,15,0.5010343790054321,0.4673010274995833,0.5297129154205322,0.4804887832095382,309842,3,0.497935950756073,0.46585387717628457,0.4673010274995833,0.5309972763061523,0.481070935693059,0.4804887832095382,-0.06317086517810822,47.43266501091421,110.8417970018927
delivery-eta,mlp,frozen_t_anchor_q_rank_residual,20260828,223,541323,540302,130,64,7,0.5990844368934631,0.5657194682600324,0.5782582759857178,0.5557993496240438,826688,0,0.5990844368934631,0.5657194682600324,0.5657194682600324,0.5782582759857178,0.5557993496240438,0.5557993496240438,0.0,17.073427469003946,35.81405682815239
delivery-eta,resnet,frozen_t_anchor_q_rank_residual,20260828,223,655399,656398,129,64,13,0.6002625823020935,0.5662754603657942,0.5847480297088623,0.5589094970790892,942784,0,0.6002625823020935,0.5662754603657942,0.5662754603657942,0.5847480297088623,0.5589094970790892,0.5589094970790892,0.0,16.110284939873964,43.37099650502205
delivery-eta,ft_transformer,frozen_t_anchor_q_rank_residual,20260828,223,73483,73454,128,165,13,0.6069402098655701,0.5694165175751209,0.5831384658813477,0.5581397463728509,359840,1,0.6068456768989563,0.5693721715852434,0.5694165175751209,0.5645151138305664,0.5491549373632422,0.5581397463728509,0.04702866077423096,45.5892538910266,82.99607346812263
