dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_identity_gate,mean_frequency_gate,train_seconds
weather,mlp,interval_rank,20260827,103,363055,20,0.18267586827278137,1.6674464547726662,0.16565263271331787,1.587853672425791,0.0,0.0,22.19246041495353
weather,resnet,interval_rank,20260827,103,479151,14,0.182897686958313,1.6684585166591746,0.1685504913330078,1.6016820850893847,0.0,0.0,23.631491103908047
weather,ft_transformer,interval_rank,20260827,103,141967,12,0.18751661479473114,1.6893949189308717,0.17468753457069397,1.630580575113313,0.0,0.0,31.210751723963767
cooking-time,mlp,interval_rank,20260827,192,662273,8,0.5000548362731934,0.46684400769299056,0.528557300567627,0.47996438298619193,0.0,0.0,14.172389797866344
cooking-time,resnet,interval_rank,20260827,192,778369,5,0.5036013722419739,0.46849658023982105,0.5325496196746826,0.48177361563876503,0.0,0.0,12.669172827154398
cooking-time,ft_transformer,interval_rank,20260827,192,258913,8,0.502374529838562,0.46792557111943456,0.5345202088356018,0.48266414415218994,0.0,0.0,32.15702195907943
