dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,val_q_rmse,val_t_rmse,val_rank_rmse,val_disagreement,test_loss,test_rmse,test_q_rmse,test_t_rmse,test_rank_rmse,test_disagreement,train_seconds
maps-routing,mlp,shared_noalign,20260827,986,3867573,6,0.19246765971183777,0.1651066092833214,0.1654839042483141,0.1649842323057775,0.16550200710647822,0.0005061983829364181,0.1941196322441101,0.16581366006116258,0.16638860685176918,0.16543053424631218,0.16627251103296983,0.0005094354855827987,30.989102764986455
maps-routing,mlp,shared_consistency,20260827,986,3867573,6,0.19243857264518738,0.16509413277580012,0.16535588430749523,0.16505955539501904,0.1654724701794478,0.0004710932553280145,0.19407214224338531,0.16579337624851043,0.166213147075415,0.16551142440078684,0.16625512045210453,0.00046910549281165004,36.72207616479136
maps-routing,resnet,shared_noalign,20260827,986,3983669,10,0.1937231719493866,0.1656442487260624,0.1669001534460663,0.16566867843266064,0.1657944519193333,0.001119279651902616,0.1950378566980362,0.16620536318818097,0.16738739248516543,0.1661184268075174,0.16654338521554962,0.0011247838847339153,53.07487640087493
maps-routing,resnet,shared_consistency,20260827,986,3983669,15,0.193259596824646,0.16544593856560763,0.16657247883996648,0.16580296793075222,0.1669922249133466,0.002368474844843149,0.19326044619083405,0.16544630212848907,0.16644650076584527,0.16587263895378102,0.1670504213148149,0.0023690324742347,63.75186829501763
