dataset,model,anchor_seed,member_seed,anchor_parameters,q_member_parameters,t_member_parameters,tq_exact_val_log_loss,tq_exact_val_auc,tt_exact_val_log_loss,tt_exact_val_auc,relative_val_logloss_gain_pct,tq_exact_test_log_loss,tq_exact_test_auc,tt_exact_test_log_loss,tt_exact_test_auc,relative_test_logloss_gain_pct
adult,mlp,20260827,20260928,65258,65258,65258,0.2689677863621012,0.9331093559769712,0.26997158387100895,0.9326572527393162,0.37181598689561773,0.2721384601602776,0.9297088071701396,0.2723518185328509,0.9294971083121571,0.07833925021050198
adult,resnet,20260827,20260928,181346,181346,181346,0.2714385570354966,0.9326855615856049,0.2739479991607562,0.9319167732816079,0.9160286378974559,0.27220711114009766,0.9297455766344848,0.2750217132173002,0.9291493718454006,1.02341085882868
adult,ft_transformer,20260827,20260928,16256,16256,16256,0.2700577774414427,0.9333264119601329,0.2700182914647063,0.9328305879985967,-0.014623445145967414,0.2746519414129979,0.929191567341021,0.2744123271451914,0.9291165961073506,-0.08731906117312234
