dataset,model,seed,method,strength,width,baseline_parameter_count,parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
california,mlp,20260850,anchor_wrong_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,21,0.1425090730190277,0.15374399721622467,0.14705723524093628,0.4550698124740542,0.44506366344846526,0.4416406452655792,7.727222919464111,0.028158435598015785,5.337882034946233
california,mlp,20260851,anchor_wrong_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,18,0.14543473720550537,0.15580248832702637,0.1482931673526764,0.45810614516171455,0.44693001277344635,0.3828367590904236,7.511993408203125,0.028098152950406075,5.382684109965339
california,mlp,20260852,anchor_wrong_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,21,0.14133749902248383,0.155293270945549,0.14823311567306519,0.4573569282983847,0.44683949522895006,0.36260032653808594,7.844859600067139,0.028013406321406364,6.472379435086623
california,resnet,20260850,anchor_wrong_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,10,0.13524237275123596,0.15806634724140167,0.15290433168411255,0.46142236625979294,0.45382542970816075,3.2204792499542236,6.796006202697754,0.02814931608736515,4.57096252287738
california,resnet,20260851,anchor_wrong_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,11,0.13565373420715332,0.16528929769992828,0.15365223586559296,0.47184710272271246,0.45493398427488074,3.055701732635498,6.813380241394043,0.028096919879317284,4.811045250156894
california,resnet,20260852,anchor_wrong_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,5,0.15033356845378876,0.161940798163414,0.1556428074836731,0.46704320485492445,0.4578713252879716,3.237825393676758,6.695314884185791,0.028013359755277634,3.2494408558122814
tabred-weather,mlp,20260850,anchor_wrong_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,9,0.14074067771434784,0.19035644829273224,0.16880068182945251,1.694594006357704,1.595765084617426,1.0663045644760132,11.479362487792969,0.0927324965596199,19.84761728113517
tabred-weather,mlp,20260851,anchor_wrong_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,6,0.1547655612230301,0.1906905323266983,0.17209377884864807,1.6960803896736252,1.6112556041151151,1.4876070022583008,9.765617370605469,0.0927344262599945,14.775510363047943
tabred-weather,mlp,20260852,anchor_wrong_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,13,0.12740549445152283,0.19374987483024597,0.17157955467700958,1.709631816163892,1.608846554230297,1.459958553314209,13.568158149719238,0.09279898554086685,19.235319968080148
tabred-weather,resnet,20260850,anchor_wrong_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,13,0.15225693583488464,0.18793290853500366,0.16998177766799927,1.683772033849948,1.6013381249669578,29.317506790161133,12.713869094848633,0.09274423867464066,19.28899701195769
tabred-weather,resnet,20260851,anchor_wrong_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,14,0.1492193043231964,0.18706341087818146,0.16875490546226501,1.679872433543892,1.5955487423997283,18.021268844604492,13.177762031555176,0.09276508539915085,21.30041930405423
tabred-weather,resnet,20260852,anchor_wrong_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,17,0.13637594878673553,0.1881529986858368,0.1698610633611679,1.684757670010299,1.6007694308441387,15.967832565307617,15.592848777770996,0.0928281620144844,24.115148245124146
