dataset,model,method,seed,selected_columns,n_selected,parameters,target_parameters,matched_width,matched_ft_feedforward_width,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_support_gate,train_seconds
delivery-eta,mlp,qple,20260827,38;86,2,533665,535411,128,64,5,0.599256694316864,0.565800794336928,0.5719552040100098,0.5527619161274105,0.0,10.533703326946124
delivery-eta,mlp,tple,20260827,38;86,2,533665,535411,128,64,8,0.6002933979034424,0.5662899955837155,0.5665397644042969,0.550138836374452,0.0,13.530543023953214
delivery-eta,resnet,qple,20260827,38;86,2,649761,651507,128,64,8,0.6031014323234558,0.567612937447483,0.5703858733177185,0.5520030611588507,0.0,14.487013591919094
delivery-eta,resnet,tple,20260827,38;86,2,649761,651507,128,64,8,0.6042174696922302,0.5681378777180294,0.5698211193084717,0.5517297171283645,0.0,11.62170566408895
delivery-eta,ft_transformer,qple,20260827,38;86,2,68533,68563,128,90,7,0.6028324365615845,0.5674863397514791,0.5737326145172119,0.5536201325759902,0.0,21.509140282170847
delivery-eta,ft_transformer,tple,20260827,38;86,2,68533,68563,128,90,7,0.6034001111984253,0.5677534718582452,0.5733780860900879,0.5534490560149775,0.0,23.57641341490671
