dataset,model,seed,method,strength,width,baseline_parameter_count,parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
california,mlp,20260850,anchor_wrong_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,21,0.14252571761608124,0.15365497767925262,0.1467844396829605,0.4549380311043443,0.4446506447251828,0.44511982798576355,7.740913391113281,0.028157968074083328,2.754543077899143
california,mlp,20260851,anchor_wrong_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,21,0.1430467963218689,0.15514899790287018,0.14753861725330353,0.4571444178691202,0.445791504751039,0.38508614897727966,7.70616340637207,0.028098460286855698,2.4564371060114354
california,mlp,20260852,anchor_wrong_representer,1.0,126,49281,49393,0.00227268115500903,263,49393,21,0.14246946573257446,0.15407885611057281,0.1477440744638443,0.45556511672976185,0.44610179626486257,0.36476799845695496,7.7968621253967285,0.0280135627835989,2.521818961016834
california,resnet,20260850,anchor_wrong_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,10,0.13745348155498505,0.15691398084163666,0.15258707106113434,0.45973732873009254,0.4533543718409483,3.243504047393799,6.789785385131836,0.02814929559826851,1.979482273105532
california,resnet,20260851,anchor_wrong_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,5,0.1568572223186493,0.16259431838989258,0.15523074567317963,0.46798466341191514,0.4572648196927318,3.038130521774292,6.693241596221924,0.0280963946133852,1.4911562881898135
california,resnet,20260852,anchor_wrong_representer,1.0,128,165377,166529,0.006965902150843225,263,166529,9,0.14153049886226654,0.16198359429836273,0.15218347311019897,0.46710494494545785,0.452754403431765,3.242351531982422,6.794201850891113,0.028013555333018303,1.8026201089378446
tabred-weather,mlp,20260850,anchor_wrong_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,7,0.14882519841194153,0.19035299122333527,0.17285504937171936,1.694578611218617,1.6148154695849257,1.0684654712677002,10.438464164733887,0.092730313539505,10.061211070045829
tabred-weather,mlp,20260851,anchor_wrong_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,6,0.15550169348716736,0.19198083877563477,0.17290948331356049,1.7018090019549845,1.6150696630092511,1.4847557544708252,9.86025619506836,0.09273286908864975,8.548906314885244
tabred-weather,mlp,20260852,anchor_wrong_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,10,0.13698530197143555,0.19144265353679657,0.17339856922626495,1.699421945126005,1.6173523106994594,1.4630037546157837,12.103360176086426,0.09279877692461014,12.746241935994476
tabred-weather,resnet,20260850,anchor_wrong_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,13,0.1521216183900833,0.1886243224143982,0.1696094125509262,1.686866456806456,1.5995831948639534,29.22057342529297,12.7505464553833,0.09274422377347946,17.504345453809947
tabred-weather,resnet,20260851,anchor_wrong_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,15,0.14861978590488434,0.18612676858901978,0.16871480643749237,1.6756614578683298,1.5953591391078135,17.90055274963379,13.511110305786133,0.09276508539915085,20.41936254897155
tabred-weather,resnet,20260852,anchor_wrong_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,13,0.14950239658355713,0.18776914477348328,0.16799205541610718,1.683038276055413,1.5919382929014887,16.17428970336914,13.660802841186523,0.09282806515693665,17.36802916089073
