dataset,model,method,seed,n_fields,parameters,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_identity_gate,mean_frequency_gate,train_seconds
delivery-eta,mlp,rank_only,20260827,223,766495,5,0.5983210206031799,0.565358903784087,0.5720534324645996,0.5528093801747141,0.0,0.0,9.544709428912029
delivery-eta,resnet,rank_only,20260827,223,882591,10,0.6020394563674927,0.5671129743808343,0.5621713399887085,0.5480137511682909,0.0,0.0,15.803679148899391
delivery-eta,ft_transformer,rank_only,20260827,223,299647,7,0.6018252372741699,0.567012069668761,0.5724329352378845,0.5529927178650041,0.0,0.0,22.561757556162775
