dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_loss,anchor_val_rmse,anchor_test_loss,anchor_test_rmse,residual_target_parameters,residual_parameters,residual_parameter_difference,matched_width,matched_ft_feedforward_width,residual_best_epoch,val_loss,val_rmse,val_anchor_loss,val_anchor_rmse,residual_gate,residual_train_seconds,test_loss,test_rmse,test_anchor_loss,test_anchor_rmse,total_train_seconds
openml-cpu-act-197,mlp,frozen_t_anchor_t_residual_control,20260827,21,65489,65489,128,64,37,0.018518632277846336,2.5478046702360055,0.0184287391602993,2.541613372808978,71202,70926,-276,137,64,1,0.01851559989154339,2.5475960629217442,0.018518632277846336,2.5478046702360055,0.006487180944532156,1.162912402069196,0.01839793659746647,2.539488405228667,0.0184287391602993,2.541613372808978,6.712455010972917
openml-cpu-act-197,resnet,frozen_t_anchor_t_residual_control,20260827,21,181585,181585,128,64,30,0.01832081750035286,2.5341603970240656,0.018465645611286163,2.5441570903210753,187298,186414,-884,130,64,14,0.01703033596277237,2.4432802424705367,0.01832081750035286,2.5341603970240656,0.027652118355035782,3.3031902168877423,0.01688629761338234,2.43292597396644,0.018465645611286163,2.5441570903210753,9.246273045893759
openml-cpu-act-197,ft_transformer,frozen_t_anchor_t_residual_control,20260827,21,12337,12337,128,64,39,0.01903335005044937,2.58296958812757,0.01903313770890236,2.5829551799102433,18050,18080,30,128,151,37,0.01629614643752575,2.390034305319014,0.01903335005044937,2.58296958812757,-0.10526573657989502,11.6429536070209,0.01643916592001915,2.4004991954070123,0.01903313770890236,2.5829551799102433,18.562919630901888
openml-elevators-216,mlp,frozen_t_anchor_t_residual_control,20260827,18,69283,69552,147,64,40,0.09228119999170303,0.0020432973059081065,0.08569144457578659,0.001968990758734091,63426,63534,108,137,64,17,0.08876501023769379,0.0020039913816962754,0.09228119999170303,0.0020432973059081065,0.051727186888456345,6.470948219997808,0.08206024765968323,0.001926820939925903,0.08569144457578659,0.001968990758734091,13.192467028973624
openml-elevators-216,resnet,frozen_t_anchor_t_residual_control,20260827,18,186575,185648,133,64,15,0.09577760100364685,0.0020816462244558475,0.08876532316207886,0.0020039949140409257,179522,179358,-164,130,64,17,0.08988316357135773,0.0020165738008040383,0.09577760100364685,0.0020816462244558475,-0.039934948086738586,7.7128812139853835,0.08312477916479111,0.001939278568623099,0.08876532316207886,0.0020039949140409257,13.417246849043295
openml-elevators-216,ft_transformer,frozen_t_anchor_t_residual_control,20260827,18,22543,22544,128,231,33,0.09096688777208328,0.0020286943235479035,0.08565209060907364,0.0019685385753464273,16418,16406,-12,128,138,29,0.08901418745517731,0.0020068021685615465,0.09096688777208328,0.0020286943235479035,0.06516043841838837,14.980613662861288,0.08471114188432693,0.0019576958208113696,0.08565209060907364,0.0019685385753464273,26.70880882209167
