dataset,model,seed,method,strength,width,baseline_parameter_count,parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
tabred-weather,mlp,20260847,quantile_ple,1.0,128,371585,371585,0.0,2772,371585,11,0.14503705501556396,0.1985073834657669,0.17579226195812225,1.7304944289325022,1.6284774401190134,1.1068915128707886,12.989028930664062,0.0911640077829361,11.859881830168888
tabred-weather,mlp,20260847,anchor_only,1.0,128,371585,371713,0.0003444703096196025,2773,371713,8,0.1554333120584488,0.1908690333366394,0.16998131573200226,1.6968739917306266,1.601335925661374,1.5618659257888794,10.715620994567871,0.09118443727493286,10.480258672963828
tabred-weather,mlp,20260847,anchor_mass_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,8,0.1449444591999054,0.1903342455625534,0.16980944573879242,1.6944951533593553,1.6005262339477326,1.1340301036834717,11.464205741882324,0.09274446964263916,10.501854299101979
tabred-weather,mlp,20260847,anchor_riesz_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,8,0.14237208664417267,0.18838024139404297,0.16888096928596497,1.6857747909663772,1.5961445227071067,1.1465685367584229,11.346735954284668,0.0927460640668869,9.967192166019231
tabred-weather,mlp,20260847,anchor_wrong_representer,1.0,124,371585,372001,0.001119528506263708,2873,372001,8,0.1428901106119156,0.1928078681230545,0.1717367321252823,1.7054706142462805,1.6095833216008941,1.1397022008895874,11.50871753692627,0.09274660795927048,11.170683760894462
tabred-weather,resnet,20260847,quantile_ple,1.0,128,487681,487681,0.0,2772,487681,17,0.1543956995010376,0.19338372349739075,0.17409205436706543,1.708015558065597,1.620583206355093,37.31731033325195,15.18045425415039,0.09119106084108353,20.29399764398113
tabred-weather,resnet,20260847,anchor_only,1.0,128,487681,487809,0.0002624666534066326,2773,487809,19,0.13566240668296814,0.18876223266124725,0.1704312264919281,1.6874830726404184,1.6034538569386427,11.611371994018555,16.600154876708984,0.09120628237724304,22.37514925515279
tabred-weather,resnet,20260847,anchor_mass_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,17,0.13698124885559082,0.18528033792972565,0.16871294379234314,1.6718470517154174,1.595350341885478,16.86174774169922,14.995283126831055,0.09276888519525528,18.63362817792222
tabred-weather,resnet,20260847,anchor_riesz_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,17,0.1412816345691681,0.18760743737220764,0.16859939694404602,1.6823133154832135,1.5948133640642368,16.656673431396484,14.953590393066406,0.09276941418647766,18.2385151500348
tabred-weather,resnet,20260847,anchor_wrong_representer,1.0,125,487681,485876,-0.003701189917179468,2873,485876,17,0.13666783273220062,0.1872328519821167,0.17065811157226562,1.6806330460171353,1.6045207516526716,16.939823150634766,15.022189140319824,0.0927690789103508,17.812165844952688
tabred-weather,mlp,20260848,quantile_ple,1.0,128,371585,371585,0.0,2772,371585,15,0.13522660732269287,0.19608166813850403,0.17646747827529907,1.7198887986424438,1.6316019588361428,0.9146227240562439,15.358356475830078,0.09117055684328079,14.572321960004047
tabred-weather,mlp,20260848,anchor_only,1.0,128,371585,371713,0.0003444703096196025,2773,371713,9,0.15119685232639313,0.19389063119888306,0.17392867803573608,1.7102527148560966,1.6198225938818496,1.1335524320602417,11.519512176513672,0.09118589758872986,11.076935610035434
