dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_loss,anchor_val_rmse,anchor_test_loss,anchor_test_rmse,residual_parameters,residual_best_epoch,val_loss,val_rmse,val_anchor_rmse,test_loss,test_rmse,test_anchor_rmse,residual_gate,residual_train_seconds,total_train_seconds
weather,mlp,frozen_t_anchor_q_rank_residual,20260827,103,258827,257946,130,64,8,0.18411517143249512,1.6740024716748352,0.1723611056804657,1.6196864249543013,390352,7,0.18096639215946198,1.6596261555439074,1.6740024716748352,0.1674400418996811,1.5963972411397778,1.6196864249543013,-0.04477068781852722,19.03595880512148,33.71087830187753
weather,resnet,frozen_t_anchor_q_rank_residual,20260827,103,374823,374042,129,64,20,0.18323825299739838,1.6700111771905417,0.16931045055389404,1.6052888503499507,506448,15,0.179930180311203,1.6548678324095887,1.6700111771905417,0.16649296879768372,1.5918760739090272,1.6052888503499507,0.04574476554989815,35.355882263043895,57.93215391295962
weather,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,103,36825,36858,128,108,14,0.1835496872663498,1.6714297617313398,0.17054957151412964,1.6111524011628602,169264,1,0.18276382982730865,1.667847858449349,1.6714297617313398,0.1696087270975113,1.6067022578148618,1.6111524011628602,0.03618792071938515,17.099172290880233,50.479330777190626
cooking-time,mlp,frozen_t_anchor_q_rank_residual,20260827,192,467579,467821,130,64,12,0.5018068552017212,0.4676611224417131,0.5307167768478394,0.4809438559808424,713202,7,0.4993665814399719,0.46652262466043676,0.4676611224417131,0.5312890410423279,0.4812030835076596,0.4809438559808424,-0.021953651681542397,19.822727262042463,35.99583919602446
cooking-time,resnet,frozen_t_anchor_q_rank_residual,20260827,192,582151,583917,129,64,5,0.5038467049598694,0.46861068193905553,0.5302237272262573,0.48072039942460915,829298,5,0.5038250684738159,0.46860062015117787,0.46861068193905553,0.5309942960739136,0.48106958568131,0.48072039942460915,-0.014660868793725967,18.698445700109005,31.04083945695311
cooking-time,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,192,64483,64461,128,169,8,0.5045794248580933,0.46895129707595057,0.5363239049911499,0.4834778142978588,309842,13,0.502408504486084,0.4679413933164498,0.46895129707595057,0.5336667895317078,0.4822786774858616,0.4834778142978588,-0.06905871629714966,60.76359914219938,84.84454997605644
delivery-eta,mlp,frozen_t_anchor_q_rank_residual,20260827,223,541323,540302,130,64,8,0.5989768505096436,0.565668668705837,0.5695922374725342,0.5516188984961852,826688,1,0.5986670851707458,0.5655223799074918,0.565668668705837,0.5690819621086121,0.5513717562555775,0.5516188984961852,0.012544200755655766,10.719729064963758,23.539853679016232
delivery-eta,resnet,frozen_t_anchor_q_rank_residual,20260827,223,655399,656398,129,64,10,0.6022544503211975,0.5672142260313657,0.5654146075248718,0.5495922726793098,942784,0,0.6022544503211975,0.5672142260313657,0.5672142260313657,0.5654146075248718,0.5495922726793098,0.5495922726793098,0.0,10.574788187863305,28.478808922925964
delivery-eta,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,223,73483,73454,128,165,7,0.6035878658294678,0.567841796380092,0.5801048278808594,0.556686059213726,359840,0,0.6035878658294678,0.567841796380092,0.567841796380092,0.5801048278808594,0.556686059213726,0.556686059213726,0.0,17.734391195932403,40.372053110040724
