dataset,task,model,seed,method,strength,target_parameters,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds,width,parameter_error_fraction
king-county-sales,regression,resnet,20260850,raple_raw,1.0,180865,397,181230,17,0.07158151268959045,0.10588429868221283,0.11577673256397247,0.17094103329158372,0.17874798855321217,13.071059226989746,7.877511978149414,0.03455208241939545,3.717304269084707,127,0.00201807978326376
king-county-sales,regression,resnet,20260850,anchor_only,1.0,180865,376,180993,19,0.07485579699277878,0.10445094853639603,0.1129155308008194,0.16978007872476653,0.17652546366844035,4.736445903778076,7.8411865234375,0.03364795446395874,3.0138625118415803,128,0.0007077101705692091
king-county-sales,regression,resnet,20260850,anchor_mass_representer,1.0,180865,378,181249,19,0.0727970153093338,0.10504689812660217,0.11767706274986267,0.17026373934230143,0.1802089902418711,10.669758796691895,7.907411575317383,0.03373786062002182,3.38397632795386,128,0.002123130511707627
king-county-sales,regression,resnet,20260850,anchor_riesz_representer,1.0,180865,378,181249,15,0.0757741630077362,0.10506680607795715,0.11836731433868408,0.17027986501595116,0.18073673813804447,10.719669342041016,7.654024600982666,0.033738065510988235,3.019373651826754,128,0.002123130511707627
king-county-sales,regression,resnet,20260850,anchor_wrong_representer,1.0,180865,378,181249,19,0.0729423463344574,0.10482028126716614,0.1171136274933815,0.17007998494266374,0.17977705702796598,10.658401489257812,7.903619766235352,0.033737994730472565,3.1047916309908032,128,0.002123130511707627
king-county-sales,regression,resnet,20260850,anchor_isospectral_representer,1.0,180865,378,181249,15,0.07557660341262817,0.1052311584353447,0.11917752772569656,0.17041298793152748,0.1813542418468721,10.732834815979004,7.651200771331787,0.03373822569847107,2.5899933299515396,128,0.002123130511707627
king-county-sales,regression,resnet,20260851,raple_raw,1.0,180865,397,181230,11,0.07890579849481583,0.1066165417432785,0.11301741003990173,0.1715310763872253,0.17660509005308356,6.910045623779297,7.5597243309021,0.034524522721767426,2.1339971250854433,127,0.00201807978326376
king-county-sales,regression,resnet,20260851,anchor_only,1.0,180865,376,180993,14,0.07905023545026779,0.10610987991094589,0.12455211579799652,0.1711230185639181,0.1853984512062663,11.983153343200684,7.563039779663086,0.03361087292432785,2.9542471449822187,128,0.0007077101705692091
king-county-sales,regression,resnet,20260851,anchor_mass_representer,1.0,180865,378,181249,10,0.07970777153968811,0.10610232502222061,0.11340557783842087,0.1711169283823164,0.17690811181375388,5.649662494659424,7.257357120513916,0.033702023327350616,2.329045335063711,128,0.002123130511707627
king-county-sales,regression,resnet,20260851,anchor_riesz_representer,1.0,180865,378,181249,15,0.07199415564537048,0.10619917511940002,0.11867537349462509,0.17119500482356997,0.18097176591749076,5.682470798492432,7.559765338897705,0.03370207920670509,3.2164775119163096,128,0.002123130511707627
king-county-sales,regression,resnet,20260851,anchor_wrong_representer,1.0,180865,378,181249,10,0.08026117831468582,0.10617200285196304,0.1131652221083641,0.17117310208819525,0.17672053735162052,5.656583786010742,7.249801158905029,0.03370207920670509,2.0163507079705596,128,0.002123130511707627
king-county-sales,regression,resnet,20260851,anchor_isospectral_representer,1.0,180865,378,181249,15,0.07223988324403763,0.1064426526427269,0.11918722838163376,0.1713911431143309,0.18136161581996824,5.6620330810546875,7.56085205078125,0.03370210528373718,3.2002516142092645,128,0.002123130511707627
king-county-sales,regression,resnet,20260852,raple_raw,1.0,180865,397,181230,7,0.08169957250356674,0.10695246607065201,0.12596820294857025,0.17180109531289212,0.186449406760401,6.675446033477783,7.244646072387695,0.034430358558893204,2.165308611933142,127,0.00201807978326376
king-county-sales,regression,resnet,20260852,anchor_only,1.0,180865,376,180993,7,0.08232630789279938,0.10484355688095093,0.11909838020801544,0.17009886607122837,0.18129401323859007,5.956196308135986,7.118583679199219,0.033511992543935776,2.0431333840824664,128,0.0007077101705692091
king-county-sales,regression,resnet,20260852,anchor_mass_representer,1.0,180865,378,181249,11,0.07730715721845627,0.10478546470403671,0.11588316410779953,0.17005172587379214,0.17883013555286276,5.385944366455078,7.344754219055176,0.033606357872486115,2.22952523897402,128,0.002123130511707627
king-county-sales,regression,resnet,20260852,anchor_riesz_representer,1.0,180865,378,181249,11,0.07732512801885605,0.10449380427598953,0.11516466736793518,0.16981489765505486,0.17827488007552184,5.401328086853027,7.345268249511719,0.03360617905855179,2.4316434918437153,128,0.002123130511707627
king-county-sales,regression,resnet,20260852,anchor_wrong_representer,1.0,180865,378,181249,11,0.07751528173685074,0.10437391698360443,0.11518429964780807,0.1697174547494278,0.17829008204553531,5.350391387939453,7.345419883728027,0.03360621631145477,2.4298735419288278,128,0.002123130511707627
king-county-sales,regression,resnet,20260852,anchor_isospectral_representer,1.0,180865,378,181249,11,0.0776049867272377,0.10537829250097275,0.11663828045129776,0.17053208307662793,0.17941183400379046,5.400149345397949,7.337981700897217,0.03360603749752045,2.478961020009592,128,0.002123130511707627
