dataset,model,seed,rank_cycle,rank_cycle_control,val_rmse_rank,gain_vs_midrank_pct,gain_vs_control_pct,cell_gate
cooking-time,mlp,20260827,0.4685801632881937,0.4682408038781641,0.4668283152460684,-0.37526602070011383,-0.07247540308723414,False
cooking-time,resnet,20260827,0.4680325687120146,0.4681142645407406,0.4685188705106934,0.10379556284440261,0.0174521126388181,True
cooking-time,ft_transformer,20260827,0.4719073001019914,0.4708085919434163,0.4688929337713876,-0.642868790186011,-0.23336620813138187,False
weather,mlp,20260827,1.6922213854490904,1.6876251923258303,1.668308439044329,-1.4333648290156484,-0.2723467950206272,False
weather,resnet,20260827,1.6837594060631866,1.682489124333277,1.6695429156236798,-0.8515199164075415,-0.07550014508492617,False
weather,ft_transformer,20260827,1.6970103556694969,1.6905469208518051,1.6891641960128114,-0.4644995243923545,-0.3823280346714688,False
