task,dataset,model,seed,anchor_parameters,residual_budget,combined_budget,second_parameters,second_matched_width,second_matched_ft_feedforward_width,second_best_epoch,second_train_seconds,second_val_loss,second_val_rmse,second_test_loss,second_test_rmse,ensemble_val_loss,ensemble_val_rmse,ensemble_test_loss,ensemble_test_rmse,wide_parameters,wide_matched_width,wide_matched_ft_feedforward_width,wide_best_epoch,wide_train_seconds,wide_val_loss,wide_val_rmse,wide_test_loss,wide_test_rmse
regression,openml-cpu-act-197,mlp,20260827,65489,71202,136691,70925,137,64,37,3.3098540999926627,0.01912401244044304,2.5891140658444924,0.01900738850235939,2.581207397777483,0.018525173887610435,2.548254629824212,0.01844148337841034,2.5424920351236064,136583,230,64,23,2.8707517869770527,0.019772682338953018,2.6326581511838856,0.02028355374932289,2.6664515628220005
regression,openml-cpu-act-197,resnet,20260827,181585,187298,368883,186413,130,64,35,3.6673680869862437,0.017698777839541435,2.4907682108997946,0.01865476742386818,2.5571523005087258,0.017446910962462425,2.4729819567675997,0.01791868917644024,2.5061946202108842,367825,192,64,39,3.8419918259605765,0.018474269658327103,2.5447511223334747,0.019020693376660347,2.5821106421196185
regression,openml-cpu-act-197,ft_transformer,20260827,12337,18050,30387,18079,128,151,37,7.575805662898347,0.018877942115068436,2.572402958456005,0.018682681024074554,2.5590647511881555,0.01856292597949505,2.55084982761758,0.018420685082674026,2.541057920037785,30355,128,337,19,5.004715354880318,0.020915882661938667,2.7076951915657643,0.02008211612701416,2.65317815207314
regression,openml-elevators-216,mlp,20260827,69283,63426,132709,63533,137,64,38,6.470623492961749,0.09220399707555771,0.002042442410665685,0.08546756953001022,0.0019664170118116327,0.09141441434621811,0.0020336784487986455,0.08482487499713898,0.0019590095804347344,132337,240,64,40,6.597028003074229,0.09190959483385086,0.002039179101100884,0.08563951402902603,0.0019683940465225185
regression,openml-elevators-216,resnet,20260827,186575,179522,366097,179357,130,64,40,8.117202433058992,0.08564240485429764,0.001968427268542164,0.08196844905614853,0.0019257428968303483,0.08367621898651123,0.0019457004065943737,0.07863714545965195,0.0018862046701633472,364573,194,64,10,3.5810788420494646,0.1067795604467392,0.0021979560805459944,0.10046032071113586,0.002131926489872643
regression,openml-elevators-216,ft_transformer,20260827,22543,16418,38961,16405,128,138,34,15.104969955980778,0.0914175808429718,0.0020337136707080554,0.08514963090419769,0.0019627560767661793,0.08860035985708237,0.0020021319153658637,0.08316795527935028,0.0019397821467656198,38977,128,480,29,13.556755990022793,0.09059343487024307,0.002024525768479835,0.08740690350532532,0.001988601731794195
