dataset,model,seed,method,n_train,n_val,n_test,n_num,n_support_fields,support_levels,parameters,target_parameters,matched_width,matched_ft_feedforward_width,best_epoch,val_loss,val_rmse,test_loss,test_rmse,mean_support_gate,train_seconds
maps-routing,mlp,20260828,qple,50000,15000,15000,984,109,746,2320069,2317822,129,64,5,0.19459019601345062,0.1660145121638785,0.19532477855682373,0.16632757132485698,0.0,13.211485842941329
maps-routing,mlp,20260828,tple,50000,15000,15000,984,109,746,2320069,2317822,129,64,5,0.19308896362781525,0.16537288448714038,0.19393840432167053,0.16573624109623178,0.0,12.176345175830647
maps-routing,resnet,20260828,qple,50000,15000,15000,984,109,746,2437975,2433918,129,64,5,0.1961684674024582,0.16668640318830605,0.19908928871154785,0.16792274435549115,0.0,11.268761052051559
maps-routing,resnet,20260828,tple,50000,15000,15000,984,109,746,2437975,2433918,129,64,12,0.19223353266716003,0.16500615686071987,0.19375203549861908,0.16565658824849921,0.0,17.977221417007968
