screen,pairs,wins_vs_quantile_ple,gain_vs_quantile_ple_pct,wins_vs_raple_raw,gain_vs_raple_raw_pct,wins_vs_anchor_only,gain_vs_anchor_only_pct,wins_vs_anchor_mass_representer,gain_vs_anchor_mass_representer_pct,wins_vs_dense_correct,gain_vs_dense_correct_pct,wins_vs_screen_wrong,gain_vs_screen_wrong_pct
dense_all_fields,6,1,-1.310934611705392,0,-1.068982540066611,1,-0.8892234279728544,5,0.315798542224156,0,0.0,5,0.4389449961572071
mass_energy_top8,6,2,-0.8061155207621398,2,-0.568844870220285,3,-0.3898689458529205,6,0.8088957814205795,5,0.49434275448180953,2,-0.5293670269947656
mass_energy_top24,6,3,-0.15638050080508212,4,0.07131369801015415,3,0.2546089015689645,5,1.4407488418464285,5,1.1258625052483326,4,0.6626675152306983
mass_energy_top64,6,3,-0.6354300631369089,3,-0.40109014810164373,3,-0.2202673591631792,5,0.9699276149623096,5,0.6542300075796236,3,-0.32620280727097123
mass_oof_top24,6,2,-0.1412449486369398,4,0.08739160357880338,4,0.2712434675527499,5,1.4545082536558815,5,1.13949093144584,4,0.5395270781890112
riesz_oof_top24,6,2,-0.6771737000661076,1,-0.44401209620713705,2,-0.2613858287779555,5,0.9302767060372591,5,0.6146083693410074,3,0.06070408811152638
strict_z_screen,6,1,-0.41730241506319166,4,-0.18487830499257576,0,0.0,5,1.1841618734129993,5,0.8694599886940134,0,0.0
bh_fdr_10pct,6,1,-0.41730241506319166,4,-0.18487830499257576,0,0.0,5,1.1841618734129993,5,0.8694599886940134,0,0.0
