dataset,column,nodes,strength,energy_zero,semantic_retention,node_control_retention_mean,node_control_retention_sd,isospectral_retention_mean,isospectral_retention_sd,semantic_minus_node,semantic_minus_isospectral
tabred-cooking-time,0,3,0.01,3.5176455917553953e-06,0.9909024239106294,0.9800743658781689,0.005955462636308868,0.9880483275554579,0.004707940116260346,0.0108280580324605,0.0028540963551714647
tabred-cooking-time,0,3,0.03,3.5176455917553953e-06,0.9734203665705169,0.9433524344940186,0.016535446789081528,0.9651847711766965,0.013584926754698646,0.030067932076498195,0.008235595393820287
tabred-cooking-time,0,3,0.1,3.5176455917553953e-06,0.9187077005466348,0.8401423573900275,0.04319763522955107,0.8945632415532969,0.03982720025348077,0.07856534315660726,0.024144458993337874
tabred-cooking-time,0,3,0.3,3.5176455917553953e-06,0.8009466107866448,0.663748335647489,0.0754847667565189,0.748084167722124,0.08719860347253292,0.13719827513915575,0.052862443064520655
tabred-cooking-time,0,3,1.0,3.5176455917553953e-06,0.5803564292709201,0.4344471279304384,0.08075587847766195,0.4990386913120403,0.1341366909377438,0.1459093013404817,0.08131773795887978
tabred-cooking-time,0,3,3.0,3.5176455917553953e-06,0.346378252682196,0.25833471467656416,0.04948871729514173,0.274915927946219,0.1178798132782504,0.08804353800563182,0.07146232473597702
tabred-cooking-time,0,3,10.0,3.5176455917553953e-06,0.1490489902769208,0.119552748685412,0.017065610123892776,0.11220622038759724,0.060773545378668,0.029496241591508817,0.03684276988932358
tabred-cooking-time,0,3,30.0,3.5176455917553953e-06,0.05715817095244719,0.048576819525551214,0.005118554974458233,0.04218178551396449,0.02470411542856886,0.008581351426895974,0.014976385438482702
tabred-cooking-time,0,3,100.0,3.5176455917553953e-06,0.018120650667472458,0.015863432865465363,0.0013786584301405346,0.013270897618754473,0.007999851473355303,0.0022572178020070954,0.0048497530487179846
tabred-cooking-time,1,24,0.01,5.5522633124078536e-05,0.9418781747684044,0.9398794658527931,0.007921370669782778,0.9565866031530961,0.030128196503228028,0.0019987089156112557,-0.014708428384691647
tabred-cooking-time,1,24,0.03,5.5522633124078536e-05,0.856965705316541,0.8576015812009585,0.0147250092729556,0.9012642589190297,0.06048157669334063,-0.0006358758844174628,-0.04429855360248868
tabred-cooking-time,1,24,0.1,5.5522633124078536e-05,0.6949062650733056,0.7093393176500746,0.018503067416845244,0.7996674949196504,0.09798496855187208,-0.014433052576769155,-0.10476122984634485
tabred-cooking-time,1,24,0.3,5.5522633124078536e-05,0.5134552247833506,0.5451876395448185,0.017820853192163835,0.6685168049271459,0.12677384694266375,-0.031732414761467924,-0.1550615801437954
tabred-cooking-time,1,24,1.0,5.5522633124078536e-05,0.31844414334238647,0.3635499283329009,0.018485112955130122,0.4939751878728825,0.1429224114704149,-0.045105784990514444,-0.1755310445304961
tabred-cooking-time,1,24,3.0,5.5522633124078536e-05,0.1726162216758115,0.2196134096201526,0.017493749168488195,0.3340031944853591,0.1328367629093643,-0.04699718794434111,-0.1613869728095476
tabred-cooking-time,1,24,10.0,5.5522633124078536e-05,0.07306741314120033,0.11026011531367497,0.013553866472786433,0.19447876945701792,0.09851275011584734,-0.03719270217247463,-0.12141135631581759
