dataset,task,model,seed,method,bins,spike_fraction,heat_strength,input_size,width,parameter_count,baseline_parameter_count,parameter_error_fraction,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
california,regression,mlp,20260837,quantile_ple,32,0.35,1.0,254,128,49281,49281,0.0,254,49281,25,0.1555580049753189,0.18365919589996338,0.18019001185894012,0.49737650909926856,0.49265659158992037,0.2570939064025879,9.341601371765137,0.0275498628616333,30.075941744958982
california,regression,mlp,20260837,quantile_whitened,32,0.35,1.0,254,128,49281,49281,0.0,254,49281,10,0.0832209512591362,0.19021263718605042,0.18519200384616852,0.506172586938689,0.49944772484230526,0.24995726346969604,7.618106365203857,0.027560127899050713,17.07759168301709
california,regression,mlp,20260837,adaptive_support_whitened,32,0.35,1.0,249,129,49150,49281,-0.00265822527951949,249,49150,10,0.10480222851037979,0.17684611678123474,0.17607909440994263,0.4880639243848144,0.48700434683108895,0.28292518854141235,7.759217262268066,0.02728465385735035,16.810179930878803
california,regression,mlp,20260837,adaptive_support_riesz,32,0.35,1.0,249,129,49150,49281,-0.00265822527951949,249,49150,14,0.09766743332147598,0.16740413010120392,0.1638556718826294,0.47485611066442246,0.46979639783328153,0.2689898908138275,8.371786117553711,0.027280155569314957,21.36356711690314
california,regression,mlp,20260837,adaptive_support_wrong_riesz,32,0.35,1.0,249,129,49150,49281,-0.00265822527951949,249,49150,16,0.09375090897083282,0.1761196255683899,0.17145267128944397,0.4870603798544302,0.4805638004457329,0.24773143231868744,9.070087432861328,0.027280891314148903,25.76060346001759
california,regression,mlp,20260838,quantile_ple,32,0.35,1.0,254,128,49281,49281,0.0,254,49281,25,0.16054320335388184,0.1857304573059082,0.18440666794776917,0.5001732833180021,0.49838762846428963,0.31839796900749207,9.37626838684082,0.027542583644390106,29.703658289974555
california,regression,mlp,20260838,quantile_whitened,32,0.35,1.0,254,128,49281,49281,0.0,254,49281,10,0.08026036620140076,0.19450342655181885,0.18414387106895447,0.5118498390283079,0.49803237217864904,0.2525790333747864,7.6597371101379395,0.027560221031308174,18.744611128931865
california,regression,mlp,20260838,adaptive_support_whitened,32,0.35,1.0,249,129,49150,49281,-0.00265822527951949,249,49150,13,0.0907973200082779,0.177306666970253,0.17029406130313873,0.488699034492587,0.47893732088425267,0.30427584052085876,8.04839038848877,0.0272798053920269,22.826977760065347
california,regression,mlp,20260838,adaptive_support_riesz,32,0.35,1.0,249,129,49150,49281,-0.00265822527951949,249,49150,16,0.09464559704065323,0.16788621246814728,0.1669984608888626,0.4755393330780393,0.47428038864373434,0.26992130279541016,8.546298027038574,0.027275970205664635,26.384911339962855
california,regression,mlp,20260838,adaptive_support_wrong_riesz,32,0.35,1.0,249,129,49150,49281,-0.00265822527951949,249,49150,15,0.10097544640302658,0.1810678243637085,0.17269323766231537,0.49385514487684645,0.4822992676964404,0.2595181465148926,8.928174018859863,0.027278315275907516,25.787336132954806
california,regression,mlp,20260839,quantile_ple,32,0.35,1.0,254,128,49281,49281,0.0,254,49281,23,0.16266803443431854,0.18587598204612732,0.18414561450481415,0.5003691913699804,0.49803472418209793,0.2953588664531708,9.040473937988281,0.027557751163840294,29.872179000871256
california,regression,mlp,20260839,quantile_whitened,32,0.35,1.0,254,128,49281,49281,0.0,254,49281,12,0.0700015276670456,0.19058164954185486,0.1969996839761734,0.506663325540643,0.5151238970057364,0.273516446352005,7.776091575622559,0.02757612057030201,21.503014700021595
california,regression,mlp,20260839,adaptive_support_whitened,32,0.35,1.0,249,129,49150,49281,-0.00265822527951949,249,49150,16,0.0777418315410614,0.1789623647928238,0.17525137960910797,0.49097546253653945,0.4858583331506168,0.2431812286376953,8.283278465270996,0.027287492528557777,23.382293593138456
california,regression,mlp,20260839,adaptive_support_riesz,32,0.35,1.0,249,129,49150,49281,-0.00265822527951949,249,49150,17,0.09139283746480942,0.1671525090932846,0.16294199228286743,0.4744990903761952,0.4684847408510926,0.2225019484758377,8.766990661621094,0.027285415679216385,23.809284294955432
california,regression,mlp,20260839,adaptive_support_wrong_riesz,32,0.35,1.0,249,129,49150,49281,-0.00265822527951949,249,49150,17,0.08955869823694229,0.17875036597251892,0.17380860447883606,0.49068457505116925,0.4838542532707315,0.20819416642189026,9.257166862487793,0.027287041768431664,20.706820850027725
california,regression,resnet,20260837,quantile_ple,32,0.35,1.0,254,128,165377,165377,0.0,254,165377,21,0.11659078299999237,0.1768266260623932,0.17881150543689728,0.4880370146982962,0.49076848623303704,12.448817253112793,7.4893574714660645,0.027562903240323067,16.35392758110538
california,regression,resnet,20260837,quantile_whitened,32,0.35,1.0,254,128,165377,165377,0.0,254,165377,6,0.08091222494840622,0.20201091468334198,0.20205393433570862,0.521634553846841,0.521690102634178,1.483911395072937,6.806994438171387,0.02756323479115963,7.518219360848889
california,regression,resnet,20260837,adaptive_support_whitened,32,0.35,1.0,249,128,164737,165377,-0.003869945639357347,249,164737,10,0.06461810320615768,0.17908917367458344,0.18165482580661774,0.49114937243861334,0.4946549989908995,1.508250117301941,6.902575969696045,0.02729860320687294,9.903658209834248
california,regression,resnet,20260837,adaptive_support_riesz,32,0.35,1.0,249,128,164737,165377,-0.003869945639357347,249,164737,8,0.07964805513620377,0.17551323771476746,0.16984090209007263,0.48622116427089423,0.4782996512433151,1.7274292707443237,6.887859344482422,0.02729818783700466,9.215152960037813
california,regression,resnet,20260837,adaptive_support_wrong_riesz,32,0.35,1.0,249,128,164737,165377,-0.003869945639357347,249,164737,10,0.07092372328042984,0.1855156570672989,0.18402045965194702,0.49988398689378855,0.4978654491103498,1.7533444166183472,7.142344951629639,0.027298208326101303,9.099740769946948
california,regression,resnet,20260838,quantile_ple,32,0.35,1.0,254,128,165377,165377,0.0,254,165377,24,0.09464583545923233,0.17897267639636993,0.1841818392276764,0.4909896091455188,0.4980837011950925,4.299635887145996,7.68507719039917,0.02756192907691002,10.065101915039122
california,regression,resnet,20260838,quantile_whitened,32,0.35,1.0,254,128,165377,165377,0.0,254,165377,7,0.06768425554037094,0.2032424807548523,0.20292451977729797,0.5232222253514145,0.5228127692215914,1.4420948028564453,6.803093433380127,0.02756291627883911,7.0391983119770885
california,regression,resnet,20260838,adaptive_support_whitened,32,0.35,1.0,249,128,164737,165377,-0.003869945639357347,249,164737,10,0.06397794187068939,0.18131861090660095,0.17423151433467865,0.4941970154958,0.4844425654275284,2.127723455429077,6.883565902709961,0.02729768119752407,10.056011091917753
california,regression,resnet,20260838,adaptive_support_riesz,32,0.35,1.0,249,128,164737,165377,-0.003869945639357347,249,164737,5,0.10416443645954132,0.17819266021251678,0.17193837463855743,0.489918513692551,0.4812440136784666,2.411491870880127,6.758456707000732,0.0272982120513916,6.971173942089081
california,regression,resnet,20260838,adaptive_support_wrong_riesz,32,0.35,1.0,249,128,164737,165377,-0.003869945639357347,249,164737,9,0.07558272033929825,0.18187128007411957,0.17986522614955902,0.4949496220111591,0.49221237423265407,2.3813493251800537,7.056840419769287,0.027297843247652054,9.471205560024828
california,regression,resnet,20260839,quantile_ple,32,0.35,1.0,254,128,165377,165377,0.0,254,165377,20,0.11290243268013,0.17889635264873505,0.17932096123695374,0.49088491040375715,0.4914671004339297,8.18252182006836,7.479346752166748,0.027578242123126984,16.099529596976936
california,regression,resnet,20260839,quantile_whitened,32,0.35,1.0,254,128,165377,165377,0.0,254,165377,9,0.052245210856199265,0.2005266398191452,0.2087823748588562,0.5197146618551116,0.5303051453846059,1.4272549152374268,6.852442264556885,0.027579184621572495,9.445222308160737
california,regression,resnet,20260839,adaptive_support_whitened,32,0.35,1.0,249,128,164737,165377,-0.003869945639357347,249,164737,8,0.08054663985967636,0.18478572368621826,0.17601647973060608,0.4988995696855696,0.48691773776291214,1.5996044874191284,6.827223300933838,0.027300836518406868,9.035872895969078
california,regression,resnet,20260839,adaptive_support_riesz,32,0.35,1.0,249,128,164737,165377,-0.003869945639357347,249,164737,9,0.07000652700662613,0.1767497956752777,0.17204761505126953,0.48793096701338,0.4813968593143585,1.7968748807907104,6.899448871612549,0.027298687025904655,9.704434901010245
california,regression,resnet,20260839,adaptive_support_wrong_riesz,32,0.35,1.0,249,128,164737,165377,-0.003869945639357347,249,164737,9,0.07083797454833984,0.18715988099575043,0.1835816502571106,0.50209431672317,0.4972714990629328,1.7991896867752075,7.040425777435303,0.027299221605062485,9.67126974882558
